timestep_4,technology_2,technology_3,parameter,value
h6875,offshore,offshore_c,avaConv,0.0120712
h6876,offshore,offshore_c,avaConv,0.0127517
h6877,offshore,offshore_c,avaConv,0.00950999
h6878,offshore,offshore_c,avaConv,0.00278202
h6879,offshore,offshore_c,avaConv,0.0022101
h6880,offshore,offshore_c,avaConv,0.00436907
h6881,offshore,offshore_c,avaConv,0.00494997
h6882,offshore,offshore_c,avaConv,0.0112551
h6883,offshore,offshore_c,avaConv,0.0208018
h6884,offshore,offshore_c,avaConv,0.0334477
h6885,offshore,offshore_c,avaConv,0.0437321
h6886,offshore,offshore_c,avaConv,0.045607
h6887,offshore,offshore_c,avaConv,0.0477794
h6888,offshore,offshore_c,avaConv,0.0512221
h6889,offshore,offshore_c,avaConv,0.0422256
h6890,offshore,offshore_c,avaConv,0.03973
h6891,offshore,offshore_c,avaConv,0.0466813
h6892,offshore,offshore_c,avaConv,0.0494724
h6893,offshore,offshore_c,avaConv,0.0498178
h6894,offshore,offshore_c,avaConv,0.0495873
h6895,offshore,offshore_c,avaConv,0.0431235
h6896,offshore,offshore_c,avaConv,0.0438343
h6897,offshore,offshore_c,avaConv,0.0465728
h6898,offshore,offshore_c,avaConv,0.0472273
h6899,offshore,offshore_c,avaConv,0.0452894
h6900,offshore,offshore_c,avaConv,0.0507499
h6901,offshore,offshore_c,avaConv,0.0500493
h6902,offshore,offshore_c,avaConv,0.0482254
h6903,offshore,offshore_c,avaConv,0.0491293
h6904,offshore,offshore_c,avaConv,0.0474474
h6905,offshore,offshore_c,avaConv,0.0483375
h6906,offshore,offshore_c,avaConv,0.0543943
h6907,offshore,offshore_c,avaConv,0.0543943
h6908,offshore,offshore_c,avaConv,0.0529078
h6909,offshore,offshore_c,avaConv,0.0538945
h6910,offshore,offshore_c,avaConv,0.0543943
h6911,offshore,offshore_c,avaConv,0.0507499
h6912,offshore,offshore_c,avaConv,0.0514598
h6913,offshore,offshore_c,avaConv,0.0505153
h6914,offshore,offshore_c,avaConv,0.0472273
h6915,offshore,offshore_c,avaConv,0.045395
h6916,offshore,offshore_c,avaConv,0.0449738
h6917,offshore,offshore_c,avaConv,0.0441424
h6918,offshore,offshore_c,avaConv,0.0436301
h6919,offshore,offshore_c,avaConv,0.0443488
h6920,offshore,offshore_c,avaConv,0.0359062
h6921,offshore,offshore_c,avaConv,0.0166967
h6922,offshore,offshore_c,avaConv,0.00576632
h6923,offshore,offshore_c,avaConv,0.00225148
h6924,offshore,offshore_c,avaConv,0.000391417
h6925,offshore,offshore_c,avaConv,0.000144769
h6926,offshore,offshore_c,avaConv,0.000121147
h6927,offshore,offshore_c,avaConv,0.000103844
h6928,offshore,offshore_c,avaConv,0.000100375
h6929,offshore,offshore_c,avaConv,0.000100071
h6930,offshore,offshore_c,avaConv,0.000100041
h6931,offshore,offshore_c,avaConv,0.00010004
h6932,offshore,offshore_c,avaConv,0.000100002
h6933,offshore,offshore_c,avaConv,0.0001
h6934,offshore,offshore_c,avaConv,0.0001
h6935,offshore,offshore_c,avaConv,0.0001
h6936,offshore,offshore_c,avaConv,0.0001
h6937,offshore,offshore_c,avaConv,0.0001
h6938,offshore,offshore_c,avaConv,0.0001
h6939,offshore,offshore_c,avaConv,0.0001
h6940,offshore,offshore_c,avaConv,0.0001
h6941,offshore,offshore_c,avaConv,0.0001
h6942,offshore,offshore_c,avaConv,0.0001
h6943,offshore,offshore_c,avaConv,0.0001
h6944,offshore,offshore_c,avaConv,0.000100001
h6945,offshore,offshore_c,avaConv,0.0001
h6946,offshore,offshore_c,avaConv,0.0001
h6947,offshore,offshore_c,avaConv,0.000100001
h6948,offshore,offshore_c,avaConv,0.000100003
h6949,offshore,offshore_c,avaConv,0.000100016
h6950,offshore,offshore_c,avaConv,0.000100056
h6951,offshore,offshore_c,avaConv,0.000101739
h6952,offshore,offshore_c,avaConv,0.000172322
h6953,offshore,offshore_c,avaConv,0.000867997
h6954,offshore,offshore_c,avaConv,0.00351647
h6955,offshore,offshore_c,avaConv,0.00433503
h6956,offshore,offshore_c,avaConv,0.0032671
h6957,offshore,offshore_c,avaConv,0.00174542
h6958,offshore,offshore_c,avaConv,0.000341679
h6959,offshore,offshore_c,avaConv,0.000152427
h6960,offshore,offshore_c,avaConv,0.000128232
h6961,offshore,offshore_c,avaConv,0.000166264
h6962,offshore,offshore_c,avaConv,0.000199197
h6963,offshore,offshore_c,avaConv,0.000130946
h6964,offshore,offshore_c,avaConv,0.000111738
h6965,offshore,offshore_c,avaConv,0.000101394
h6966,offshore,offshore_c,avaConv,0.00010027
h6967,offshore,offshore_c,avaConv,0.000100274
h6968,offshore,offshore_c,avaConv,0.000100285
h6969,offshore,offshore_c,avaConv,0.000100035
h6970,offshore,offshore_c,avaConv,0.000100001
h6971,offshore,offshore_c,avaConv,0.0001
h6972,offshore,offshore_c,avaConv,0.0001
h6973,offshore,offshore_c,avaConv,0.0001
h6974,offshore,offshore_c,avaConv,0.0001
h6975,offshore,offshore_c,avaConv,0.0001
h6976,offshore,offshore_c,avaConv,0.0001
h6977,offshore,offshore_c,avaConv,0.0001
h6978,offshore,offshore_c,avaConv,0.0001
h6979,offshore,offshore_c,avaConv,0.0001
h6980,offshore,offshore_c,avaConv,0.0001
h6981,offshore,offshore_c,avaConv,0.0001
h6982,offshore,offshore_c,avaConv,0.0001
h6983,offshore,offshore_c,avaConv,0.0001
h6984,offshore,offshore_c,avaConv,0.0001
h6985,offshore,offshore_c,avaConv,0.0001
h6986,offshore,offshore_c,avaConv,0.0001
h6987,offshore,offshore_c,avaConv,0.0001
h6988,offshore,offshore_c,avaConv,0.0001
h6989,offshore,offshore_c,avaConv,0.000100001
h6990,offshore,offshore_c,avaConv,0.000100016
h6991,offshore,offshore_c,avaConv,0.000100217
h6992,offshore,offshore_c,avaConv,0.000102967
h6993,offshore,offshore_c,avaConv,0.000111059
h6994,offshore,offshore_c,avaConv,0.000152967
h6995,offshore,offshore_c,avaConv,0.000122559
h6996,offshore,offshore_c,avaConv,0.000240669
h6997,offshore,offshore_c,avaConv,0.00100465
h6998,offshore,offshore_c,avaConv,0.00377439
h6999,offshore,offshore_c,avaConv,0.00733994
h7000,offshore,offshore_c,avaConv,0.00292503
h7001,offshore,offshore_c,avaConv,0.000332015
h7002,offshore,offshore_c,avaConv,0.000206994
h7003,offshore,offshore_c,avaConv,0.000144156
h7004,offshore,offshore_c,avaConv,0.000117779
h7005,offshore,offshore_c,avaConv,0.000100011
h7006,offshore,offshore_c,avaConv,0.0001
h7007,offshore,offshore_c,avaConv,0.0001
h7008,offshore,offshore_c,avaConv,0.0001
h7009,offshore,offshore_c,avaConv,0.0001
h7010,offshore,offshore_c,avaConv,0.0001
h7011,offshore,offshore_c,avaConv,0.0001
h7012,offshore,offshore_c,avaConv,0.0001
h7013,offshore,offshore_c,avaConv,0.0001
h7014,offshore,offshore_c,avaConv,0.0001
h7015,offshore,offshore_c,avaConv,0.0001
h7016,offshore,offshore_c,avaConv,0.0001
h7017,offshore,offshore_c,avaConv,0.0001
h7018,offshore,offshore_c,avaConv,0.0001
h7019,offshore,offshore_c,avaConv,0.0001
h7020,offshore,offshore_c,avaConv,0.0001
h7021,offshore,offshore_c,avaConv,0.0001
h7022,offshore,offshore_c,avaConv,0.0001
h7023,offshore,offshore_c,avaConv,0.0001
h7024,offshore,offshore_c,avaConv,0.0001
h7025,offshore,offshore_c,avaConv,0.0001
h7026,offshore,offshore_c,avaConv,0.000100036
h7027,offshore,offshore_c,avaConv,0.000130837
h7028,offshore,offshore_c,avaConv,0.000369621
h7029,offshore,offshore_c,avaConv,0.000333478
h7030,offshore,offshore_c,avaConv,0.000176561
h7031,offshore,offshore_c,avaConv,0.000261558
h7032,offshore,offshore_c,avaConv,0.00496283
h7033,offshore,offshore_c,avaConv,0.00741529
h7034,offshore,offshore_c,avaConv,0.0439368
h7035,offshore,offshore_c,avaConv,0.0762935
h7036,offshore,offshore_c,avaConv,0.110933
h7037,offshore,offshore_c,avaConv,0.118553
h7038,offshore,offshore_c,avaConv,0.136793
h7039,offshore,offshore_c,avaConv,0.0247574
h7040,offshore,offshore_c,avaConv,0.00224552
h7041,offshore,offshore_c,avaConv,0.000169231
h7042,offshore,offshore_c,avaConv,0.000122967
h7043,offshore,offshore_c,avaConv,0.000102524
h7044,offshore,offshore_c,avaConv,0.000107528
h7045,offshore,offshore_c,avaConv,0.000125745
h7046,offshore,offshore_c,avaConv,0.00021499
h7047,offshore,offshore_c,avaConv,0.00057838
h7048,offshore,offshore_c,avaConv,0.00301903
h7049,offshore,offshore_c,avaConv,0.0059017
h7050,offshore,offshore_c,avaConv,0.00106158
h7051,offshore,offshore_c,avaConv,0.00023575
h7052,offshore,offshore_c,avaConv,0.00011837
h7053,offshore,offshore_c,avaConv,0.00010083
h7054,offshore,offshore_c,avaConv,0.000100017
h7055,offshore,offshore_c,avaConv,0.000100012
h7056,offshore,offshore_c,avaConv,0.000100004
h7057,offshore,offshore_c,avaConv,0.0001
h7058,offshore,offshore_c,avaConv,0.000100001
h7059,offshore,offshore_c,avaConv,0.000100024
h7060,offshore,offshore_c,avaConv,0.000100076
h7061,offshore,offshore_c,avaConv,0.000100719
h7062,offshore,offshore_c,avaConv,0.000114977
h7063,offshore,offshore_c,avaConv,0.00010598
h7064,offshore,offshore_c,avaConv,0.000193473
h7065,offshore,offshore_c,avaConv,0.00140806
h7066,offshore,offshore_c,avaConv,0.0111149
h7067,offshore,offshore_c,avaConv,0.0438343
h7068,offshore,offshore_c,avaConv,0.0637376
h7069,offshore,offshore_c,avaConv,0.0633017
h7070,offshore,offshore_c,avaConv,0.0627248
h7071,offshore,offshore_c,avaConv,0.0530302
h7072,offshore,offshore_c,avaConv,0.0794645
h7073,offshore,offshore_c,avaConv,0.12977
h7074,offshore,offshore_c,avaConv,0.118553
h7075,offshore,offshore_c,avaConv,0.0389906
h7076,offshore,offshore_c,avaConv,0.0166558
h7077,offshore,offshore_c,avaConv,0.00154083
h7078,offshore,offshore_c,avaConv,0.000370462
h7079,offshore,offshore_c,avaConv,0.000276699
h7080,offshore,offshore_c,avaConv,0.000322716
h7081,offshore,offshore_c,avaConv,0.000203196
h7082,offshore,offshore_c,avaConv,0.000200845
h7083,offshore,offshore_c,avaConv,0.000194717
h7084,offshore,offshore_c,avaConv,0.000146819
h7085,offshore,offshore_c,avaConv,0.000116292
h7086,offshore,offshore_c,avaConv,0.000140079
h7087,offshore,offshore_c,avaConv,0.000166938
h7088,offshore,offshore_c,avaConv,0.000468339
h7089,offshore,offshore_c,avaConv,0.000446422
h7090,offshore,offshore_c,avaConv,0.000172809
h7091,offshore,offshore_c,avaConv,0.000114122
h7092,offshore,offshore_c,avaConv,0.000101326
h7093,offshore,offshore_c,avaConv,0.000100163
h7094,offshore,offshore_c,avaConv,0.000100008
h7095,offshore,offshore_c,avaConv,0.000100002
h7096,offshore,offshore_c,avaConv,0.000100001
h7097,offshore,offshore_c,avaConv,0.0001
h7098,offshore,offshore_c,avaConv,0.000100002
h7099,offshore,offshore_c,avaConv,0.0001
h7100,offshore,offshore_c,avaConv,0.0001
h7101,offshore,offshore_c,avaConv,0.0001
h7102,offshore,offshore_c,avaConv,0.0001
h7103,offshore,offshore_c,avaConv,0.0001
h7104,offshore,offshore_c,avaConv,0.0001
h7105,offshore,offshore_c,avaConv,0.0001
h7106,offshore,offshore_c,avaConv,0.0001
h7107,offshore,offshore_c,avaConv,0.0001
h7108,offshore,offshore_c,avaConv,0.0001
h7109,offshore,offshore_c,avaConv,0.0001
h7110,offshore,offshore_c,avaConv,0.0001
h7111,offshore,offshore_c,avaConv,0.0001
h7112,offshore,offshore_c,avaConv,0.0001
h7113,offshore,offshore_c,avaConv,0.0001
h7114,offshore,offshore_c,avaConv,0.0001
h7115,offshore,offshore_c,avaConv,0.0001
h7116,offshore,offshore_c,avaConv,0.0001
h7117,offshore,offshore_c,avaConv,0.0001
h7118,offshore,offshore_c,avaConv,0.0001
h7119,offshore,offshore_c,avaConv,0.0001
h7120,offshore,offshore_c,avaConv,0.000100001
h7121,offshore,offshore_c,avaConv,0.000100003
h7122,offshore,offshore_c,avaConv,0.000100025
h7123,offshore,offshore_c,avaConv,0.00010344
h7124,offshore,offshore_c,avaConv,0.000109848
h7125,offshore,offshore_c,avaConv,0.000103176
h7126,offshore,offshore_c,avaConv,0.000100039
h7127,offshore,offshore_c,avaConv,0.000100002
h7128,offshore,offshore_c,avaConv,0.0001
h7129,offshore,offshore_c,avaConv,0.0001
h7130,offshore,offshore_c,avaConv,0.0001
h7131,offshore,offshore_c,avaConv,0.0001
h7132,offshore,offshore_c,avaConv,0.000100014
h7133,offshore,offshore_c,avaConv,0.000100054
h7134,offshore,offshore_c,avaConv,0.000100599
h7135,offshore,offshore_c,avaConv,0.000106215
h7136,offshore,offshore_c,avaConv,0.000104519
h7137,offshore,offshore_c,avaConv,0.000104811
h7138,offshore,offshore_c,avaConv,0.000101952
h7139,offshore,offshore_c,avaConv,0.000100788
h7140,offshore,offshore_c,avaConv,0.000100166
h7141,offshore,offshore_c,avaConv,0.000100054
h7142,offshore,offshore_c,avaConv,0.00010012
h7143,offshore,offshore_c,avaConv,0.000100029
h7144,offshore,offshore_c,avaConv,0.000100008
h7145,offshore,offshore_c,avaConv,0.000100012
h7146,offshore,offshore_c,avaConv,0.000100038
h7147,offshore,offshore_c,avaConv,0.000100169
h7148,offshore,offshore_c,avaConv,0.000100674
h7149,offshore,offshore_c,avaConv,0.000103509
h7150,offshore,offshore_c,avaConv,0.000100307
h7151,offshore,offshore_c,avaConv,0.000100009
h7152,offshore,offshore_c,avaConv,0.0001
h7153,offshore,offshore_c,avaConv,0.0001
h7154,offshore,offshore_c,avaConv,0.0001
h7155,offshore,offshore_c,avaConv,0.0001
h7156,offshore,offshore_c,avaConv,0.0001
h7157,offshore,offshore_c,avaConv,0.0001
h7158,offshore,offshore_c,avaConv,0.0001
h7159,offshore,offshore_c,avaConv,0.0001
h7160,offshore,offshore_c,avaConv,0.0001
h7161,offshore,offshore_c,avaConv,0.0001
h7162,offshore,offshore_c,avaConv,0.0001
h7163,offshore,offshore_c,avaConv,0.0001
h7164,offshore,offshore_c,avaConv,0.0001
h7165,offshore,offshore_c,avaConv,0.0001
h7166,offshore,offshore_c,avaConv,0.0001
h7167,offshore,offshore_c,avaConv,0.0001
h7168,offshore,offshore_c,avaConv,0.0001
h7169,offshore,offshore_c,avaConv,0.0001
h7170,offshore,offshore_c,avaConv,0.0001
h7171,offshore,offshore_c,avaConv,0.0001
h7172,offshore,offshore_c,avaConv,0.0001
h7173,offshore,offshore_c,avaConv,0.0001
h7174,offshore,offshore_c,avaConv,0.0001
h7175,offshore,offshore_c,avaConv,0.0001
h7176,offshore,offshore_c,avaConv,0.0001
h7177,offshore,offshore_c,avaConv,0.0001
h7178,offshore,offshore_c,avaConv,0.0001
h7179,offshore,offshore_c,avaConv,0.0001
h7180,offshore,offshore_c,avaConv,0.0001
h7181,offshore,offshore_c,avaConv,0.0001
h7182,offshore,offshore_c,avaConv,0.0001
h7183,offshore,offshore_c,avaConv,0.0001
h7184,offshore,offshore_c,avaConv,0.0001
h7185,offshore,offshore_c,avaConv,0.0001
h7186,offshore,offshore_c,avaConv,0.0001
h7187,offshore,offshore_c,avaConv,0.000100001
h7188,offshore,offshore_c,avaConv,0.000100053
h7189,offshore,offshore_c,avaConv,0.000103279
h7190,offshore,offshore_c,avaConv,0.000171597
h7191,offshore,offshore_c,avaConv,0.000374707
h7192,offshore,offshore_c,avaConv,0.00136763
h7193,offshore,offshore_c,avaConv,0.00374485
h7194,offshore,offshore_c,avaConv,0.0233658
h7195,offshore,offshore_c,avaConv,0.0252385
h7196,offshore,offshore_c,avaConv,0.0413454
h7197,offshore,offshore_c,avaConv,0.0220485
h7198,offshore,offshore_c,avaConv,0.0140835
h7199,offshore,offshore_c,avaConv,0.00240557
h7200,offshore,offshore_c,avaConv,0.000684888
h7201,offshore,offshore_c,avaConv,0.000181304
h7202,offshore,offshore_c,avaConv,0.000109664
h7203,offshore,offshore_c,avaConv,0.000107246
h7204,offshore,offshore_c,avaConv,0.000103319
h7205,offshore,offshore_c,avaConv,0.000100254
h7206,offshore,offshore_c,avaConv,0.000100029
h7207,offshore,offshore_c,avaConv,0.000100001
h7208,offshore,offshore_c,avaConv,0.000100001
h7209,offshore,offshore_c,avaConv,0.000100021
h7210,offshore,offshore_c,avaConv,0.000101163
h7211,offshore,offshore_c,avaConv,0.000243422
h7212,offshore,offshore_c,avaConv,0.000965955
h7213,offshore,offshore_c,avaConv,0.00146514
h7214,offshore,offshore_c,avaConv,0.022974
h7215,offshore,offshore_c,avaConv,0.166458
h7216,offshore,offshore_c,avaConv,0.202128
h7217,offshore,offshore_c,avaConv,0.327516
h7218,offshore,offshore_c,avaConv,0.439512
h7219,offshore,offshore_c,avaConv,0.600185
h7220,offshore,offshore_c,avaConv,0.748391
h7221,offshore,offshore_c,avaConv,0.818459
h7222,offshore,offshore_c,avaConv,0.774168
h7223,offshore,offshore_c,avaConv,0.834849
h7224,offshore,offshore_c,avaConv,0.9
h7225,offshore,offshore_c,avaConv,0.875458
h7226,offshore,offshore_c,avaConv,0.866847
h7227,offshore,offshore_c,avaConv,0.815218
h7228,offshore,offshore_c,avaConv,0.706278
h7229,offshore,offshore_c,avaConv,0.754382
h7230,offshore,offshore_c,avaConv,0.743927
h7231,offshore,offshore_c,avaConv,0.692283
h7232,offshore,offshore_c,avaConv,0.348655
h7233,offshore,offshore_c,avaConv,0.0740781
h7234,offshore,offshore_c,avaConv,0.0135357
h7235,offshore,offshore_c,avaConv,0.00197197
h7236,offshore,offshore_c,avaConv,0.00165522
h7237,offshore,offshore_c,avaConv,0.00144586
h7238,offshore,offshore_c,avaConv,0.000281265
h7239,offshore,offshore_c,avaConv,0.000199853
h7240,offshore,offshore_c,avaConv,0.000270598
h7241,offshore,offshore_c,avaConv,0.000379883
h7242,offshore,offshore_c,avaConv,0.000427755
h7243,offshore,offshore_c,avaConv,0.00090491
h7244,offshore,offshore_c,avaConv,0.00138953
h7245,offshore,offshore_c,avaConv,0.00201426
h7246,offshore,offshore_c,avaConv,0.000819843
h7247,offshore,offshore_c,avaConv,0.00123688
h7248,offshore,offshore_c,avaConv,0.00205745
h7249,offshore,offshore_c,avaConv,0.0022101
h7250,offshore,offshore_c,avaConv,0.00113974
h7251,offshore,offshore_c,avaConv,0.000897864
h7252,offshore,offshore_c,avaConv,0.00488615
h7253,offshore,offshore_c,avaConv,0.00155726
h7254,offshore,offshore_c,avaConv,0.00136402
h7255,offshore,offshore_c,avaConv,0.000399662
h7256,offshore,offshore_c,avaConv,0.000268969
h7257,offshore,offshore_c,avaConv,0.000130729
h7258,offshore,offshore_c,avaConv,0.000146658
h7259,offshore,offshore_c,avaConv,0.000123298
h7260,offshore,offshore_c,avaConv,0.000234002
h7261,offshore,offshore_c,avaConv,0.000786628
h7262,offshore,offshore_c,avaConv,0.00117948
h7263,offshore,offshore_c,avaConv,0.000722634
h7264,offshore,offshore_c,avaConv,0.000262598
h7265,offshore,offshore_c,avaConv,0.000110417
h7266,offshore,offshore_c,avaConv,0.000100389
h7267,offshore,offshore_c,avaConv,0.000100149
h7268,offshore,offshore_c,avaConv,0.000100043
h7269,offshore,offshore_c,avaConv,0.000100039
h7270,offshore,offshore_c,avaConv,0.000100002
h7271,offshore,offshore_c,avaConv,0.0001
h7272,offshore,offshore_c,avaConv,0.0001
h7273,offshore,offshore_c,avaConv,0.0001
h7274,offshore,offshore_c,avaConv,0.0001
h7275,offshore,offshore_c,avaConv,0.0001
h7276,offshore,offshore_c,avaConv,0.0001
h7277,offshore,offshore_c,avaConv,0.0001
h7278,offshore,offshore_c,avaConv,0.0001
h7279,offshore,offshore_c,avaConv,0.0001
h7280,offshore,offshore_c,avaConv,0.0001
h7281,offshore,offshore_c,avaConv,0.0001
h7282,offshore,offshore_c,avaConv,0.0001
h7283,offshore,offshore_c,avaConv,0.0001
h7284,offshore,offshore_c,avaConv,0.0001
h7285,offshore,offshore_c,avaConv,0.0001
h7286,offshore,offshore_c,avaConv,0.0001
h7287,offshore,offshore_c,avaConv,0.0001
h7288,offshore,offshore_c,avaConv,0.0001
h7289,offshore,offshore_c,avaConv,0.0001
h7290,offshore,offshore_c,avaConv,0.0001
h7291,offshore,offshore_c,avaConv,0.0001
h7292,offshore,offshore_c,avaConv,0.0001
h7293,offshore,offshore_c,avaConv,0.0001
h7294,offshore,offshore_c,avaConv,0.0001
h7295,offshore,offshore_c,avaConv,0.0001
h7296,offshore,offshore_c,avaConv,0.0001
h7297,offshore,offshore_c,avaConv,0.0001
h7298,offshore,offshore_c,avaConv,0.0001
h7299,offshore,offshore_c,avaConv,0.0001
h7300,offshore,offshore_c,avaConv,0.0001
h7301,offshore,offshore_c,avaConv,0.0001
h7302,offshore,offshore_c,avaConv,0.0001
h7303,offshore,offshore_c,avaConv,0.0001
h7304,offshore,offshore_c,avaConv,0.0001
h7305,offshore,offshore_c,avaConv,0.0001
h7306,offshore,offshore_c,avaConv,0.0001
h7307,offshore,offshore_c,avaConv,0.0001
h7308,offshore,offshore_c,avaConv,0.0001
h7309,offshore,offshore_c,avaConv,0.0001
h7310,offshore,offshore_c,avaConv,0.0001
h7311,offshore,offshore_c,avaConv,0.0001
h7312,offshore,offshore_c,avaConv,0.0001
h7313,offshore,offshore_c,avaConv,0.0001
h7314,offshore,offshore_c,avaConv,0.0001
h7315,offshore,offshore_c,avaConv,0.0001
h7316,offshore,offshore_c,avaConv,0.0001
h7317,offshore,offshore_c,avaConv,0.000100001
h7318,offshore,offshore_c,avaConv,0.000100127
h7319,offshore,offshore_c,avaConv,0.000102299
h7320,offshore,offshore_c,avaConv,0.000108598
h7321,offshore,offshore_c,avaConv,0.000102629
h7322,offshore,offshore_c,avaConv,0.000107586
h7323,offshore,offshore_c,avaConv,0.000108501
h7324,offshore,offshore_c,avaConv,0.000101255
h7325,offshore,offshore_c,avaConv,0.000100798
h7326,offshore,offshore_c,avaConv,0.000109378
h7327,offshore,offshore_c,avaConv,0.000101348
h7328,offshore,offshore_c,avaConv,0.000100944
h7329,offshore,offshore_c,avaConv,0.000148622
h7330,offshore,offshore_c,avaConv,0.00146126
h7331,offshore,offshore_c,avaConv,0.0113399
h7332,offshore,offshore_c,avaConv,0.137394
h7333,offshore,offshore_c,avaConv,0.285793
h7334,offshore,offshore_c,avaConv,0.377282
h7335,offshore,offshore_c,avaConv,0.432344
h7336,offshore,offshore_c,avaConv,0.56715
h7337,offshore,offshore_c,avaConv,0.433234
h7338,offshore,offshore_c,avaConv,0.456987
h7339,offshore,offshore_c,avaConv,0.528267
h7340,offshore,offshore_c,avaConv,0.582269
h7341,offshore,offshore_c,avaConv,0.764976
