timestep_4,technology_2,technology_3,parameter,value
h3955,offshore,offshore_b,avaConv,0.006810219
h3956,offshore,offshore_b,avaConv,0.011378535
h3957,offshore,offshore_b,avaConv,0.018190849
h3958,offshore,offshore_b,avaConv,0.019564031
h3959,offshore,offshore_b,avaConv,0.014186053
h3960,offshore,offshore_b,avaConv,0.005899397
h3961,offshore,offshore_b,avaConv,0.003397594
h3962,offshore,offshore_b,avaConv,0.002317781
h3963,offshore,offshore_b,avaConv,0.002301583
h3964,offshore,offshore_b,avaConv,0.002110808
h3965,offshore,offshore_b,avaConv,0.00127186
h3966,offshore,offshore_b,avaConv,0.001359199
h3967,offshore,offshore_b,avaConv,0.000787844
h3968,offshore,offshore_b,avaConv,0.000370188
h3969,offshore,offshore_b,avaConv,0.000147531
h3970,offshore,offshore_b,avaConv,0.000119964
h3971,offshore,offshore_b,avaConv,0.000106319
h3972,offshore,offshore_b,avaConv,0.000101511
h3973,offshore,offshore_b,avaConv,0.000100224
h3974,offshore,offshore_b,avaConv,0.000100017
h3975,offshore,offshore_b,avaConv,0.000100005
h3976,offshore,offshore_b,avaConv,0.000100006
h3977,offshore,offshore_b,avaConv,0.000100009
h3978,offshore,offshore_b,avaConv,0.000100023
h3979,offshore,offshore_b,avaConv,0.000100022
h3980,offshore,offshore_b,avaConv,0.000100015
h3981,offshore,offshore_b,avaConv,0.000100005
h3982,offshore,offshore_b,avaConv,0.000100003
h3983,offshore,offshore_b,avaConv,0.000100001
h3984,offshore,offshore_b,avaConv,0.0001
h3985,offshore,offshore_b,avaConv,0.0001
h3986,offshore,offshore_b,avaConv,0.0001
h3987,offshore,offshore_b,avaConv,0.000100001
h3988,offshore,offshore_b,avaConv,0.000100004
h3989,offshore,offshore_b,avaConv,0.000100027
h3990,offshore,offshore_b,avaConv,0.000100001
h3991,offshore,offshore_b,avaConv,0.0001
h3992,offshore,offshore_b,avaConv,0.0001
h3993,offshore,offshore_b,avaConv,0.0001
h3994,offshore,offshore_b,avaConv,0.0001
h3995,offshore,offshore_b,avaConv,0.0001
h3996,offshore,offshore_b,avaConv,0.0001
h3997,offshore,offshore_b,avaConv,0.0001
h3998,offshore,offshore_b,avaConv,0.0001
h3999,offshore,offshore_b,avaConv,0.0001
h4000,offshore,offshore_b,avaConv,0.0001
h4001,offshore,offshore_b,avaConv,0.0001
h4002,offshore,offshore_b,avaConv,0.0001
h4003,offshore,offshore_b,avaConv,0
h4004,offshore,offshore_b,avaConv,0
h4005,offshore,offshore_b,avaConv,0
h4006,offshore,offshore_b,avaConv,0
h4007,offshore,offshore_b,avaConv,0.0001
h4008,offshore,offshore_b,avaConv,0.0001
h4009,offshore,offshore_b,avaConv,0.0001
h4010,offshore,offshore_b,avaConv,0.0001
h4011,offshore,offshore_b,avaConv,0
h4012,offshore,offshore_b,avaConv,0.0001
h4013,offshore,offshore_b,avaConv,0.0001
h4014,offshore,offshore_b,avaConv,0.0001
h4015,offshore,offshore_b,avaConv,0.0001
h4016,offshore,offshore_b,avaConv,0.0001
h4017,offshore,offshore_b,avaConv,0.0001
h4018,offshore,offshore_b,avaConv,0.0001
h4019,offshore,offshore_b,avaConv,0.0001
h4020,offshore,offshore_b,avaConv,0.0001
h4021,offshore,offshore_b,avaConv,0.0001
h4022,offshore,offshore_b,avaConv,0.0001
h4023,offshore,offshore_b,avaConv,0.0001
h4024,offshore,offshore_b,avaConv,0.0001
h4025,offshore,offshore_b,avaConv,0.0001
h4026,offshore,offshore_b,avaConv,0.0001
h4027,offshore,offshore_b,avaConv,0.0001
h4028,offshore,offshore_b,avaConv,0.0001
h4029,offshore,offshore_b,avaConv,0.0001
h4030,offshore,offshore_b,avaConv,0.0001
h4031,offshore,offshore_b,avaConv,0.0001
h4032,offshore,offshore_b,avaConv,0.0001
h4033,offshore,offshore_b,avaConv,0.0001
h4034,offshore,offshore_b,avaConv,0.0001
h4035,offshore,offshore_b,avaConv,0.0001
h4036,offshore,offshore_b,avaConv,0.0001
h4037,offshore,offshore_b,avaConv,0.0001
h4038,offshore,offshore_b,avaConv,0.0001
h4039,offshore,offshore_b,avaConv,0.0001
h4040,offshore,offshore_b,avaConv,0.000100001
h4041,offshore,offshore_b,avaConv,0.0001
h4042,offshore,offshore_b,avaConv,0.000100001
h4043,offshore,offshore_b,avaConv,0.000100001
h4044,offshore,offshore_b,avaConv,0.000100036
h4045,offshore,offshore_b,avaConv,0.000100477
h4046,offshore,offshore_b,avaConv,0.000101117
h4047,offshore,offshore_b,avaConv,0.000108702
h4048,offshore,offshore_b,avaConv,0.000159225
h4049,offshore,offshore_b,avaConv,0.00028753
h4050,offshore,offshore_b,avaConv,0.000238695
h4051,offshore,offshore_b,avaConv,0.000239992
h4052,offshore,offshore_b,avaConv,0.000257763
h4053,offshore,offshore_b,avaConv,0.000303444
h4054,offshore,offshore_b,avaConv,0.000650868
h4055,offshore,offshore_b,avaConv,0.000685936
h4056,offshore,offshore_b,avaConv,0.001298763
h4057,offshore,offshore_b,avaConv,0.002736463
h4058,offshore,offshore_b,avaConv,0.002774053
h4059,offshore,offshore_b,avaConv,0.002198614
h4060,offshore,offshore_b,avaConv,0.002297548
h4061,offshore,offshore_b,avaConv,0.001476398
h4062,offshore,offshore_b,avaConv,0.002736463
h4063,offshore,offshore_b,avaConv,0.001501424
h4064,offshore,offshore_b,avaConv,0.001331201
h4065,offshore,offshore_b,avaConv,0.001575798
h4066,offshore,offshore_b,avaConv,0.001762888
h4067,offshore,offshore_b,avaConv,0.001400843
h4068,offshore,offshore_b,avaConv,0.001016731
h4069,offshore,offshore_b,avaConv,0.000482093
h4070,offshore,offshore_b,avaConv,0.000302858
h4071,offshore,offshore_b,avaConv,0.000294222
h4072,offshore,offshore_b,avaConv,0.000474333
h4073,offshore,offshore_b,avaConv,0.000541242
h4074,offshore,offshore_b,avaConv,0.00079258
h4075,offshore,offshore_b,avaConv,0.002722477
h4076,offshore,offshore_b,avaConv,0.00522595
h4077,offshore,offshore_b,avaConv,0.008267306
h4078,offshore,offshore_b,avaConv,0.005186062
h4079,offshore,offshore_b,avaConv,0.003233033
h4080,offshore,offshore_b,avaConv,0.002855373
h4081,offshore,offshore_b,avaConv,0.002532904
h4082,offshore,offshore_b,avaConv,0.005811502
h4083,offshore,offshore_b,avaConv,0.013738411
h4084,offshore,offshore_b,avaConv,0.019352842
h4085,offshore,offshore_b,avaConv,0.014720142
h4086,offshore,offshore_b,avaConv,0.013336819
h4087,offshore,offshore_b,avaConv,0.005716065
h4088,offshore,offshore_b,avaConv,0.002305623
h4089,offshore,offshore_b,avaConv,0.00078157
h4090,offshore,offshore_b,avaConv,0.000385297
h4091,offshore,offshore_b,avaConv,0.000437419
h4092,offshore,offshore_b,avaConv,0.000901863
h4093,offshore,offshore_b,avaConv,0.000787844
h4094,offshore,offshore_b,avaConv,0.000301689
h4095,offshore,offshore_b,avaConv,0.000211086
h4096,offshore,offshore_b,avaConv,0.000148627
h4097,offshore,offshore_b,avaConv,0.000139153
h4098,offshore,offshore_b,avaConv,0.00012744
h4099,offshore,offshore_b,avaConv,0.000112919
h4100,offshore,offshore_b,avaConv,0.000113045
h4101,offshore,offshore_b,avaConv,0.00010611
h4102,offshore,offshore_b,avaConv,0.00012984
h4103,offshore,offshore_b,avaConv,0.000542342
h4104,offshore,offshore_b,avaConv,0.003895931
h4105,offshore,offshore_b,avaConv,0.028837172
h4106,offshore,offshore_b,avaConv,0.080211981
h4107,offshore,offshore_b,avaConv,0.145801837
h4108,offshore,offshore_b,avaConv,0.18349721
h4109,offshore,offshore_b,avaConv,0.187295185
h4110,offshore,offshore_b,avaConv,0.202657965
h4111,offshore,offshore_b,avaConv,0.198300353
h4112,offshore,offshore_b,avaConv,0.192658793
h4113,offshore,offshore_b,avaConv,0.215867711
h4114,offshore,offshore_b,avaConv,0.213728222
h4115,offshore,offshore_b,avaConv,0.201874185
h4116,offshore,offshore_b,avaConv,0.193867434
h4117,offshore,offshore_b,avaConv,0.189217905
h4118,offshore,offshore_b,avaConv,0.185534441
h4119,offshore,offshore_b,avaConv,0.16946625
h4120,offshore,offshore_b,avaConv,0.171925462
h4121,offshore,offshore_b,avaConv,0.112090152
h4122,offshore,offshore_b,avaConv,0.06340275
h4123,offshore,offshore_b,avaConv,0.013987648
h4124,offshore,offshore_b,avaConv,0.001690217
h4125,offshore,offshore_b,avaConv,0.000714123
h4126,offshore,offshore_b,avaConv,0.000118826
h4127,offshore,offshore_b,avaConv,0.00013431
h4128,offshore,offshore_b,avaConv,0.000177078
h4129,offshore,offshore_b,avaConv,0.000133621
h4130,offshore,offshore_b,avaConv,0.000135153
h4131,offshore,offshore_b,avaConv,0.000120508
h4132,offshore,offshore_b,avaConv,0.000101784
h4133,offshore,offshore_b,avaConv,0.000100356
h4134,offshore,offshore_b,avaConv,0.000100541
h4135,offshore,offshore_b,avaConv,0.000100946
h4136,offshore,offshore_b,avaConv,0.000100697
h4137,offshore,offshore_b,avaConv,0.000100197
h4138,offshore,offshore_b,avaConv,0.000100059
h4139,offshore,offshore_b,avaConv,0.000100079
h4140,offshore,offshore_b,avaConv,0.000101784
h4141,offshore,offshore_b,avaConv,0.000102517
h4142,offshore,offshore_b,avaConv,0.000100188
h4143,offshore,offshore_b,avaConv,0.000100191
h4144,offshore,offshore_b,avaConv,0.000100062
h4145,offshore,offshore_b,avaConv,0.000100009
h4146,offshore,offshore_b,avaConv,0.000100001
h4147,offshore,offshore_b,avaConv,0.000100053
h4148,offshore,offshore_b,avaConv,0.00010033
h4149,offshore,offshore_b,avaConv,0.000100415
h4150,offshore,offshore_b,avaConv,0.000102338
h4151,offshore,offshore_b,avaConv,0.000101746
h4152,offshore,offshore_b,avaConv,0.000103182
h4153,offshore,offshore_b,avaConv,0.000103122
h4154,offshore,offshore_b,avaConv,0.000107294
h4155,offshore,offshore_b,avaConv,0.000105177
h4156,offshore,offshore_b,avaConv,0.000108167
h4157,offshore,offshore_b,avaConv,0.000115139
h4158,offshore,offshore_b,avaConv,0.000146455
h4159,offshore,offshore_b,avaConv,0.000210011
h4160,offshore,offshore_b,avaConv,0.000542342
h4161,offshore,offshore_b,avaConv,0.000620024
h4162,offshore,offshore_b,avaConv,0.000474333
h4163,offshore,offshore_b,avaConv,0.00050616
h4164,offshore,offshore_b,avaConv,0.000392315
h4165,offshore,offshore_b,avaConv,0.000286981
h4166,offshore,offshore_b,avaConv,0.000184873
h4167,offshore,offshore_b,avaConv,0.000111476
h4168,offshore,offshore_b,avaConv,0.00010088
h4169,offshore,offshore_b,avaConv,0.000100006
h4170,offshore,offshore_b,avaConv,0.0001
h4171,offshore,offshore_b,avaConv,0.0001
h4172,offshore,offshore_b,avaConv,0.0001
h4173,offshore,offshore_b,avaConv,0.000100025
h4174,offshore,offshore_b,avaConv,0.000105268
h4175,offshore,offshore_b,avaConv,0.000232771
h4176,offshore,offshore_b,avaConv,0.002408605
h4177,offshore,offshore_b,avaConv,0.01055541
h4178,offshore,offshore_b,avaConv,0.025544286
h4179,offshore,offshore_b,avaConv,0.030557499
h4180,offshore,offshore_b,avaConv,0.025485785
h4181,offshore,offshore_b,avaConv,0.009701529
h4182,offshore,offshore_b,avaConv,0.00643105
h4183,offshore,offshore_b,avaConv,0.003174387
h4184,offshore,offshore_b,avaConv,0.001387711
h4185,offshore,offshore_b,avaConv,0.00068732
h4186,offshore,offshore_b,avaConv,0.000462932
h4187,offshore,offshore_b,avaConv,0.000192672
h4188,offshore,offshore_b,avaConv,0.000122606
h4189,offshore,offshore_b,avaConv,0.000100703
h4190,offshore,offshore_b,avaConv,0.000100326
h4191,offshore,offshore_b,avaConv,0.000100752
h4192,offshore,offshore_b,avaConv,0.000106571
h4193,offshore,offshore_b,avaConv,0.000134172
h4194,offshore,offshore_b,avaConv,0.000166007
h4195,offshore,offshore_b,avaConv,0.000142677
h4196,offshore,offshore_b,avaConv,0.00011587
h4197,offshore,offshore_b,avaConv,0.000104741
h4198,offshore,offshore_b,avaConv,0.000118486
h4199,offshore,offshore_b,avaConv,0.0001206
h4200,offshore,offshore_b,avaConv,0.000168402
h4201,offshore,offshore_b,avaConv,0.000229479
h4202,offshore,offshore_b,avaConv,0.00036945
h4203,offshore,offshore_b,avaConv,0.001369507
h4204,offshore,offshore_b,avaConv,0.020452053
h4205,offshore,offshore_b,avaConv,0.078741165
h4206,offshore,offshore_b,avaConv,0.054578493
h4207,offshore,offshore_b,avaConv,0.006810219
h4208,offshore,offshore_b,avaConv,0.000649554
h4209,offshore,offshore_b,avaConv,0.000405136
h4210,offshore,offshore_b,avaConv,0.00089653
h4211,offshore,offshore_b,avaConv,0.001905958
h4212,offshore,offshore_b,avaConv,0.000889464
h4213,offshore,offshore_b,avaConv,0.000228667
h4214,offshore,offshore_b,avaConv,0.000120785
h4215,offshore,offshore_b,avaConv,0.000109027
h4216,offshore,offshore_b,avaConv,0.000103369
h4217,offshore,offshore_b,avaConv,0.000100685
h4218,offshore,offshore_b,avaConv,0.000100059
h4219,offshore,offshore_b,avaConv,0.000100004
h4220,offshore,offshore_b,avaConv,0.0001
h4221,offshore,offshore_b,avaConv,0.0001
h4222,offshore,offshore_b,avaConv,0.000100385
h4223,offshore,offshore_b,avaConv,0.0001
h4224,offshore,offshore_b,avaConv,0.0001
h4225,offshore,offshore_b,avaConv,0.0001
h4226,offshore,offshore_b,avaConv,0.0001
h4227,offshore,offshore_b,avaConv,0.0001
h4228,offshore,offshore_b,avaConv,0.0001
h4229,offshore,offshore_b,avaConv,0.000100002
h4230,offshore,offshore_b,avaConv,0.0001
h4231,offshore,offshore_b,avaConv,0.0001
h4232,offshore,offshore_b,avaConv,0.000100004
h4233,offshore,offshore_b,avaConv,0.000100009
h4234,offshore,offshore_b,avaConv,0.000100049
h4235,offshore,offshore_b,avaConv,0.000101661
h4236,offshore,offshore_b,avaConv,0.00014735
h4237,offshore,offshore_b,avaConv,0.000114575
h4238,offshore,offshore_b,avaConv,0.000101685
h4239,offshore,offshore_b,avaConv,0.000104912
h4240,offshore,offshore_b,avaConv,0.00012874
h4241,offshore,offshore_b,avaConv,0.000152822
h4242,offshore,offshore_b,avaConv,0.000123106
h4243,offshore,offshore_b,avaConv,0.000116552
h4244,offshore,offshore_b,avaConv,0.000135437
h4245,offshore,offshore_b,avaConv,0.000188105
h4246,offshore,offshore_b,avaConv,0.000379173
h4247,offshore,offshore_b,avaConv,0.000284255
h4248,offshore,offshore_b,avaConv,0.000135867
h4249,offshore,offshore_b,avaConv,0.000114027
h4250,offshore,offshore_b,avaConv,0.000111824
h4251,offshore,offshore_b,avaConv,0.000156467
h4252,offshore,offshore_b,avaConv,0.000129347
h4253,offshore,offshore_b,avaConv,0.000147531
h4254,offshore,offshore_b,avaConv,0.000184584
h4255,offshore,offshore_b,avaConv,0.000306397
h4256,offshore,offshore_b,avaConv,0.000462932
h4257,offshore,offshore_b,avaConv,0.000487999
h4258,offshore,offshore_b,avaConv,0.001824927
h4259,offshore,offshore_b,avaConv,0.001979363
h4260,offshore,offshore_b,avaConv,0.001968731
h4261,offshore,offshore_b,avaConv,0.00450286
h4262,offshore,offshore_b,avaConv,0.005997343
h4263,offshore,offshore_b,avaConv,0.010413681
h4264,offshore,offshore_b,avaConv,0.007429281
h4265,offshore,offshore_b,avaConv,0.004294682
h4266,offshore,offshore_b,avaConv,0.005091354
h4267,offshore,offshore_b,avaConv,0.005794053
h4268,offshore,offshore_b,avaConv,0.006642743
h4269,offshore,offshore_b,avaConv,0.007733578
h4270,offshore,offshore_b,avaConv,0.008806245
h4271,offshore,offshore_b,avaConv,0.005621924
h4272,offshore,offshore_b,avaConv,0.00432197
h4273,offshore,offshore_b,avaConv,0.002572562
h4274,offshore,offshore_b,avaConv,0.004853283
h4275,offshore,offshore_b,avaConv,0.005201987
h4276,offshore,offshore_b,avaConv,0.010799966
h4277,offshore,offshore_b,avaConv,0.011212846
h4278,offshore,offshore_b,avaConv,0.014441881
h4279,offshore,offshore_b,avaConv,0.019777092
h4280,offshore,offshore_b,avaConv,0.040414047
h4281,offshore,offshore_b,avaConv,0.053077208
h4282,offshore,offshore_b,avaConv,0.05073472
h4283,offshore,offshore_b,avaConv,0.049821536
h4284,offshore,offshore_b,avaConv,0.032716649
h4285,offshore,offshore_b,avaConv,0.026798257
h4286,offshore,offshore_b,avaConv,0.012173078
h4287,offshore,offshore_b,avaConv,0.006701461
h4288,offshore,offshore_b,avaConv,0.003111426
h4289,offshore,offshore_b,avaConv,0.001057164
h4290,offshore,offshore_b,avaConv,0.000473372
h4291,offshore,offshore_b,avaConv,0.000236555
h4292,offshore,offshore_b,avaConv,0.000203056
h4293,offshore,offshore_b,avaConv,0.00028753
h4294,offshore,offshore_b,avaConv,0.000590594
h4295,offshore,offshore_b,avaConv,0.000623802
h4296,offshore,offshore_b,avaConv,0.00040677
h4297,offshore,offshore_b,avaConv,0.000277844
h4298,offshore,offshore_b,avaConv,0.000206836
h4299,offshore,offshore_b,avaConv,0.000137183
h4300,offshore,offshore_b,avaConv,0.000111025
h4301,offshore,offshore_b,avaConv,0.0001025
h4302,offshore,offshore_b,avaConv,0.000100662
h4303,offshore,offshore_b,avaConv,0.000100685
h4304,offshore,offshore_b,avaConv,0.000100715
h4305,offshore,offshore_b,avaConv,0.000100536
h4306,offshore,offshore_b,avaConv,0.000100308
h4307,offshore,offshore_b,avaConv,0.000100043
h4308,offshore,offshore_b,avaConv,0.000100033
h4309,offshore,offshore_b,avaConv,0.000100016
h4310,offshore,offshore_b,avaConv,0.000100002
h4311,offshore,offshore_b,avaConv,0.0001
h4312,offshore,offshore_b,avaConv,0.0001
h4313,offshore,offshore_b,avaConv,0.0001
h4314,offshore,offshore_b,avaConv,0.000100131
h4315,offshore,offshore_b,avaConv,0.000106982
h4316,offshore,offshore_b,avaConv,0.000440081
h4317,offshore,offshore_b,avaConv,0.002727133
h4318,offshore,offshore_b,avaConv,0.011934831
h4319,offshore,offshore_b,avaConv,0.02369795
h4320,offshore,offshore_b,avaConv,0.037446919
h4321,offshore,offshore_b,avaConv,0.010315399
h4322,offshore,offshore_b,avaConv,0.001200962
h4323,offshore,offshore_b,avaConv,0.00402313
h4324,offshore,offshore_b,avaConv,0.013916064
h4325,offshore,offshore_b,avaConv,0.005420956
h4326,offshore,offshore_b,avaConv,0.002736463
h4327,offshore,offshore_b,avaConv,0.00118493
h4328,offshore,offshore_b,avaConv,0.00069428
h4329,offshore,offshore_b,avaConv,0.000437419
h4330,offshore,offshore_b,avaConv,0.000255388
h4331,offshore,offshore_b,avaConv,0.001069571
h4332,offshore,offshore_b,avaConv,0.001171339
h4333,offshore,offshore_b,avaConv,0.002036896
h4334,offshore,offshore_b,avaConv,0.005529065
h4335,offshore,offshore_b,avaConv,0.008267306
h4336,offshore,offshore_b,avaConv,0.021095469
h4337,offshore,offshore_b,avaConv,0.026798257
h4338,offshore,offshore_b,avaConv,0.015817694
h4339,offshore,offshore_b,avaConv,0.023753094
h4340,offshore,offshore_b,avaConv,0.027505864
h4341,offshore,offshore_b,avaConv,0.114639878
h4342,offshore,offshore_b,avaConv,0.159136567
h4343,offshore,offshore_b,avaConv,0.276677885
h4344,offshore,offshore_b,avaConv,0.206295165
h4345,offshore,offshore_b,avaConv,0.304407224
h4346,offshore,offshore_b,avaConv,0.286513829
h4347,offshore,offshore_b,avaConv,0.285476232
h4348,offshore,offshore_b,avaConv,0.20565884
h4349,offshore,offshore_b,avaConv,0.120806751
h4350,offshore,offshore_b,avaConv,0.041228031
h4351,offshore,offshore_b,avaConv,0.006469121
h4352,offshore,offshore_b,avaConv,0.001644224
h4353,offshore,offshore_b,avaConv,0.000206836
h4354,offshore,offshore_b,avaConv,0.000133348
h4355,offshore,offshore_b,avaConv,0.000174961
h4356,offshore,offshore_b,avaConv,0.000178426
h4357,offshore,offshore_b,avaConv,0.000130215
h4358,offshore,offshore_b,avaConv,0.000124555
h4359,offshore,offshore_b,avaConv,0.000105237
h4360,offshore,offshore_b,avaConv,0.000100086
h4361,offshore,offshore_b,avaConv,0.000100003
h4362,offshore,offshore_b,avaConv,0.000100001
h4363,offshore,offshore_b,avaConv,0.000100001
h4364,offshore,offshore_b,avaConv,0.0001
h4365,offshore,offshore_b,avaConv,0.0001
h4366,offshore,offshore_b,avaConv,0.000100007
h4367,offshore,offshore_b,avaConv,0.000100481
h4368,offshore,offshore_b,avaConv,0.000129965
h4369,offshore,offshore_b,avaConv,0.000384525
h4370,offshore,offshore_b,avaConv,0.004936683
h4371,offshore,offshore_b,avaConv,0.027536971
h4372,offshore,offshore_b,avaConv,0.180904575
h4373,offshore,offshore_b,avaConv,0.318638815
h4374,offshore,offshore_b,avaConv,0.400836296
h4375,offshore,offshore_b,avaConv,0.411031816
h4376,offshore,offshore_b,avaConv,0.409087004
h4377,offshore,offshore_b,avaConv,0.392184592
h4378,offshore,offshore_b,avaConv,0.297915782
h4379,offshore,offshore_b,avaConv,0.236626249
h4380,offshore,offshore_b,avaConv,0.103616453
h4381,offshore,offshore_b,avaConv,0.030591381
h4382,offshore,offshore_b,avaConv,0.014889186
h4383,offshore,offshore_b,avaConv,0.006507378
h4384,offshore,offshore_b,avaConv,0.005961573
h4385,offshore,offshore_b,avaConv,0.01136339
h4386,offshore,offshore_b,avaConv,0.013423297
h4387,offshore,offshore_b,avaConv,0.009582418
h4388,offshore,offshore_b,avaConv,0.003852209
h4389,offshore,offshore_b,avaConv,0.018662233
h4390,offshore,offshore_b,avaConv,0.064264721
h4391,offshore,offshore_b,avaConv,0.108635807
h4392,offshore,offshore_b,avaConv,0.171650797
h4393,offshore,offshore_b,avaConv,0.171102534
h4394,offshore,offshore_b,avaConv,0.171788085
h4395,offshore,offshore_b,avaConv,0.160691653
h4396,offshore,offshore_b,avaConv,0.217192918
h4397,offshore,offshore_b,avaConv,0.210308426
h4398,offshore,offshore_b,avaConv,0.165297772
h4399,offshore,offshore_b,avaConv,0.141407362
h4400,offshore,offshore_b,avaConv,0.138614724
h4401,offshore,offshore_b,avaConv,0.075159552
h4402,offshore,offshore_b,avaConv,0.072458567
h4403,offshore,offshore_b,avaConv,0.100553739
h4404,offshore,offshore_b,avaConv,0.091802791
h4405,offshore,offshore_b,avaConv,0.097912654
h4406,offshore,offshore_b,avaConv,0.154040741
h4407,offshore,offshore_b,avaConv,0.120497311
h4408,offshore,offshore_b,avaConv,0.100553739
h4409,offshore,offshore_b,avaConv,0.099402272
h4410,offshore,offshore_b,avaConv,0.10666095
h4411,offshore,offshore_b,avaConv,0.104439695
h4412,offshore,offshore_b,avaConv,0.13541329
h4413,offshore,offshore_b,avaConv,0.158106633
h4414,offshore,offshore_b,avaConv,0.21969544
h4415,offshore,offshore_b,avaConv,0.25554439
h4416,offshore,offshore_b,avaConv,0.309461168
h4417,offshore,offshore_b,avaConv,0.312124854
h4418,offshore,offshore_b,avaConv,0.25535501
h4419,offshore,offshore_b,avaConv,0.194625948
h4420,offshore,offshore_b,avaConv,0.146283466
h4421,offshore,offshore_b,avaConv,0.082232828
h4422,offshore,offshore_b,avaConv,0.034960277
h4423,offshore,offshore_b,avaConv,0.045640602
h4424,offshore,offshore_b,avaConv,0.04480266
h4425,offshore,offshore_b,avaConv,0.044068342
h4426,offshore,offshore_b,avaConv,0.051869223
h4427,offshore,offshore_b,avaConv,0.05007385
h4428,offshore,offshore_b,avaConv,0.052496662
h4429,offshore,offshore_b,avaConv,0.042231128
h4430,offshore,offshore_b,avaConv,0.041314481
h4431,offshore,offshore_b,avaConv,0.030253933
h4432,offshore,offshore_b,avaConv,0.012944854
h4433,offshore,offshore_b,avaConv,0.009902738
h4434,offshore,offshore_b,avaConv,0.007439977
h4435,offshore,offshore_b,avaConv,0.004517031
h4436,offshore,offshore_b,avaConv,0.005396257
h4437,offshore,offshore_b,avaConv,0.005412712
h4438,offshore,offshore_b,avaConv,0.003645602
h4439,offshore,offshore_b,avaConv,0.002210292
h4440,offshore,offshore_b,avaConv,0.002860219
h4441,offshore,offshore_b,avaConv,0.007634674
h4442,offshore,offshore_b,avaConv,0.00812825
h4443,offshore,offshore_b,avaConv,0.007461407
h4444,offshore,offshore_b,avaConv,0.002122089
h4445,offshore,offshore_b,avaConv,0.000546764
h4446,offshore,offshore_b,avaConv,0.000193608
h4447,offshore,offshore_b,avaConv,0.000112793
h4448,offshore,offshore_b,avaConv,0.000102909
h4449,offshore,offshore_b,avaConv,0.000102928
h4450,offshore,offshore_b,avaConv,0.000100634
h4451,offshore,offshore_b,avaConv,0.000100513
h4452,offshore,offshore_b,avaConv,0.000100314
h4453,offshore,offshore_b,avaConv,0.000100777
h4454,offshore,offshore_b,avaConv,0.000100184
h4455,offshore,offshore_b,avaConv,0.000100824
h4456,offshore,offshore_b,avaConv,0.000100057
h4457,offshore,offshore_b,avaConv,0.000100014
h4458,offshore,offshore_b,avaConv,0.000100006
h4459,offshore,offshore_b,avaConv,0.000100001
h4460,offshore,offshore_b,avaConv,0.000100001
h4461,offshore,offshore_b,avaConv,0.0001
h4462,offshore,offshore_b,avaConv,0.0001
h4463,offshore,offshore_b,avaConv,0.0001
h4464,offshore,offshore_b,avaConv,0.000100004
h4465,offshore,offshore_b,avaConv,0.000100095
h4466,offshore,offshore_b,avaConv,0.000100287
h4467,offshore,offshore_b,avaConv,0.000100499
h4468,offshore,offshore_b,avaConv,0.000101206
h4469,offshore,offshore_b,avaConv,0.00011587
h4470,offshore,offshore_b,avaConv,0.000462932
h4471,offshore,offshore_b,avaConv,0.001288923
h4472,offshore,offshore_b,avaConv,0.005154332
h4473,offshore,offshore_b,avaConv,0.01424056
h4474,offshore,offshore_b,avaConv,0.037848102
h4475,offshore,offshore_b,avaConv,0.092133908
h4476,offshore,offshore_b,avaConv,0.132160936
h4477,offshore,offshore_b,avaConv,0.168923647
h4478,offshore,offshore_b,avaConv,0.206295165
h4479,offshore,offshore_b,avaConv,0.24310479
h4480,offshore,offshore_b,avaConv,0.226999054
h4481,offshore,offshore_b,avaConv,0.145922124
h4482,offshore,offshore_b,avaConv,0.174552576
h4483,offshore,offshore_b,avaConv,0.390579363
h4484,offshore,offshore_b,avaConv,0.435834262
h4485,offshore,offshore_b,avaConv,0.571768015
h4486,offshore,offshore_b,avaConv,0.648745188
h4487,offshore,offshore_b,avaConv,0.628856451
h4488,offshore,offshore_b,avaConv,0.644727251
h4489,offshore,offshore_b,avaConv,0.667489722
h4490,offshore,offshore_b,avaConv,0.66092081
h4491,offshore,offshore_b,avaConv,0.646332001
h4492,offshore,offshore_b,avaConv,0.637545747
h4493,offshore,offshore_b,avaConv,0.593551684
h4494,offshore,offshore_b,avaConv,0.560942529
h4495,offshore,offshore_b,avaConv,0.247872475
h4496,offshore,offshore_b,avaConv,0.387650262
h4497,offshore,offshore_b,avaConv,0.471708407
h4498,offshore,offshore_b,avaConv,0.404944635
h4499,offshore,offshore_b,avaConv,0.334816683
h4500,offshore,offshore_b,avaConv,0.308798131
h4501,offshore,offshore_b,avaConv,0.157337731
h4502,offshore,offshore_b,avaConv,0.214220419
h4503,offshore,offshore_b,avaConv,0.186559904
h4504,offshore,offshore_b,avaConv,0.16973808
h4505,offshore,offshore_b,avaConv,0.172062927
h4506,offshore,offshore_b,avaConv,0.114738874
h4507,offshore,offshore_b,avaConv,0.062853594
h4508,offshore,offshore_b,avaConv,0.023260536
h4509,offshore,offshore_b,avaConv,0.008744979
h4510,offshore,offshore_b,avaConv,0.004944324
h4511,offshore,offshore_b,avaConv,0.004029579
h4512,offshore,offshore_b,avaConv,0.002375236
h4513,offshore,offshore_b,avaConv,0.003049514
h4514,offshore,offshore_b,avaConv,0.006224935
h4515,offshore,offshore_b,avaConv,0.008070879
h4516,offshore,offshore_b,avaConv,0.006920423
