timestep_3,technology_1,region_2,region_3,value,parameter
h4586,D_PHS,,CH,10.39,stInflow
h4586,D_PHS,Germany_,,5.9551,stInflow
h4586,D_PHS,,FR,12.716,stInflow
h4586,D_PHS,,IT,15.102,stInflow
h4586,D_PHS,,NO,24.7,stInflow
h4586,D_PHS,,SE,4.98,stInflow
h4587,D_PHS,,AT,7.846,stInflow
h4587,D_PHS,,CH,10.39,stInflow
h4587,D_PHS,Germany_,,5.9551,stInflow
h4587,D_PHS,,FR,12.716,stInflow
h4587,D_PHS,,IT,15.102,stInflow
h4587,D_PHS,,NO,24.7,stInflow
h4587,D_PHS,,SE,4.98,stInflow
h4588,D_PHS,,AT,7.846,stInflow
h4588,D_PHS,,CH,10.39,stInflow
h4588,D_PHS,Germany_,,5.9551,stInflow
h4588,D_PHS,,FR,12.716,stInflow
h4588,D_PHS,,IT,15.102,stInflow
h4588,D_PHS,,NO,24.7,stInflow
h4588,D_PHS,,SE,4.98,stInflow
h4589,D_PHS,,AT,7.846,stInflow
h4589,D_PHS,,CH,10.39,stInflow
h4589,D_PHS,Germany_,,5.9551,stInflow
h4589,D_PHS,,FR,12.716,stInflow
h4589,D_PHS,,IT,15.102,stInflow
h4589,D_PHS,,NO,24.7,stInflow
h4589,D_PHS,,SE,4.98,stInflow
h4590,D_PHS,,AT,7.846,stInflow
h4590,D_PHS,,CH,10.39,stInflow
h4590,D_PHS,Germany_,,5.9551,stInflow
h4590,D_PHS,,FR,12.716,stInflow
h4590,D_PHS,,IT,15.102,stInflow
h4590,D_PHS,,NO,24.7,stInflow
h4590,D_PHS,,SE,4.98,stInflow
h4591,D_PHS,,AT,7.846,stInflow
h4591,D_PHS,,CH,10.39,stInflow
h4591,D_PHS,Germany_,,5.9551,stInflow
h4591,D_PHS,,FR,12.716,stInflow
h4591,D_PHS,,IT,15.102,stInflow
h4591,D_PHS,,NO,24.7,stInflow
h4591,D_PHS,,SE,4.98,stInflow
h4592,D_PHS,,AT,7.846,stInflow
h4592,D_PHS,,CH,10.39,stInflow
h4592,D_PHS,Germany_,,5.9551,stInflow
h4592,D_PHS,,FR,12.716,stInflow
h4592,D_PHS,,IT,15.102,stInflow
h4592,D_PHS,,NO,24.7,stInflow
h4592,D_PHS,,SE,4.98,stInflow
h4593,D_PHS,,AT,7.846,stInflow
h4593,D_PHS,,CH,10.39,stInflow
h4593,D_PHS,Germany_,,5.9551,stInflow
h4593,D_PHS,,FR,12.716,stInflow
h4593,D_PHS,,IT,15.102,stInflow
h4593,D_PHS,,NO,24.7,stInflow
h4593,D_PHS,,SE,4.98,stInflow
h4594,D_PHS,,AT,7.846,stInflow
h4594,D_PHS,,CH,10.39,stInflow
h4594,D_PHS,Germany_,,5.9551,stInflow
h4594,D_PHS,,FR,12.716,stInflow
h4594,D_PHS,,IT,15.102,stInflow
h4594,D_PHS,,NO,24.7,stInflow
h4594,D_PHS,,SE,4.98,stInflow
h4595,D_PHS,,AT,7.846,stInflow
h4595,D_PHS,,CH,10.39,stInflow
h4595,D_PHS,Germany_,,5.9551,stInflow
h4595,D_PHS,,FR,12.716,stInflow
h4595,D_PHS,,IT,15.102,stInflow
h4595,D_PHS,,NO,24.7,stInflow
h4595,D_PHS,,SE,4.98,stInflow
h4596,D_PHS,,AT,7.846,stInflow
h4596,D_PHS,,CH,10.39,stInflow
h4596,D_PHS,Germany_,,5.9551,stInflow
h4596,D_PHS,,FR,12.716,stInflow
h4596,D_PHS,,IT,15.102,stInflow
h4596,D_PHS,,NO,24.7,stInflow
h4596,D_PHS,,SE,4.98,stInflow
h4597,D_PHS,,AT,7.846,stInflow
h4597,D_PHS,,CH,10.39,stInflow
h4597,D_PHS,Germany_,,5.9551,stInflow
h4597,D_PHS,,FR,12.716,stInflow
h4597,D_PHS,,IT,15.102,stInflow
h4597,D_PHS,,NO,24.7,stInflow
h4597,D_PHS,,SE,4.98,stInflow
h4598,D_PHS,,AT,7.846,stInflow
h4598,D_PHS,,CH,10.39,stInflow
h4598,D_PHS,Germany_,,5.9551,stInflow
h4598,D_PHS,,FR,12.716,stInflow
h4598,D_PHS,,IT,15.102,stInflow
h4598,D_PHS,,NO,24.7,stInflow
h4598,D_PHS,,SE,4.98,stInflow
h4599,D_PHS,,AT,7.846,stInflow
h4599,D_PHS,,CH,10.39,stInflow
h4599,D_PHS,Germany_,,5.9551,stInflow
h4599,D_PHS,,FR,12.716,stInflow
h4599,D_PHS,,IT,15.102,stInflow
h4599,D_PHS,,NO,24.7,stInflow
h4599,D_PHS,,SE,4.98,stInflow
h4600,D_PHS,,AT,7.846,stInflow
h4600,D_PHS,,CH,10.39,stInflow
h4600,D_PHS,Germany_,,5.9551,stInflow
h4600,D_PHS,,FR,12.716,stInflow
h4600,D_PHS,,IT,15.102,stInflow
h4600,D_PHS,,NO,24.7,stInflow
h4600,D_PHS,,SE,4.98,stInflow
h4601,D_PHS,,AT,7.846,stInflow
h4601,D_PHS,,CH,10.39,stInflow
h4601,D_PHS,Germany_,,5.9551,stInflow
h4601,D_PHS,,FR,12.716,stInflow
h4601,D_PHS,,IT,15.102,stInflow
h4601,D_PHS,,NO,24.7,stInflow
h4601,D_PHS,,SE,4.98,stInflow
h4602,D_PHS,,AT,7.846,stInflow
h4602,D_PHS,,CH,10.39,stInflow
h4602,D_PHS,Germany_,,5.9551,stInflow
h4602,D_PHS,,FR,12.716,stInflow
h4602,D_PHS,,IT,15.102,stInflow
h4602,D_PHS,,NO,24.7,stInflow
h4602,D_PHS,,SE,4.98,stInflow
h4603,D_PHS,,AT,7.846,stInflow
h4603,D_PHS,,CH,10.39,stInflow
h4603,D_PHS,Germany_,,5.9551,stInflow
h4603,D_PHS,,FR,12.716,stInflow
h4603,D_PHS,,IT,15.102,stInflow
h4603,D_PHS,,NO,24.7,stInflow
h4603,D_PHS,,SE,4.98,stInflow
h4604,D_PHS,,AT,7.846,stInflow
h4604,D_PHS,,CH,10.39,stInflow
h4604,D_PHS,Germany_,,5.9551,stInflow
h4604,D_PHS,,FR,12.716,stInflow
h4604,D_PHS,,IT,15.102,stInflow
h4604,D_PHS,,NO,24.7,stInflow
h4604,D_PHS,,SE,4.98,stInflow
h4605,D_PHS,,AT,7.846,stInflow
h4605,D_PHS,,CH,10.39,stInflow
h4605,D_PHS,Germany_,,5.9551,stInflow
h4605,D_PHS,,FR,12.716,stInflow
h4605,D_PHS,,IT,15.102,stInflow
h4605,D_PHS,,NO,24.7,stInflow
h4605,D_PHS,,SE,4.98,stInflow
h4606,D_PHS,,AT,7.846,stInflow
h4606,D_PHS,,CH,10.39,stInflow
h4606,D_PHS,Germany_,,5.9551,stInflow
h4606,D_PHS,,FR,12.716,stInflow
h4606,D_PHS,,IT,15.102,stInflow
h4606,D_PHS,,NO,24.7,stInflow
h4606,D_PHS,,SE,4.98,stInflow
h4607,D_PHS,,AT,7.846,stInflow
h4607,D_PHS,,CH,10.39,stInflow
h4607,D_PHS,Germany_,,5.9551,stInflow
h4607,D_PHS,,FR,12.716,stInflow
h4607,D_PHS,,IT,15.102,stInflow
h4607,D_PHS,,NO,24.7,stInflow
h4607,D_PHS,,SE,4.98,stInflow
h4608,D_PHS,,AT,7.846,stInflow
h4608,D_PHS,,CH,10.39,stInflow
h4608,D_PHS,Germany_,,5.9551,stInflow
h4608,D_PHS,,FR,12.716,stInflow
h4608,D_PHS,,IT,15.102,stInflow
h4608,D_PHS,,NO,24.7,stInflow
h4608,D_PHS,,SE,4.98,stInflow
h4609,D_PHS,,AT,7.846,stInflow
h4609,D_PHS,,CH,10.39,stInflow
h4609,D_PHS,Germany_,,5.9551,stInflow
h4609,D_PHS,,FR,12.716,stInflow
h4609,D_PHS,,IT,15.102,stInflow
h4609,D_PHS,,NO,24.7,stInflow
h4609,D_PHS,,SE,4.98,stInflow
h4610,D_PHS,,AT,7.846,stInflow
h4610,D_PHS,,CH,10.39,stInflow
h4610,D_PHS,Germany_,,5.9551,stInflow
h4610,D_PHS,,FR,12.716,stInflow
h4610,D_PHS,,IT,15.102,stInflow
h4610,D_PHS,,NO,24.7,stInflow
h4610,D_PHS,,SE,4.98,stInflow
h4611,D_PHS,,AT,7.846,stInflow
h4611,D_PHS,,CH,10.39,stInflow
h4611,D_PHS,Germany_,,5.9551,stInflow
h4611,D_PHS,,FR,12.716,stInflow
h4611,D_PHS,,IT,15.102,stInflow
h4611,D_PHS,,NO,24.7,stInflow
h4611,D_PHS,,SE,4.98,stInflow
h4612,D_PHS,,AT,7.846,stInflow
h4612,D_PHS,,CH,10.39,stInflow
h4612,D_PHS,Germany_,,5.9551,stInflow
h4612,D_PHS,,FR,12.716,stInflow
h4612,D_PHS,,IT,15.102,stInflow
h4612,D_PHS,,NO,24.7,stInflow
h4612,D_PHS,,SE,4.98,stInflow
h4613,D_PHS,,AT,7.846,stInflow
h4613,D_PHS,,CH,10.39,stInflow
h4613,D_PHS,Germany_,,5.9551,stInflow
h4613,D_PHS,,FR,12.716,stInflow
h4613,D_PHS,,IT,15.102,stInflow
h4613,D_PHS,,NO,24.7,stInflow
h4613,D_PHS,,SE,4.98,stInflow
h4614,D_PHS,,AT,7.846,stInflow
h4614,D_PHS,,CH,10.39,stInflow
h4614,D_PHS,Germany_,,5.9551,stInflow
h4614,D_PHS,,FR,12.716,stInflow
h4614,D_PHS,,IT,15.102,stInflow
h4614,D_PHS,,NO,24.7,stInflow
h4614,D_PHS,,SE,4.98,stInflow
h4615,D_PHS,,AT,7.846,stInflow
h4615,D_PHS,,CH,10.39,stInflow
h4615,D_PHS,Germany_,,5.9551,stInflow
h4615,D_PHS,,FR,12.716,stInflow
h4615,D_PHS,,IT,15.102,stInflow
h4615,D_PHS,,NO,24.7,stInflow
h4615,D_PHS,,SE,4.98,stInflow
h4616,D_PHS,,AT,7.846,stInflow
h4616,D_PHS,,CH,10.39,stInflow
h4616,D_PHS,Germany_,,5.9551,stInflow
h4616,D_PHS,,FR,12.716,stInflow
h4616,D_PHS,,IT,15.102,stInflow
h4616,D_PHS,,NO,24.7,stInflow
h4616,D_PHS,,SE,4.98,stInflow
h4617,D_PHS,,AT,7.846,stInflow
h4617,D_PHS,,CH,10.39,stInflow
h4617,D_PHS,Germany_,,5.9551,stInflow
h4617,D_PHS,,FR,12.716,stInflow
h4617,D_PHS,,IT,15.102,stInflow
h4617,D_PHS,,NO,24.7,stInflow
h4617,D_PHS,,SE,4.98,stInflow
h4618,D_PHS,,AT,7.846,stInflow
h4618,D_PHS,,CH,10.39,stInflow
h4618,D_PHS,Germany_,,5.9551,stInflow
h4618,D_PHS,,FR,12.716,stInflow
h4618,D_PHS,,IT,15.102,stInflow
h4618,D_PHS,,NO,24.7,stInflow
h4618,D_PHS,,SE,4.98,stInflow
h4619,D_PHS,,AT,7.846,stInflow
h4619,D_PHS,,CH,10.39,stInflow
h4619,D_PHS,Germany_,,5.9551,stInflow
h4619,D_PHS,,FR,12.716,stInflow
h4619,D_PHS,,IT,15.102,stInflow
h4619,D_PHS,,NO,24.7,stInflow
h4619,D_PHS,,SE,4.98,stInflow
h4620,D_PHS,,AT,7.846,stInflow
h4620,D_PHS,,CH,10.39,stInflow
h4620,D_PHS,Germany_,,5.9551,stInflow
h4620,D_PHS,,FR,12.716,stInflow
h4620,D_PHS,,IT,15.102,stInflow
h4620,D_PHS,,NO,24.7,stInflow
h4620,D_PHS,,SE,4.98,stInflow
h4621,D_PHS,,AT,7.846,stInflow
h4621,D_PHS,,CH,10.39,stInflow
h4621,D_PHS,Germany_,,5.9551,stInflow
h4621,D_PHS,,FR,12.716,stInflow
h4621,D_PHS,,IT,15.102,stInflow
h4621,D_PHS,,NO,24.7,stInflow
h4621,D_PHS,,SE,4.98,stInflow
h4622,D_PHS,,AT,7.846,stInflow
h4622,D_PHS,,CH,10.39,stInflow
h4622,D_PHS,Germany_,,5.9551,stInflow
h4622,D_PHS,,FR,12.716,stInflow
h4622,D_PHS,,IT,15.102,stInflow
h4622,D_PHS,,NO,24.7,stInflow
h4622,D_PHS,,SE,4.98,stInflow
h4623,D_PHS,,AT,7.846,stInflow
h4623,D_PHS,,CH,10.39,stInflow
h4623,D_PHS,Germany_,,5.9551,stInflow
h4623,D_PHS,,FR,12.716,stInflow
h4623,D_PHS,,IT,15.102,stInflow
h4623,D_PHS,,NO,24.7,stInflow
h4623,D_PHS,,SE,4.98,stInflow
h4624,D_PHS,,AT,7.846,stInflow
h4624,D_PHS,,CH,10.39,stInflow
h4624,D_PHS,Germany_,,5.9551,stInflow
h4624,D_PHS,,FR,12.716,stInflow
h4624,D_PHS,,IT,15.102,stInflow
h4624,D_PHS,,NO,24.7,stInflow
h4624,D_PHS,,SE,4.98,stInflow
h4625,D_PHS,,AT,7.846,stInflow
h4625,D_PHS,,CH,10.39,stInflow
h4625,D_PHS,Germany_,,5.9551,stInflow
h4625,D_PHS,,FR,12.716,stInflow
h4625,D_PHS,,IT,15.102,stInflow
h4625,D_PHS,,NO,24.7,stInflow
h4625,D_PHS,,SE,4.98,stInflow
h4626,D_PHS,,AT,7.846,stInflow
h4626,D_PHS,,CH,10.39,stInflow
h4626,D_PHS,Germany_,,5.9551,stInflow
h4626,D_PHS,,FR,12.716,stInflow
h4626,D_PHS,,IT,15.102,stInflow
h4626,D_PHS,,NO,24.7,stInflow
h4626,D_PHS,,SE,4.98,stInflow
h4627,D_PHS,,AT,7.846,stInflow
h4627,D_PHS,,CH,10.39,stInflow
h4627,D_PHS,Germany_,,5.9551,stInflow
h4627,D_PHS,,FR,12.716,stInflow
h4627,D_PHS,,IT,15.102,stInflow
h4627,D_PHS,,NO,24.7,stInflow
h4627,D_PHS,,SE,4.98,stInflow
h4628,D_PHS,,AT,7.846,stInflow
h4628,D_PHS,,CH,10.39,stInflow
h4628,D_PHS,Germany_,,5.9551,stInflow
h4628,D_PHS,,FR,12.716,stInflow
h4628,D_PHS,,IT,15.102,stInflow
h4628,D_PHS,,NO,24.7,stInflow
h4628,D_PHS,,SE,4.98,stInflow
h4629,D_PHS,,AT,7.846,stInflow
h4629,D_PHS,,CH,10.39,stInflow
h4629,D_PHS,Germany_,,5.9551,stInflow
h4629,D_PHS,,FR,12.716,stInflow
h4629,D_PHS,,IT,15.102,stInflow
h4629,D_PHS,,NO,24.7,stInflow
h4629,D_PHS,,SE,4.98,stInflow
h4630,D_PHS,,AT,7.846,stInflow
h4630,D_PHS,,CH,10.39,stInflow
h4630,D_PHS,Germany_,,5.9551,stInflow
h4630,D_PHS,,FR,12.716,stInflow
h4630,D_PHS,,IT,15.102,stInflow
h4630,D_PHS,,NO,24.7,stInflow
h4630,D_PHS,,SE,4.98,stInflow
h4631,D_PHS,,AT,7.846,stInflow
h4631,D_PHS,,CH,10.39,stInflow
h4631,D_PHS,Germany_,,5.9551,stInflow
h4631,D_PHS,,FR,12.716,stInflow
h4631,D_PHS,,IT,15.102,stInflow
h4631,D_PHS,,NO,24.7,stInflow
h4631,D_PHS,,SE,4.98,stInflow
h4632,D_PHS,,AT,7.846,stInflow
h4632,D_PHS,,CH,10.39,stInflow
h4632,D_PHS,Germany_,,5.9551,stInflow
h4632,D_PHS,,FR,12.716,stInflow
h4632,D_PHS,,IT,15.102,stInflow
h4632,D_PHS,,NO,24.7,stInflow
h4632,D_PHS,,SE,4.98,stInflow
h4633,D_PHS,,AT,7.846,stInflow
h4633,D_PHS,,CH,10.39,stInflow
h4633,D_PHS,Germany_,,5.9551,stInflow
h4633,D_PHS,,FR,12.716,stInflow
h4633,D_PHS,,IT,15.102,stInflow
h4633,D_PHS,,NO,24.7,stInflow
h4633,D_PHS,,SE,4.98,stInflow
h4634,D_PHS,,AT,7.846,stInflow
h4634,D_PHS,,CH,10.39,stInflow
h4634,D_PHS,Germany_,,5.9551,stInflow
h4634,D_PHS,,FR,12.716,stInflow
h4634,D_PHS,,IT,15.102,stInflow
h4634,D_PHS,,NO,24.7,stInflow
h4634,D_PHS,,SE,4.98,stInflow
h4635,D_PHS,,AT,7.846,stInflow
h4635,D_PHS,,CH,10.39,stInflow
h4635,D_PHS,Germany_,,5.9551,stInflow
h4635,D_PHS,,FR,12.716,stInflow
h4635,D_PHS,,IT,15.102,stInflow
h4635,D_PHS,,NO,24.7,stInflow
h4635,D_PHS,,SE,4.98,stInflow
h4636,D_PHS,,AT,7.846,stInflow
h4636,D_PHS,,CH,10.39,stInflow
h4636,D_PHS,Germany_,,5.9551,stInflow
h4636,D_PHS,,FR,12.716,stInflow
h4636,D_PHS,,IT,15.102,stInflow
h4636,D_PHS,,NO,24.7,stInflow
h4636,D_PHS,,SE,4.98,stInflow
h4637,D_PHS,,AT,7.846,stInflow
h4637,D_PHS,,CH,10.39,stInflow
h4637,D_PHS,Germany_,,5.9551,stInflow
h4637,D_PHS,,FR,12.716,stInflow
h4637,D_PHS,,IT,15.102,stInflow
h4637,D_PHS,,NO,24.7,stInflow
h4637,D_PHS,,SE,4.98,stInflow
h4638,D_PHS,,AT,7.846,stInflow
h4638,D_PHS,,CH,10.39,stInflow
h4638,D_PHS,Germany_,,5.9551,stInflow
h4638,D_PHS,,FR,12.716,stInflow
h4638,D_PHS,,IT,15.102,stInflow
h4638,D_PHS,,NO,24.7,stInflow
h4638,D_PHS,,SE,4.98,stInflow
h4639,D_PHS,,AT,7.846,stInflow
h4639,D_PHS,,CH,10.39,stInflow
h4639,D_PHS,Germany_,,5.9551,stInflow
h4639,D_PHS,,FR,12.716,stInflow
h4639,D_PHS,,IT,15.102,stInflow
h4639,D_PHS,,NO,24.7,stInflow
h4639,D_PHS,,SE,4.98,stInflow
h4640,D_PHS,,AT,7.846,stInflow
h4640,D_PHS,,CH,10.39,stInflow
h4640,D_PHS,Germany_,,5.9551,stInflow
h4640,D_PHS,,FR,12.716,stInflow
h4640,D_PHS,,IT,15.102,stInflow
h4640,D_PHS,,NO,24.7,stInflow
h4640,D_PHS,,SE,4.98,stInflow
h4641,D_PHS,,AT,7.846,stInflow
h4641,D_PHS,,CH,10.39,stInflow
h4641,D_PHS,Germany_,,5.9551,stInflow
h4641,D_PHS,,FR,12.716,stInflow
h4641,D_PHS,,IT,15.102,stInflow
h4641,D_PHS,,NO,24.7,stInflow
h4641,D_PHS,,SE,4.98,stInflow
h4642,D_PHS,,AT,7.846,stInflow
h4642,D_PHS,,CH,10.39,stInflow
h4642,D_PHS,Germany_,,5.9551,stInflow
h4642,D_PHS,,FR,12.716,stInflow
h4642,D_PHS,,IT,15.102,stInflow
h4642,D_PHS,,NO,24.7,stInflow
h4642,D_PHS,,SE,4.98,stInflow
h4643,D_PHS,,AT,7.846,stInflow
h4643,D_PHS,,CH,10.39,stInflow
h4643,D_PHS,Germany_,,5.9551,stInflow
h4643,D_PHS,,FR,12.716,stInflow
h4643,D_PHS,,IT,15.102,stInflow
h4643,D_PHS,,NO,24.7,stInflow
h4643,D_PHS,,SE,4.98,stInflow
h4644,D_PHS,,AT,7.846,stInflow
h4644,D_PHS,,CH,10.39,stInflow
h4644,D_PHS,Germany_,,5.9551,stInflow
h4644,D_PHS,,FR,12.716,stInflow
h4644,D_PHS,,IT,15.102,stInflow
h4644,D_PHS,,NO,24.7,stInflow
h4644,D_PHS,,SE,4.98,stInflow
h4645,D_PHS,,AT,7.846,stInflow
h4645,D_PHS,,CH,10.39,stInflow
h4645,D_PHS,Germany_,,5.9551,stInflow
h4645,D_PHS,,FR,12.716,stInflow
h4645,D_PHS,,IT,15.102,stInflow
h4645,D_PHS,,NO,24.7,stInflow
h4645,D_PHS,,SE,4.98,stInflow
h4646,D_PHS,,AT,7.846,stInflow
h4646,D_PHS,,CH,10.39,stInflow
h4646,D_PHS,Germany_,,5.9551,stInflow
h4646,D_PHS,,FR,12.716,stInflow
h4646,D_PHS,,IT,15.102,stInflow
h4646,D_PHS,,NO,24.7,stInflow
h4646,D_PHS,,SE,4.98,stInflow
h4647,D_PHS,,AT,7.846,stInflow
h4647,D_PHS,,CH,10.39,stInflow
h4647,D_PHS,Germany_,,5.9551,stInflow
h4647,D_PHS,,FR,12.716,stInflow
h4647,D_PHS,,IT,15.102,stInflow
h4647,D_PHS,,NO,24.7,stInflow
h4647,D_PHS,,SE,4.98,stInflow
h4648,D_PHS,,AT,7.846,stInflow
h4648,D_PHS,,CH,10.39,stInflow
h4648,D_PHS,Germany_,,5.9551,stInflow
h4648,D_PHS,,FR,12.716,stInflow
h4648,D_PHS,,IT,15.102,stInflow
h4648,D_PHS,,NO,24.7,stInflow
h4648,D_PHS,,SE,4.98,stInflow
h4649,D_PHS,,AT,7.846,stInflow
h4649,D_PHS,,CH,10.39,stInflow
h4649,D_PHS,Germany_,,5.9551,stInflow
h4649,D_PHS,,FR,12.716,stInflow
h4649,D_PHS,,IT,15.102,stInflow
h4649,D_PHS,,NO,24.7,stInflow
h4649,D_PHS,,SE,4.98,stInflow
h4650,D_PHS,,AT,7.846,stInflow
h4650,D_PHS,,CH,10.39,stInflow
h4650,D_PHS,Germany_,,5.9551,stInflow
h4650,D_PHS,,FR,12.716,stInflow
h4650,D_PHS,,IT,15.102,stInflow
h4650,D_PHS,,NO,24.7,stInflow
h4650,D_PHS,,SE,4.98,stInflow
h4651,D_PHS,,AT,7.846,stInflow
h4651,D_PHS,,CH,10.39,stInflow
h4651,D_PHS,Germany_,,5.9551,stInflow
h4651,D_PHS,,FR,12.716,stInflow
h4651,D_PHS,,IT,15.102,stInflow
h4651,D_PHS,,NO,24.7,stInflow
h4651,D_PHS,,SE,4.98,stInflow
h4652,D_PHS,,AT,7.846,stInflow
h4652,D_PHS,,CH,10.39,stInflow
h4652,D_PHS,Germany_,,5.9551,stInflow
h4652,D_PHS,,FR,12.716,stInflow
h4652,D_PHS,,IT,15.102,stInflow
h4652,D_PHS,,NO,24.7,stInflow
h4652,D_PHS,,SE,4.98,stInflow
h4653,D_PHS,,AT,7.846,stInflow
h4653,D_PHS,,CH,10.39,stInflow
h4653,D_PHS,Germany_,,5.9551,stInflow
h4653,D_PHS,,FR,12.716,stInflow
h4653,D_PHS,,IT,15.102,stInflow
h4653,D_PHS,,NO,24.7,stInflow
h4653,D_PHS,,SE,4.98,stInflow
h4654,D_PHS,,AT,7.846,stInflow
h4654,D_PHS,,CH,10.39,stInflow
h4654,D_PHS,Germany_,,5.9551,stInflow
h4654,D_PHS,,FR,12.716,stInflow
h4654,D_PHS,,IT,15.102,stInflow
h4654,D_PHS,,NO,24.7,stInflow
h4654,D_PHS,,SE,4.98,stInflow
h4655,D_PHS,,AT,7.846,stInflow
h4655,D_PHS,,CH,10.39,stInflow
h4655,D_PHS,Germany_,,5.9551,stInflow
h4655,D_PHS,,FR,12.716,stInflow
h4655,D_PHS,,IT,15.102,stInflow
h4655,D_PHS,,NO,24.7,stInflow
h4655,D_PHS,,SE,4.98,stInflow
h4656,D_PHS,,AT,7.846,stInflow
h4656,D_PHS,,CH,10.39,stInflow
h4656,D_PHS,Germany_,,5.9551,stInflow
h4656,D_PHS,,FR,12.716,stInflow
h4656,D_PHS,,IT,15.102,stInflow
h4656,D_PHS,,NO,24.7,stInflow
h4656,D_PHS,,SE,4.98,stInflow
h4657,D_PHS,,AT,7.846,stInflow
h4657,D_PHS,,CH,10.39,stInflow
h4657,D_PHS,Germany_,,5.9551,stInflow
h4657,D_PHS,,FR,12.716,stInflow
h4657,D_PHS,,IT,15.102,stInflow
h4657,D_PHS,,NO,24.7,stInflow
h4657,D_PHS,,SE,4.98,stInflow
h4658,D_PHS,,AT,7.846,stInflow
h4658,D_PHS,,CH,10.39,stInflow
h4658,D_PHS,Germany_,,5.9551,stInflow
h4658,D_PHS,,FR,12.716,stInflow
h4658,D_PHS,,IT,15.102,stInflow
h4658,D_PHS,,NO,24.7,stInflow
h4658,D_PHS,,SE,4.98,stInflow
h4659,D_PHS,,AT,7.846,stInflow
h4659,D_PHS,,CH,10.39,stInflow
h4659,D_PHS,Germany_,,5.9551,stInflow
h4659,D_PHS,,FR,12.716,stInflow
h4659,D_PHS,,IT,15.102,stInflow
h4659,D_PHS,,NO,24.7,stInflow
h4659,D_PHS,,SE,4.98,stInflow
h4660,D_PHS,,AT,7.846,stInflow
h4660,D_PHS,,CH,10.39,stInflow
h4660,D_PHS,Germany_,,5.9551,stInflow
h4660,D_PHS,,FR,12.716,stInflow
h4660,D_PHS,,IT,15.102,stInflow
h4660,D_PHS,,NO,24.7,stInflow
h4660,D_PHS,,SE,4.98,stInflow
h4661,D_PHS,,AT,7.846,stInflow
h4661,D_PHS,,CH,10.39,stInflow
h4661,D_PHS,Germany_,,5.9551,stInflow
h4661,D_PHS,,FR,12.716,stInflow
h4661,D_PHS,,IT,15.102,stInflow
h4661,D_PHS,,NO,24.7,stInflow
h4661,D_PHS,,SE,4.98,stInflow
h4662,D_PHS,,AT,7.846,stInflow
h4662,D_PHS,,CH,10.39,stInflow
h4662,D_PHS,Germany_,,5.9551,stInflow
h4662,D_PHS,,FR,12.716,stInflow
h4662,D_PHS,,IT,15.102,stInflow
h4662,D_PHS,,NO,24.7,stInflow
h4662,D_PHS,,SE,4.98,stInflow
h4663,D_PHS,,AT,7.846,stInflow
h4663,D_PHS,,CH,10.39,stInflow
h4663,D_PHS,Germany_,,5.9551,stInflow
h4663,D_PHS,,FR,12.716,stInflow
h4663,D_PHS,,IT,15.102,stInflow
h4663,D_PHS,,NO,24.7,stInflow
h4663,D_PHS,,SE,4.98,stInflow
h4664,D_PHS,,AT,7.846,stInflow
h4664,D_PHS,,CH,10.39,stInflow
h4664,D_PHS,Germany_,,5.9551,stInflow
h4664,D_PHS,,FR,12.716,stInflow
h4664,D_PHS,,IT,15.102,stInflow
h4664,D_PHS,,NO,24.7,stInflow
h4664,D_PHS,,SE,4.98,stInflow
h4665,D_PHS,,AT,7.846,stInflow
h4665,D_PHS,,CH,10.39,stInflow
h4665,D_PHS,Germany_,,5.9551,stInflow
h4665,D_PHS,,FR,12.716,stInflow
h4665,D_PHS,,IT,15.102,stInflow
h4665,D_PHS,,NO,24.7,stInflow
h4665,D_PHS,,SE,4.98,stInflow
h4666,D_PHS,,AT,7.846,stInflow
h4666,D_PHS,,CH,10.39,stInflow
h4666,D_PHS,Germany_,,5.9551,stInflow
h4666,D_PHS,,FR,12.716,stInflow
h4666,D_PHS,,IT,15.102,stInflow
h4666,D_PHS,,NO,24.7,stInflow
h4666,D_PHS,,SE,4.98,stInflow
h4667,D_PHS,,AT,7.846,stInflow
h4667,D_PHS,,CH,10.39,stInflow
h4667,D_PHS,Germany_,,5.9551,stInflow
h4667,D_PHS,,FR,12.716,stInflow
h4667,D_PHS,,IT,15.102,stInflow
h4667,D_PHS,,NO,24.7,stInflow
h4667,D_PHS,,SE,4.98,stInflow
h4668,D_PHS,,AT,7.846,stInflow
h4668,D_PHS,,CH,10.39,stInflow
h4668,D_PHS,Germany_,,5.9551,stInflow
h4668,D_PHS,,FR,12.716,stInflow
h4668,D_PHS,,IT,15.102,stInflow
h4668,D_PHS,,NO,24.7,stInflow
h4668,D_PHS,,SE,4.98,stInflow
h4669,D_PHS,,AT,7.846,stInflow
h4669,D_PHS,,CH,10.39,stInflow
h4669,D_PHS,Germany_,,5.9551,stInflow
h4669,D_PHS,,FR,12.716,stInflow
h4669,D_PHS,,IT,15.102,stInflow
h4669,D_PHS,,NO,24.7,stInflow
h4669,D_PHS,,SE,4.98,stInflow
h4670,D_PHS,,AT,7.846,stInflow
h4670,D_PHS,,CH,10.39,stInflow
h4670,D_PHS,Germany_,,5.9551,stInflow
h4670,D_PHS,,FR,12.716,stInflow
h4670,D_PHS,,IT,15.102,stInflow
h4670,D_PHS,,NO,24.7,stInflow
h4670,D_PHS,,SE,4.98,stInflow
h4671,D_PHS,,AT,7.846,stInflow
h4671,D_PHS,,CH,10.39,stInflow
