timestep_3,technology_1,region_2,region_3,value,parameter
h4671,D_PHS,Germany_,,5.9551,stInflow
h4671,D_PHS,,FR,12.716,stInflow
h4671,D_PHS,,IT,15.102,stInflow
h4671,D_PHS,,NO,24.7,stInflow
h4671,D_PHS,,SE,4.98,stInflow
h4672,D_PHS,,AT,7.846,stInflow
h4672,D_PHS,,CH,10.39,stInflow
h4672,D_PHS,Germany_,,5.9551,stInflow
h4672,D_PHS,,FR,12.716,stInflow
h4672,D_PHS,,IT,15.102,stInflow
h4672,D_PHS,,NO,24.7,stInflow
h4672,D_PHS,,SE,4.98,stInflow
h4673,D_PHS,,AT,7.846,stInflow
h4673,D_PHS,,CH,10.39,stInflow
h4673,D_PHS,Germany_,,5.9551,stInflow
h4673,D_PHS,,FR,12.716,stInflow
h4673,D_PHS,,IT,15.102,stInflow
h4673,D_PHS,,NO,24.7,stInflow
h4673,D_PHS,,SE,4.98,stInflow
h4674,D_PHS,,AT,7.846,stInflow
h4674,D_PHS,,CH,10.39,stInflow
h4674,D_PHS,Germany_,,5.9551,stInflow
h4674,D_PHS,,FR,12.716,stInflow
h4674,D_PHS,,IT,15.102,stInflow
h4674,D_PHS,,NO,24.7,stInflow
h4674,D_PHS,,SE,4.98,stInflow
h4675,D_PHS,,AT,7.846,stInflow
h4675,D_PHS,,CH,10.39,stInflow
h4675,D_PHS,Germany_,,5.9551,stInflow
h4675,D_PHS,,FR,12.716,stInflow
h4675,D_PHS,,IT,15.102,stInflow
h4675,D_PHS,,NO,24.7,stInflow
h4675,D_PHS,,SE,4.98,stInflow
h4676,D_PHS,,AT,7.846,stInflow
h4676,D_PHS,,CH,10.39,stInflow
h4676,D_PHS,Germany_,,5.9551,stInflow
h4676,D_PHS,,FR,12.716,stInflow
h4676,D_PHS,,IT,15.102,stInflow
h4676,D_PHS,,NO,24.7,stInflow
h4676,D_PHS,,SE,4.98,stInflow
h4677,D_PHS,,AT,7.846,stInflow
h4677,D_PHS,,CH,10.39,stInflow
h4677,D_PHS,Germany_,,5.9551,stInflow
h4677,D_PHS,,FR,12.716,stInflow
h4677,D_PHS,,IT,15.102,stInflow
h4677,D_PHS,,NO,24.7,stInflow
h4677,D_PHS,,SE,4.98,stInflow
h4678,D_PHS,,AT,7.846,stInflow
h4678,D_PHS,,CH,10.39,stInflow
h4678,D_PHS,Germany_,,5.9551,stInflow
h4678,D_PHS,,FR,12.716,stInflow
h4678,D_PHS,,IT,15.102,stInflow
h4678,D_PHS,,NO,24.7,stInflow
h4678,D_PHS,,SE,4.98,stInflow
h4679,D_PHS,,AT,7.846,stInflow
h4679,D_PHS,,CH,10.39,stInflow
h4679,D_PHS,Germany_,,5.9551,stInflow
h4679,D_PHS,,FR,12.716,stInflow
h4679,D_PHS,,IT,15.102,stInflow
h4679,D_PHS,,NO,24.7,stInflow
h4679,D_PHS,,SE,4.98,stInflow
h4680,D_PHS,,AT,7.846,stInflow
h4680,D_PHS,,CH,10.39,stInflow
h4680,D_PHS,Germany_,,5.9551,stInflow
h4680,D_PHS,,FR,12.716,stInflow
h4680,D_PHS,,IT,15.102,stInflow
h4680,D_PHS,,NO,24.7,stInflow
h4680,D_PHS,,SE,4.98,stInflow
h4681,D_PHS,,AT,7.846,stInflow
h4681,D_PHS,,CH,10.39,stInflow
h4681,D_PHS,Germany_,,5.9551,stInflow
h4681,D_PHS,,FR,12.716,stInflow
h4681,D_PHS,,IT,15.102,stInflow
h4681,D_PHS,,NO,24.7,stInflow
h4681,D_PHS,,SE,4.98,stInflow
h4682,D_PHS,,AT,7.846,stInflow
h4682,D_PHS,,CH,10.39,stInflow
h4682,D_PHS,Germany_,,5.9551,stInflow
h4682,D_PHS,,FR,12.716,stInflow
h4682,D_PHS,,IT,15.102,stInflow
h4682,D_PHS,,NO,24.7,stInflow
h4682,D_PHS,,SE,4.98,stInflow
h4683,D_PHS,,AT,7.846,stInflow
h4683,D_PHS,,CH,10.39,stInflow
h4683,D_PHS,Germany_,,5.9551,stInflow
h4683,D_PHS,,FR,12.716,stInflow
h4683,D_PHS,,IT,15.102,stInflow
h4683,D_PHS,,NO,24.7,stInflow
h4683,D_PHS,,SE,4.98,stInflow
h4684,D_PHS,,AT,7.846,stInflow
h4684,D_PHS,,CH,10.39,stInflow
h4684,D_PHS,Germany_,,5.9551,stInflow
h4684,D_PHS,,FR,12.716,stInflow
h4684,D_PHS,,IT,15.102,stInflow
h4684,D_PHS,,NO,24.7,stInflow
h4684,D_PHS,,SE,4.98,stInflow
h4685,D_PHS,,AT,7.846,stInflow
h4685,D_PHS,,CH,10.39,stInflow
h4685,D_PHS,Germany_,,5.9551,stInflow
h4685,D_PHS,,FR,12.716,stInflow
h4685,D_PHS,,IT,15.102,stInflow
h4685,D_PHS,,NO,24.7,stInflow
h4685,D_PHS,,SE,4.98,stInflow
h4686,D_PHS,,AT,7.846,stInflow
h4686,D_PHS,,CH,10.39,stInflow
h4686,D_PHS,Germany_,,5.9551,stInflow
h4686,D_PHS,,FR,12.716,stInflow
h4686,D_PHS,,IT,15.102,stInflow
h4686,D_PHS,,NO,24.7,stInflow
h4686,D_PHS,,SE,4.98,stInflow
h4687,D_PHS,,AT,7.846,stInflow
h4687,D_PHS,,CH,10.39,stInflow
h4687,D_PHS,Germany_,,5.9551,stInflow
h4687,D_PHS,,FR,12.716,stInflow
h4687,D_PHS,,IT,15.102,stInflow
h4687,D_PHS,,NO,24.7,stInflow
h4687,D_PHS,,SE,4.98,stInflow
h4688,D_PHS,,AT,7.846,stInflow
h4688,D_PHS,,CH,10.39,stInflow
h4688,D_PHS,Germany_,,5.9551,stInflow
h4688,D_PHS,,FR,12.716,stInflow
h4688,D_PHS,,IT,15.102,stInflow
h4688,D_PHS,,NO,24.7,stInflow
h4688,D_PHS,,SE,4.98,stInflow
h4689,D_PHS,,AT,7.846,stInflow
h4689,D_PHS,,CH,10.39,stInflow
h4689,D_PHS,Germany_,,5.9551,stInflow
h4689,D_PHS,,FR,12.716,stInflow
h4689,D_PHS,,IT,15.102,stInflow
h4689,D_PHS,,NO,24.7,stInflow
h4689,D_PHS,,SE,4.98,stInflow
h4690,D_PHS,,AT,7.846,stInflow
h4690,D_PHS,,CH,10.39,stInflow
h4690,D_PHS,Germany_,,5.9551,stInflow
h4690,D_PHS,,FR,12.716,stInflow
h4690,D_PHS,,IT,15.102,stInflow
h4690,D_PHS,,NO,24.7,stInflow
h4690,D_PHS,,SE,4.98,stInflow
h4691,D_PHS,,AT,7.846,stInflow
h4691,D_PHS,,CH,10.39,stInflow
h4691,D_PHS,Germany_,,5.9551,stInflow
h4691,D_PHS,,FR,12.716,stInflow
h4691,D_PHS,,IT,15.102,stInflow
h4691,D_PHS,,NO,24.7,stInflow
h4691,D_PHS,,SE,4.98,stInflow
h4692,D_PHS,,AT,7.846,stInflow
h4692,D_PHS,,CH,10.39,stInflow
h4692,D_PHS,Germany_,,5.9551,stInflow
h4692,D_PHS,,FR,12.716,stInflow
h4692,D_PHS,,IT,15.102,stInflow
h4692,D_PHS,,NO,24.7,stInflow
h4692,D_PHS,,SE,4.98,stInflow
h4693,D_PHS,,AT,7.846,stInflow
h4693,D_PHS,,CH,10.39,stInflow
h4693,D_PHS,Germany_,,5.9551,stInflow
h4693,D_PHS,,FR,12.716,stInflow
h4693,D_PHS,,IT,15.102,stInflow
h4693,D_PHS,,NO,24.7,stInflow
h4693,D_PHS,,SE,4.98,stInflow
h4694,D_PHS,,AT,7.846,stInflow
h4694,D_PHS,,CH,10.39,stInflow
h4694,D_PHS,Germany_,,5.9551,stInflow
h4694,D_PHS,,FR,12.716,stInflow
h4694,D_PHS,,IT,15.102,stInflow
h4694,D_PHS,,NO,24.7,stInflow
h4694,D_PHS,,SE,4.98,stInflow
h4695,D_PHS,,AT,7.846,stInflow
h4695,D_PHS,,CH,10.39,stInflow
h4695,D_PHS,Germany_,,5.9551,stInflow
h4695,D_PHS,,FR,12.716,stInflow
h4695,D_PHS,,IT,15.102,stInflow
h4695,D_PHS,,NO,24.7,stInflow
h4695,D_PHS,,SE,4.98,stInflow
h4696,D_PHS,,AT,7.846,stInflow
h4696,D_PHS,,CH,10.39,stInflow
h4696,D_PHS,Germany_,,5.9551,stInflow
h4696,D_PHS,,FR,12.716,stInflow
h4696,D_PHS,,IT,15.102,stInflow
h4696,D_PHS,,NO,24.7,stInflow
h4696,D_PHS,,SE,4.98,stInflow
h4697,D_PHS,,AT,7.846,stInflow
h4697,D_PHS,,CH,10.39,stInflow
h4697,D_PHS,Germany_,,5.9551,stInflow
h4697,D_PHS,,FR,12.716,stInflow
h4697,D_PHS,,IT,15.102,stInflow
h4697,D_PHS,,NO,24.7,stInflow
h4697,D_PHS,,SE,4.98,stInflow
h4698,D_PHS,,AT,7.846,stInflow
h4698,D_PHS,,CH,10.39,stInflow
h4698,D_PHS,Germany_,,5.9551,stInflow
h4698,D_PHS,,FR,12.716,stInflow
h4698,D_PHS,,IT,15.102,stInflow
h4698,D_PHS,,NO,24.7,stInflow
h4698,D_PHS,,SE,4.98,stInflow
h4699,D_PHS,,AT,7.846,stInflow
h4699,D_PHS,,CH,10.39,stInflow
h4699,D_PHS,Germany_,,5.9551,stInflow
h4699,D_PHS,,FR,12.716,stInflow
h4699,D_PHS,,IT,15.102,stInflow
h4699,D_PHS,,NO,24.7,stInflow
h4699,D_PHS,,SE,4.98,stInflow
h4700,D_PHS,,AT,7.846,stInflow
h4700,D_PHS,,CH,10.39,stInflow
h4700,D_PHS,Germany_,,5.9551,stInflow
h4700,D_PHS,,FR,12.716,stInflow
h4700,D_PHS,,IT,15.102,stInflow
h4700,D_PHS,,NO,24.7,stInflow
h4700,D_PHS,,SE,4.98,stInflow
h4701,D_PHS,,AT,7.846,stInflow
h4701,D_PHS,,CH,10.39,stInflow
h4701,D_PHS,Germany_,,5.9551,stInflow
h4701,D_PHS,,FR,12.716,stInflow
h4701,D_PHS,,IT,15.102,stInflow
h4701,D_PHS,,NO,24.7,stInflow
h4701,D_PHS,,SE,4.98,stInflow
h4702,D_PHS,,AT,7.846,stInflow
h4702,D_PHS,,CH,10.39,stInflow
h4702,D_PHS,Germany_,,5.9551,stInflow
h4702,D_PHS,,FR,12.716,stInflow
h4702,D_PHS,,IT,15.102,stInflow
h4702,D_PHS,,NO,24.7,stInflow
h4702,D_PHS,,SE,4.98,stInflow
h4703,D_PHS,,AT,7.846,stInflow
h4703,D_PHS,,CH,10.39,stInflow
h4703,D_PHS,Germany_,,5.9551,stInflow
h4703,D_PHS,,FR,12.716,stInflow
h4703,D_PHS,,IT,15.102,stInflow
h4703,D_PHS,,NO,24.7,stInflow
h4703,D_PHS,,SE,4.98,stInflow
h4704,D_PHS,,AT,7.846,stInflow
h4704,D_PHS,,CH,10.39,stInflow
h4704,D_PHS,Germany_,,5.9551,stInflow
h4704,D_PHS,,FR,12.716,stInflow
h4704,D_PHS,,IT,15.102,stInflow
h4704,D_PHS,,NO,24.7,stInflow
h4704,D_PHS,,SE,4.98,stInflow
h4705,D_PHS,,AT,7.846,stInflow
h4705,D_PHS,,CH,10.39,stInflow
h4705,D_PHS,Germany_,,5.9551,stInflow
h4705,D_PHS,,FR,12.716,stInflow
h4705,D_PHS,,IT,15.102,stInflow
h4705,D_PHS,,NO,24.7,stInflow
h4705,D_PHS,,SE,4.98,stInflow
h4706,D_PHS,,AT,7.846,stInflow
h4706,D_PHS,,CH,10.39,stInflow
h4706,D_PHS,Germany_,,5.9551,stInflow
h4706,D_PHS,,FR,12.716,stInflow
h4706,D_PHS,,IT,15.102,stInflow
h4706,D_PHS,,NO,24.7,stInflow
h4706,D_PHS,,SE,4.98,stInflow
h4707,D_PHS,,AT,7.846,stInflow
h4707,D_PHS,,CH,10.39,stInflow
h4707,D_PHS,Germany_,,5.9551,stInflow
h4707,D_PHS,,FR,12.716,stInflow
h4707,D_PHS,,IT,15.102,stInflow
h4707,D_PHS,,NO,24.7,stInflow
h4707,D_PHS,,SE,4.98,stInflow
h4708,D_PHS,,AT,7.846,stInflow
h4708,D_PHS,,CH,10.39,stInflow
h4708,D_PHS,Germany_,,5.9551,stInflow
h4708,D_PHS,,FR,12.716,stInflow
h4708,D_PHS,,IT,15.102,stInflow
h4708,D_PHS,,NO,24.7,stInflow
h4708,D_PHS,,SE,4.98,stInflow
h4709,D_PHS,,AT,7.846,stInflow
h4709,D_PHS,,CH,10.39,stInflow
h4709,D_PHS,Germany_,,5.9551,stInflow
h4709,D_PHS,,FR,12.716,stInflow
h4709,D_PHS,,IT,15.102,stInflow
h4709,D_PHS,,NO,24.7,stInflow
h4709,D_PHS,,SE,4.98,stInflow
h4710,D_PHS,,AT,7.846,stInflow
h4710,D_PHS,,CH,10.39,stInflow
h4710,D_PHS,Germany_,,5.9551,stInflow
h4710,D_PHS,,FR,12.716,stInflow
h4710,D_PHS,,IT,15.102,stInflow
h4710,D_PHS,,NO,24.7,stInflow
h4710,D_PHS,,SE,4.98,stInflow
h4711,D_PHS,,AT,7.846,stInflow
h4711,D_PHS,,CH,10.39,stInflow
h4711,D_PHS,Germany_,,5.9551,stInflow
h4711,D_PHS,,FR,12.716,stInflow
h4711,D_PHS,,IT,15.102,stInflow
h4711,D_PHS,,NO,24.7,stInflow
h4711,D_PHS,,SE,4.98,stInflow
h4712,D_PHS,,AT,7.846,stInflow
h4712,D_PHS,,CH,10.39,stInflow
h4712,D_PHS,Germany_,,5.9551,stInflow
h4712,D_PHS,,FR,12.716,stInflow
h4712,D_PHS,,IT,15.102,stInflow
h4712,D_PHS,,NO,24.7,stInflow
h4712,D_PHS,,SE,4.98,stInflow
h4713,D_PHS,,AT,7.846,stInflow
h4713,D_PHS,,CH,10.39,stInflow
h4713,D_PHS,Germany_,,5.9551,stInflow
h4713,D_PHS,,FR,12.716,stInflow
h4713,D_PHS,,IT,15.102,stInflow
h4713,D_PHS,,NO,24.7,stInflow
h4713,D_PHS,,SE,4.98,stInflow
h4714,D_PHS,,AT,7.846,stInflow
h4714,D_PHS,,CH,10.39,stInflow
h4714,D_PHS,Germany_,,5.9551,stInflow
h4714,D_PHS,,FR,12.716,stInflow
h4714,D_PHS,,IT,15.102,stInflow
h4714,D_PHS,,NO,24.7,stInflow
h4714,D_PHS,,SE,4.98,stInflow
h4715,D_PHS,,AT,7.846,stInflow
h4715,D_PHS,,CH,10.39,stInflow
h4715,D_PHS,Germany_,,5.9551,stInflow
h4715,D_PHS,,FR,12.716,stInflow
h4715,D_PHS,,IT,15.102,stInflow
h4715,D_PHS,,NO,24.7,stInflow
h4715,D_PHS,,SE,4.98,stInflow
h4716,D_PHS,,AT,7.846,stInflow
h4716,D_PHS,,CH,10.39,stInflow
h4716,D_PHS,Germany_,,5.9551,stInflow
h4716,D_PHS,,FR,12.716,stInflow
h4716,D_PHS,,IT,15.102,stInflow
h4716,D_PHS,,NO,24.7,stInflow
h4716,D_PHS,,SE,4.98,stInflow
h4717,D_PHS,,AT,7.846,stInflow
h4717,D_PHS,,CH,10.39,stInflow
h4717,D_PHS,Germany_,,5.9551,stInflow
h4717,D_PHS,,FR,12.716,stInflow
h4717,D_PHS,,IT,15.102,stInflow
h4717,D_PHS,,NO,24.7,stInflow
h4717,D_PHS,,SE,4.98,stInflow
h4718,D_PHS,,AT,7.846,stInflow
h4718,D_PHS,,CH,10.39,stInflow
h4718,D_PHS,Germany_,,5.9551,stInflow
h4718,D_PHS,,FR,12.716,stInflow
h4718,D_PHS,,IT,15.102,stInflow
h4718,D_PHS,,NO,24.7,stInflow
h4718,D_PHS,,SE,4.98,stInflow
h4719,D_PHS,,AT,7.846,stInflow
h4719,D_PHS,,CH,10.39,stInflow
h4719,D_PHS,Germany_,,5.9551,stInflow
h4719,D_PHS,,FR,12.716,stInflow
h4719,D_PHS,,IT,15.102,stInflow
h4719,D_PHS,,NO,24.7,stInflow
h4719,D_PHS,,SE,4.98,stInflow
h4720,D_PHS,,AT,7.846,stInflow
h4720,D_PHS,,CH,10.39,stInflow
h4720,D_PHS,Germany_,,5.9551,stInflow
h4720,D_PHS,,FR,12.716,stInflow
h4720,D_PHS,,IT,15.102,stInflow
h4720,D_PHS,,NO,24.7,stInflow
h4720,D_PHS,,SE,4.98,stInflow
h4721,D_PHS,,AT,7.846,stInflow
h4721,D_PHS,,CH,10.39,stInflow
h4721,D_PHS,Germany_,,5.9551,stInflow
h4721,D_PHS,,FR,12.716,stInflow
h4721,D_PHS,,IT,15.102,stInflow
h4721,D_PHS,,NO,24.7,stInflow
h4721,D_PHS,,SE,4.98,stInflow
h4722,D_PHS,,AT,7.846,stInflow
h4722,D_PHS,,CH,10.39,stInflow
h4722,D_PHS,Germany_,,5.9551,stInflow
h4722,D_PHS,,FR,12.716,stInflow
h4722,D_PHS,,IT,15.102,stInflow
h4722,D_PHS,,NO,24.7,stInflow
h4722,D_PHS,,SE,4.98,stInflow
h4723,D_PHS,,AT,7.846,stInflow
h4723,D_PHS,,CH,10.39,stInflow
h4723,D_PHS,Germany_,,5.9551,stInflow
h4723,D_PHS,,FR,12.716,stInflow
h4723,D_PHS,,IT,15.102,stInflow
h4723,D_PHS,,NO,24.7,stInflow
h4723,D_PHS,,SE,4.98,stInflow
h4724,D_PHS,,AT,7.846,stInflow
h4724,D_PHS,,CH,10.39,stInflow
h4724,D_PHS,Germany_,,5.9551,stInflow
h4724,D_PHS,,FR,12.716,stInflow
h4724,D_PHS,,IT,15.102,stInflow
h4724,D_PHS,,NO,24.7,stInflow
h4724,D_PHS,,SE,4.98,stInflow
h4725,D_PHS,,AT,7.846,stInflow
h4725,D_PHS,,CH,10.39,stInflow
h4725,D_PHS,Germany_,,5.9551,stInflow
h4725,D_PHS,,FR,12.716,stInflow
h4725,D_PHS,,IT,15.102,stInflow
h4725,D_PHS,,NO,24.7,stInflow
h4725,D_PHS,,SE,4.98,stInflow
h4726,D_PHS,,AT,7.846,stInflow
h4726,D_PHS,,CH,10.39,stInflow
h4726,D_PHS,Germany_,,5.9551,stInflow
h4726,D_PHS,,FR,12.716,stInflow
h4726,D_PHS,,IT,15.102,stInflow
h4726,D_PHS,,NO,24.7,stInflow
h4726,D_PHS,,SE,4.98,stInflow
h4727,D_PHS,,AT,7.846,stInflow
h4727,D_PHS,,CH,10.39,stInflow
h4727,D_PHS,Germany_,,5.9551,stInflow
h4727,D_PHS,,FR,12.716,stInflow
h4727,D_PHS,,IT,15.102,stInflow
h4727,D_PHS,,NO,24.7,stInflow
h4727,D_PHS,,SE,4.98,stInflow
h4728,D_PHS,,AT,7.846,stInflow
h4728,D_PHS,,CH,10.39,stInflow
h4728,D_PHS,Germany_,,5.9551,stInflow
h4728,D_PHS,,FR,12.716,stInflow
h4728,D_PHS,,IT,15.102,stInflow
h4728,D_PHS,,NO,24.7,stInflow
h4728,D_PHS,,SE,4.98,stInflow
h4729,D_PHS,,AT,7.846,stInflow
h4729,D_PHS,,CH,10.39,stInflow
h4729,D_PHS,Germany_,,5.9551,stInflow
h4729,D_PHS,,FR,12.716,stInflow
h4729,D_PHS,,IT,15.102,stInflow
h4729,D_PHS,,NO,24.7,stInflow
h4729,D_PHS,,SE,4.98,stInflow
h4730,D_PHS,,AT,7.846,stInflow
h4730,D_PHS,,CH,10.39,stInflow
h4730,D_PHS,Germany_,,5.9551,stInflow
h4730,D_PHS,,FR,12.716,stInflow
h4730,D_PHS,,IT,15.102,stInflow
h4730,D_PHS,,NO,24.7,stInflow
h4730,D_PHS,,SE,4.98,stInflow
h4731,D_PHS,,AT,7.846,stInflow
h4731,D_PHS,,CH,10.39,stInflow
h4731,D_PHS,Germany_,,5.9551,stInflow
h4731,D_PHS,,FR,12.716,stInflow
h4731,D_PHS,,IT,15.102,stInflow
h4731,D_PHS,,NO,24.7,stInflow
h4731,D_PHS,,SE,4.98,stInflow
h4732,D_PHS,,AT,7.846,stInflow
h4732,D_PHS,,CH,10.39,stInflow
h4732,D_PHS,Germany_,,5.9551,stInflow
h4732,D_PHS,,FR,12.716,stInflow
h4732,D_PHS,,IT,15.102,stInflow
h4732,D_PHS,,NO,24.7,stInflow
h4732,D_PHS,,SE,4.98,stInflow
h4733,D_PHS,,AT,7.846,stInflow
h4733,D_PHS,,CH,10.39,stInflow
h4733,D_PHS,Germany_,,5.9551,stInflow
h4733,D_PHS,,FR,12.716,stInflow
h4733,D_PHS,,IT,15.102,stInflow
h4733,D_PHS,,NO,24.7,stInflow
h4733,D_PHS,,SE,4.98,stInflow
h4734,D_PHS,,AT,7.846,stInflow
h4734,D_PHS,,CH,10.39,stInflow
h4734,D_PHS,Germany_,,5.9551,stInflow
h4734,D_PHS,,FR,12.716,stInflow
h4734,D_PHS,,IT,15.102,stInflow
h4734,D_PHS,,NO,24.7,stInflow
h4734,D_PHS,,SE,4.98,stInflow
h4735,D_PHS,,AT,7.846,stInflow
h4735,D_PHS,,CH,10.39,stInflow
h4735,D_PHS,Germany_,,5.9551,stInflow
h4735,D_PHS,,FR,12.716,stInflow
h4735,D_PHS,,IT,15.102,stInflow
h4735,D_PHS,,NO,24.7,stInflow
h4735,D_PHS,,SE,4.98,stInflow
h4736,D_PHS,,AT,7.846,stInflow
h4736,D_PHS,,CH,10.39,stInflow
h4736,D_PHS,Germany_,,5.9551,stInflow
h4736,D_PHS,,FR,12.716,stInflow
h4736,D_PHS,,IT,15.102,stInflow
h4736,D_PHS,,NO,24.7,stInflow
h4736,D_PHS,,SE,4.98,stInflow
h4737,D_PHS,,AT,7.846,stInflow
h4737,D_PHS,,CH,10.39,stInflow
h4737,D_PHS,Germany_,,5.9551,stInflow
h4737,D_PHS,,FR,12.716,stInflow
h4737,D_PHS,,IT,15.102,stInflow
h4737,D_PHS,,NO,24.7,stInflow
h4737,D_PHS,,SE,4.98,stInflow
h4738,D_PHS,,AT,7.846,stInflow
h4738,D_PHS,,CH,10.39,stInflow
h4738,D_PHS,Germany_,,5.9551,stInflow
h4738,D_PHS,,FR,12.716,stInflow
h4738,D_PHS,,IT,15.102,stInflow
h4738,D_PHS,,NO,24.7,stInflow
h4738,D_PHS,,SE,4.98,stInflow
h4739,D_PHS,,AT,7.846,stInflow
h4739,D_PHS,,CH,10.39,stInflow
h4739,D_PHS,Germany_,,5.9551,stInflow
h4739,D_PHS,,FR,12.716,stInflow
h4739,D_PHS,,IT,15.102,stInflow
h4739,D_PHS,,NO,24.7,stInflow
h4739,D_PHS,,SE,4.98,stInflow
h4740,D_PHS,,AT,7.846,stInflow
h4740,D_PHS,,CH,10.39,stInflow
h4740,D_PHS,Germany_,,5.9551,stInflow
h4740,D_PHS,,FR,12.716,stInflow
h4740,D_PHS,,IT,15.102,stInflow
h4740,D_PHS,,NO,24.7,stInflow
h4740,D_PHS,,SE,4.98,stInflow
h4741,D_PHS,,AT,7.846,stInflow
h4741,D_PHS,,CH,10.39,stInflow
h4741,D_PHS,Germany_,,5.9551,stInflow
h4741,D_PHS,,FR,12.716,stInflow
h4741,D_PHS,,IT,15.102,stInflow
h4741,D_PHS,,NO,24.7,stInflow
h4741,D_PHS,,SE,4.98,stInflow
h4742,D_PHS,,AT,7.846,stInflow
h4742,D_PHS,,CH,10.39,stInflow
h4742,D_PHS,Germany_,,5.9551,stInflow
h4742,D_PHS,,FR,12.716,stInflow
h4742,D_PHS,,IT,15.102,stInflow
h4742,D_PHS,,NO,24.7,stInflow
h4742,D_PHS,,SE,4.98,stInflow
h4743,D_PHS,,AT,7.846,stInflow
h4743,D_PHS,,CH,10.39,stInflow
h4743,D_PHS,Germany_,,5.9551,stInflow
h4743,D_PHS,,FR,12.716,stInflow
h4743,D_PHS,,IT,15.102,stInflow
h4743,D_PHS,,NO,24.7,stInflow
h4743,D_PHS,,SE,4.98,stInflow
h4744,D_PHS,,AT,7.846,stInflow
h4744,D_PHS,,CH,10.39,stInflow
h4744,D_PHS,Germany_,,5.9551,stInflow
h4744,D_PHS,,FR,12.716,stInflow
h4744,D_PHS,,IT,15.102,stInflow
h4744,D_PHS,,NO,24.7,stInflow
h4744,D_PHS,,SE,4.98,stInflow
h4745,D_PHS,,AT,7.846,stInflow
h4745,D_PHS,,CH,10.39,stInflow
h4745,D_PHS,Germany_,,5.9551,stInflow
h4745,D_PHS,,FR,12.716,stInflow
h4745,D_PHS,,IT,15.102,stInflow
h4745,D_PHS,,NO,24.7,stInflow
h4745,D_PHS,,SE,4.98,stInflow
h4746,D_PHS,,AT,7.846,stInflow
h4746,D_PHS,,CH,10.39,stInflow
h4746,D_PHS,Germany_,,5.9551,stInflow
h4746,D_PHS,,FR,12.716,stInflow
h4746,D_PHS,,IT,15.102,stInflow
h4746,D_PHS,,NO,24.7,stInflow
h4746,D_PHS,,SE,4.98,stInflow
h4747,D_PHS,,AT,7.846,stInflow
h4747,D_PHS,,CH,10.39,stInflow
h4747,D_PHS,Germany_,,5.9551,stInflow
h4747,D_PHS,,FR,12.716,stInflow
h4747,D_PHS,,IT,15.102,stInflow
h4747,D_PHS,,NO,24.7,stInflow
h4747,D_PHS,,SE,4.98,stInflow
h4748,D_PHS,,AT,7.846,stInflow
h4748,D_PHS,,CH,10.39,stInflow
h4748,D_PHS,Germany_,,5.9551,stInflow
h4748,D_PHS,,FR,12.716,stInflow
h4748,D_PHS,,IT,15.102,stInflow
h4748,D_PHS,,NO,24.7,stInflow
h4748,D_PHS,,SE,4.98,stInflow
h4749,D_PHS,,AT,7.846,stInflow
h4749,D_PHS,,CH,10.39,stInflow
h4749,D_PHS,Germany_,,5.9551,stInflow
h4749,D_PHS,,FR,12.716,stInflow
h4749,D_PHS,,IT,15.102,stInflow
h4749,D_PHS,,NO,24.7,stInflow
h4749,D_PHS,,SE,4.98,stInflow
h4750,D_PHS,,AT,7.846,stInflow
h4750,D_PHS,,CH,10.39,stInflow
h4750,D_PHS,Germany_,,5.9551,stInflow
h4750,D_PHS,,FR,12.716,stInflow
h4750,D_PHS,,IT,15.102,stInflow
h4750,D_PHS,,NO,24.7,stInflow
h4750,D_PHS,,SE,4.98,stInflow
h4751,D_PHS,,AT,7.846,stInflow
h4751,D_PHS,,CH,10.39,stInflow
h4751,D_PHS,Germany_,,5.9551,stInflow
h4751,D_PHS,,FR,12.716,stInflow
h4751,D_PHS,,IT,15.102,stInflow
h4751,D_PHS,,NO,24.7,stInflow
h4751,D_PHS,,SE,4.98,stInflow
h4752,D_PHS,,AT,7.846,stInflow
h4752,D_PHS,,CH,10.39,stInflow
h4752,D_PHS,Germany_,,5.9551,stInflow
h4752,D_PHS,,FR,12.716,stInflow
h4752,D_PHS,,IT,15.102,stInflow
h4752,D_PHS,,NO,24.7,stInflow
h4752,D_PHS,,SE,4.98,stInflow
h4753,D_PHS,,AT,7.846,stInflow
h4753,D_PHS,,CH,10.39,stInflow
h4753,D_PHS,Germany_,,5.9551,stInflow
h4753,D_PHS,,FR,12.716,stInflow
h4753,D_PHS,,IT,15.102,stInflow
h4753,D_PHS,,NO,24.7,stInflow
h4753,D_PHS,,SE,4.98,stInflow
h4754,D_PHS,,AT,7.846,stInflow
h4754,D_PHS,,CH,10.39,stInflow
h4754,D_PHS,Germany_,,5.9551,stInflow
h4754,D_PHS,,FR,12.716,stInflow
h4754,D_PHS,,IT,15.102,stInflow
h4754,D_PHS,,NO,24.7,stInflow
h4754,D_PHS,,SE,4.98,stInflow
h4755,D_PHS,,AT,7.846,stInflow
h4755,D_PHS,,CH,10.39,stInflow
h4755,D_PHS,Germany_,,5.9551,stInflow
h4755,D_PHS,,FR,12.716,stInflow
h4755,D_PHS,,IT,15.102,stInflow
h4755,D_PHS,,NO,24.7,stInflow
h4755,D_PHS,,SE,4.98,stInflow
h4756,D_PHS,,AT,7.846,stInflow
h4756,D_PHS,,CH,10.39,stInflow
h4756,D_PHS,Germany_,,5.9551,stInflow
