region_1,region_2,carrier_1,carrier_2,parameter,timestep_2,value
SE,SE,electricity,electricity_central,dem,d194,8.444541938666667
SI,SI,electricity,electricity_central,dem,d194,0.7549223868750001
SK,SK,electricity,electricity_central,dem,d194,1.666809479083333
UK,UK,electricity,electricity_central,dem,d194,26.107450562500006
EE,EE,electricity,electricity_central,dem,d194,0.5155676286666667
LT,LT,electricity,electricity_central,dem,d194,0.41252760325000004
LV,LV,electricity,electricity_central,dem,d194,0.49475654474999997
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d194,4.259927235166667
TR,TR,electricity,electricity_central,dem,d194,26.67472845916667
AT,AT,electricity,electricity_central,dem,d195,3.179510946958334
BE,BE,electricity,electricity_central,dem,d195,4.091199808791666
BG,BG,electricity,electricity_central,dem,d195,2.862111044958333
CH,CH,electricity,electricity_central,dem,d195,6.054081687833334
CZ,CZ,electricity,electricity_central,dem,d195,3.493716720041666
DK,DK,electricity,electricity_central,dem,d195,3.263679097916667
ES,ES,electricity,electricity_central,dem,d195,23.247819497916662
FI,FI,electricity,electricity_central,dem,d195,1.619065683375
FR,FR,electricity,electricity_central,dem,d195,37.894098141250005
GR,GR,electricity,electricity_central,dem,d195,6.024484506416667
HR,HR,electricity,electricity_central,dem,d195,1.8185455910833335
HU,HU,electricity,electricity_central,dem,d195,2.825191993083333
IE,IE,electricity,electricity_central,dem,d195,2.089286944541667
IT,IT,electricity,electricity_central,dem,d195,12.365217159166669
LU,LU,electricity,electricity_central,dem,d195,0.6944900548333334
NL,NL,electricity,electricity_central,dem,d195,6.021310739791666
NO,NO,electricity,electricity_central,dem,d195,7.390883667125
PL,PL,electricity,electricity_central,dem,d195,12.597226174583332
PT,PT,electricity,electricity_central,dem,d195,4.1841286063749985
RO,RO,electricity,electricity_central,dem,d195,4.213811999541666
SE,SE,electricity,electricity_central,dem,d195,8.36207385025
SI,SI,electricity,electricity_central,dem,d195,0.7672673492083336
SK,SK,electricity,electricity_central,dem,d195,1.6209024013333335
UK,UK,electricity,electricity_central,dem,d195,25.14448146375
EE,EE,electricity,electricity_central,dem,d195,0.4957666324999999
LT,LT,electricity,electricity_central,dem,d195,0.3935776886249999
LV,LV,electricity,electricity_central,dem,d195,0.4724666279583332
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d195,4.181596649
TR,TR,electricity,electricity_central,dem,d195,24.65420541916666
AT,AT,electricity,electricity_central,dem,d196,4.200728733041667
BE,BE,electricity,electricity_central,dem,d196,4.785617299541667
BG,BG,electricity,electricity_central,dem,d196,3.1221039273750004
CH,CH,electricity,electricity_central,dem,d196,7.2681788149583335
CZ,CZ,electricity,electricity_central,dem,d196,4.246382563666666
DK,DK,electricity,electricity_central,dem,d196,3.7642617835416665
ES,ES,electricity,electricity_central,dem,d196,28.398153291249997
FI,FI,electricity,electricity_central,dem,d196,1.7629661338750002
FR,FR,electricity,electricity_central,dem,d196,46.22174977791666
GR,GR,electricity,electricity_central,dem,d196,6.917226229
HR,HR,electricity,electricity_central,dem,d196,2.060221188208333
HU,HU,electricity,electricity_central,dem,d196,3.2373004507083336
IE,IE,electricity,electricity_central,dem,d196,2.4074258670416664
IT,IT,electricity,electricity_central,dem,d196,15.780761432083336
LU,LU,electricity,electricity_central,dem,d196,0.7880559808750002
NL,NL,electricity,electricity_central,dem,d196,7.410121900666668
NO,NO,electricity,electricity_central,dem,d196,8.00357640725
PL,PL,electricity,electricity_central,dem,d196,15.144294510833332
PT,PT,electricity,electricity_central,dem,d196,5.041068957833334
RO,RO,electricity,electricity_central,dem,d196,5.043678651916667
SE,SE,electricity,electricity_central,dem,d196,9.124871949208332
SI,SI,electricity,electricity_central,dem,d196,0.8639187516666668
SK,SK,electricity,electricity_central,dem,d196,1.8230210629583328
UK,UK,electricity,electricity_central,dem,d196,29.467289473333327
EE,EE,electricity,electricity_central,dem,d196,0.5675533055416667
LT,LT,electricity,electricity_central,dem,d196,0.44605691275
LV,LV,electricity,electricity_central,dem,d196,0.5432554844999999
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d196,4.397559073083333
TR,TR,electricity,electricity_central,dem,d196,28.30760311541667
AT,AT,electricity,electricity_central,dem,d197,4.2063138724166675
BE,BE,electricity,electricity_central,dem,d197,4.926163549083333
BG,BG,electricity,electricity_central,dem,d197,3.132009785375
CH,CH,electricity,electricity_central,dem,d197,7.4050834225000015
CZ,CZ,electricity,electricity_central,dem,d197,4.346623839375
DK,DK,electricity,electricity_central,dem,d197,3.78662345625
ES,ES,electricity,electricity_central,dem,d197,29.15249890708333
FI,FI,electricity,electricity_central,dem,d197,1.770326606666667
FR,FR,electricity,electricity_central,dem,d197,47.53888060833333
GR,GR,electricity,electricity_central,dem,d197,6.79592851675
HR,HR,electricity,electricity_central,dem,d197,2.064585139041666
HU,HU,electricity,electricity_central,dem,d197,3.299894945916666
IE,IE,electricity,electricity_central,dem,d197,2.482040640041667
IT,IT,electricity,electricity_central,dem,d197,16.69538273625
LU,LU,electricity,electricity_central,dem,d197,0.7931767277500001
NL,NL,electricity,electricity_central,dem,d197,7.532202959749998
NO,NO,electricity,electricity_central,dem,d197,8.156102121125
PL,PL,electricity,electricity_central,dem,d197,15.577507336250001
PT,PT,electricity,electricity_central,dem,d197,5.156250293625001
RO,RO,electricity,electricity_central,dem,d197,5.097155369375001
SE,SE,electricity,electricity_central,dem,d197,9.204612247416666
SI,SI,electricity,electricity_central,dem,d197,0.9016140685833332
SK,SK,electricity,electricity_central,dem,d197,1.8488565460416668
UK,UK,electricity,electricity_central,dem,d197,30.240076848749997
EE,EE,electricity,electricity_central,dem,d197,0.5787760199583333
LT,LT,electricity,electricity_central,dem,d197,0.44960280637499994
LV,LV,electricity,electricity_central,dem,d197,0.547695096875
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d197,4.442880562416667
TR,TR,electricity,electricity_central,dem,d197,27.811212309166667
AT,AT,electricity,electricity_central,dem,d198,4.269112636291667
BE,BE,electricity,electricity_central,dem,d198,4.893521113708334
BG,BG,electricity,electricity_central,dem,d198,3.1460430843333334
CH,CH,electricity,electricity_central,dem,d198,7.520526199500002
CZ,CZ,electricity,electricity_central,dem,d198,4.297844699083332
DK,DK,electricity,electricity_central,dem,d198,3.777388132291666
ES,ES,electricity,electricity_central,dem,d198,29.37553659875
FI,FI,electricity,electricity_central,dem,d198,1.7850383859166667
FR,FR,electricity,electricity_central,dem,d198,47.622456325833326
GR,GR,electricity,electricity_central,dem,d198,6.424530969041666
HR,HR,electricity,electricity_central,dem,d198,2.100675012375
HU,HU,electricity,electricity_central,dem,d198,3.3699200528749995
IE,IE,electricity,electricity_central,dem,d198,2.513007969833333
IT,IT,electricity,electricity_central,dem,d198,16.696880059583336
LU,LU,electricity,electricity_central,dem,d198,0.7116939672916667
NL,NL,electricity,electricity_central,dem,d198,7.565638557125001
NO,NO,electricity,electricity_central,dem,d198,8.008910336666666
PL,PL,electricity,electricity_central,dem,d198,15.809756557916666
PT,PT,electricity,electricity_central,dem,d198,5.217245876875
RO,RO,electricity,electricity_central,dem,d198,5.0835082644166665
SE,SE,electricity,electricity_central,dem,d198,9.037328901541667
SI,SI,electricity,electricity_central,dem,d198,0.902477708
SK,SK,electricity,electricity_central,dem,d198,1.855742607708333
UK,UK,electricity,electricity_central,dem,d198,30.539260978749994
EE,EE,electricity,electricity_central,dem,d198,0.5791307607916666
LT,LT,electricity,electricity_central,dem,d198,0.45229108841666665
LV,LV,electricity,electricity_central,dem,d198,0.5502670105000002
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d198,4.483138808208333
TR,TR,electricity,electricity_central,dem,d198,26.291329333333334
AT,AT,electricity,electricity_central,dem,d199,4.330481059500001
BE,BE,electricity,electricity_central,dem,d199,4.950010904708333
BG,BG,electricity,electricity_central,dem,d199,3.1575640278333332
CH,CH,electricity,electricity_central,dem,d199,7.354026137416667
CZ,CZ,electricity,electricity_central,dem,d199,4.403052370708334
DK,DK,electricity,electricity_central,dem,d199,3.7819823544166664
ES,ES,electricity,electricity_central,dem,d199,29.328347935416662
FI,FI,electricity,electricity_central,dem,d199,1.7865049805833333
FR,FR,electricity,electricity_central,dem,d199,47.53912157666667
GR,GR,electricity,electricity_central,dem,d199,6.566170826833332
HR,HR,electricity,electricity_central,dem,d199,2.1171707464166665
HU,HU,electricity,electricity_central,dem,d199,3.433003806500001
IE,IE,electricity,electricity_central,dem,d199,2.527263935875
IT,IT,electricity,electricity_central,dem,d199,16.69884936875
LU,LU,electricity,electricity_central,dem,d199,0.8442943579583334
NL,NL,electricity,electricity_central,dem,d199,7.609429028083333
NO,NO,electricity,electricity_central,dem,d199,7.9877287790416664
PL,PL,electricity,electricity_central,dem,d199,15.957878718333333
PT,PT,electricity,electricity_central,dem,d199,5.195242068041667
RO,RO,electricity,electricity_central,dem,d199,5.117089342874999
SE,SE,electricity,electricity_central,dem,d199,9.056962650125
SI,SI,electricity,electricity_central,dem,d199,0.8992009587500002
SK,SK,electricity,electricity_central,dem,d199,1.8745900134999998
UK,UK,electricity,electricity_central,dem,d199,30.558840190416657
EE,EE,electricity,electricity_central,dem,d199,0.5927721636666666
LT,LT,electricity,electricity_central,dem,d199,0.45204370045833336
LV,LV,electricity,electricity_central,dem,d199,0.5510018428750001
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d199,4.552712410541667
TR,TR,electricity,electricity_central,dem,d199,26.870967001666674
AT,AT,electricity,electricity_central,dem,d200,4.223523367416667
BE,BE,electricity,electricity_central,dem,d200,4.772971637666668
BG,BG,electricity,electricity_central,dem,d200,3.1522521909166668
CH,CH,electricity,electricity_central,dem,d200,7.226758848541665
CZ,CZ,electricity,electricity_central,dem,d200,4.3170538045416675
DK,DK,electricity,electricity_central,dem,d200,3.682644022166667
ES,ES,electricity,electricity_central,dem,d200,29.125816726250005
FI,FI,electricity,electricity_central,dem,d200,1.77968531475
FR,FR,electricity,electricity_central,dem,d200,46.91228360791667
GR,GR,electricity,electricity_central,dem,d200,6.6540054737083345
HR,HR,electricity,electricity_central,dem,d200,2.151340481541667
HU,HU,electricity,electricity_central,dem,d200,3.414534302416666
IE,IE,electricity,electricity_central,dem,d200,2.492045469708333
IT,IT,electricity,electricity_central,dem,d200,16.562902045
LU,LU,electricity,electricity_central,dem,d200,0.7817673444583332
NL,NL,electricity,electricity_central,dem,d200,7.507356101458334
NO,NO,electricity,electricity_central,dem,d200,7.954769412208333
PL,PL,electricity,electricity_central,dem,d200,15.855715956250002
PT,PT,electricity,electricity_central,dem,d200,5.154529529791668
RO,RO,electricity,electricity_central,dem,d200,5.1735178219166675
SE,SE,electricity,electricity_central,dem,d200,8.868079009375
SI,SI,electricity,electricity_central,dem,d200,0.8941461284166667
SK,SK,electricity,electricity_central,dem,d200,1.8582164890416666
UK,UK,electricity,electricity_central,dem,d200,29.627892459999995
EE,EE,electricity,electricity_central,dem,d200,0.5736806495000001
LT,LT,electricity,electricity_central,dem,d200,0.44524877891666664
LV,LV,electricity,electricity_central,dem,d200,0.5333964828333332
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d200,4.558616589124999
TR,TR,electricity,electricity_central,dem,d200,27.230415752083342
AT,AT,electricity,electricity_central,dem,d201,3.602437690458333
BE,BE,electricity,electricity_central,dem,d201,4.179194362916667
BG,BG,electricity,electricity_central,dem,d201,2.953488996166667
CH,CH,electricity,electricity_central,dem,d201,6.298637197666667
CZ,CZ,electricity,electricity_central,dem,d201,3.583625609208333
DK,DK,electricity,electricity_central,dem,d201,3.1883432319583336
ES,ES,electricity,electricity_central,dem,d201,25.624790049583336
FI,FI,electricity,electricity_central,dem,d201,1.6621377400416666
FR,FR,electricity,electricity_central,dem,d201,41.45379722124999
GR,GR,electricity,electricity_central,dem,d201,6.3206491539583345
HR,HR,electricity,electricity_central,dem,d201,2.0157525291666665
HU,HU,electricity,electricity_central,dem,d201,3.072573266416667
IE,IE,electricity,electricity_central,dem,d201,2.2334591045416667
IT,IT,electricity,electricity_central,dem,d201,14.272239279166671
LU,LU,electricity,electricity_central,dem,d201,0.7302903636250001
NL,NL,electricity,electricity_central,dem,d201,6.493812342041668
NO,NO,electricity,electricity_central,dem,d201,7.5507165557916665
PL,PL,electricity,electricity_central,dem,d201,14.073622443333335
PT,PT,electricity,electricity_central,dem,d201,4.497783566333333
RO,RO,electricity,electricity_central,dem,d201,4.629665355333333
SE,SE,electricity,electricity_central,dem,d201,8.144104349083333
SI,SI,electricity,electricity_central,dem,d201,0.7734906327083334
SK,SK,electricity,electricity_central,dem,d201,1.678439272125
UK,UK,electricity,electricity_central,dem,d201,25.948336052916677
EE,EE,electricity,electricity_central,dem,d201,0.5148258975
LT,LT,electricity,electricity_central,dem,d201,0.39402298691666665
LV,LV,electricity,electricity_central,dem,d201,0.465546956
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d201,4.475400036041667
TR,TR,electricity,electricity_central,dem,d201,25.866210205833337
AT,AT,electricity,electricity_central,dem,d202,3.224237470666667
BE,BE,electricity,electricity_central,dem,d202,4.041864224624999
BG,BG,electricity,electricity_central,dem,d202,2.855184122458334
CH,CH,electricity,electricity_central,dem,d202,6.09153736675
CZ,CZ,electricity,electricity_central,dem,d202,3.5560250073749997
DK,DK,electricity,electricity_central,dem,d202,3.142916689458333
ES,ES,electricity,electricity_central,dem,d202,23.138755096666667
FI,FI,electricity,electricity_central,dem,d202,1.6141984217916665
FR,FR,electricity,electricity_central,dem,d202,38.78399279041667
GR,GR,electricity,electricity_central,dem,d202,5.9851689444166665
HR,HR,electricity,electricity_central,dem,d202,1.8891979550416662
HU,HU,electricity,electricity_central,dem,d202,2.8502970642916665
IE,IE,electricity,electricity_central,dem,d202,2.0792454673333327
IT,IT,electricity,electricity_central,dem,d202,12.49598894666667
LU,LU,electricity,electricity_central,dem,d202,0.6551860772916666
NL,NL,electricity,electricity_central,dem,d202,6.134754672791666
NO,NO,electricity,electricity_central,dem,d202,7.417769137416669
PL,PL,electricity,electricity_central,dem,d202,12.685427088749998
PT,PT,electricity,electricity_central,dem,d202,4.140780004666666
RO,RO,electricity,electricity_central,dem,d202,4.225619045458335
SE,SE,electricity,electricity_central,dem,d202,8.014375702374998
SI,SI,electricity,electricity_central,dem,d202,0.7652098554166665
SK,SK,electricity,electricity_central,dem,d202,1.620698369916667
UK,UK,electricity,electricity_central,dem,d202,24.749424069583338
EE,EE,electricity,electricity_central,dem,d202,0.510085268125
LT,LT,electricity,electricity_central,dem,d202,0.38094441220833347
LV,LV,electricity,electricity_central,dem,d202,0.4539121093333332
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d202,4.380912413291667
TR,TR,electricity,electricity_central,dem,d202,24.493312990833335
AT,AT,electricity,electricity_central,dem,d203,4.1200847674166665
BE,BE,electricity,electricity_central,dem,d203,4.588865677249999
BG,BG,electricity,electricity_central,dem,d203,3.090412359875
CH,CH,electricity,electricity_central,dem,d203,7.283899264000002
CZ,CZ,electricity,electricity_central,dem,d203,4.314827489375
DK,DK,electricity,electricity_central,dem,d203,3.6998020352500003
ES,ES,electricity,electricity_central,dem,d203,28.43861202666666
FI,FI,electricity,electricity_central,dem,d203,1.789942312333334
FR,FR,electricity,electricity_central,dem,d203,47.12702621541667
GR,GR,electricity,electricity_central,dem,d203,6.4005074144583345
HR,HR,electricity,electricity_central,dem,d203,2.1358048164583328
HU,HU,electricity,electricity_central,dem,d203,3.2908436657083335
IE,IE,electricity,electricity_central,dem,d203,2.421975014708334
IT,IT,electricity,electricity_central,dem,d203,16.04746426791667
LU,LU,electricity,electricity_central,dem,d203,0.7576010131666666
NL,NL,electricity,electricity_central,dem,d203,7.566678883083334
NO,NO,electricity,electricity_central,dem,d203,7.866004194791667
PL,PL,electricity,electricity_central,dem,d203,15.127919992500003
PT,PT,electricity,electricity_central,dem,d203,5.0011252715416665
RO,RO,electricity,electricity_central,dem,d203,5.028651502625
SE,SE,electricity,electricity_central,dem,d203,8.695815860249999
SI,SI,electricity,electricity_central,dem,d203,0.8292969746666667
SK,SK,electricity,electricity_central,dem,d203,1.7969305403750002
UK,UK,electricity,electricity_central,dem,d203,29.766855262916668
EE,EE,electricity,electricity_central,dem,d203,0.5794855018333335
LT,LT,electricity,electricity_central,dem,d203,0.4305539364583333
LV,LV,electricity,electricity_central,dem,d203,0.5203532074166667
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d203,4.550547425125001
TR,TR,electricity,electricity_central,dem,d203,26.193016914583335
AT,AT,electricity,electricity_central,dem,d204,4.273267435208333
BE,BE,electricity,electricity_central,dem,d204,4.72564885775
BG,BG,electricity,electricity_central,dem,d204,3.206590846958333
CH,CH,electricity,electricity_central,dem,d204,7.110017425958332
CZ,CZ,electricity,electricity_central,dem,d204,4.470726648958334
DK,DK,electricity,electricity_central,dem,d204,3.703036742541667
ES,ES,electricity,electricity_central,dem,d204,29.30736640083334
FI,FI,electricity,electricity_central,dem,d204,1.7508575602916663
FR,FR,electricity,electricity_central,dem,d204,47.944148542499995
GR,GR,electricity,electricity_central,dem,d204,6.502029351750001
HR,HR,electricity,electricity_central,dem,d204,2.1811462657083336
HU,HU,electricity,electricity_central,dem,d204,3.413311156374999
IE,IE,electricity,electricity_central,dem,d204,2.46804120825
IT,IT,electricity,electricity_central,dem,d204,17.015810235833335
LU,LU,electricity,electricity_central,dem,d204,0.7835640977083332
NL,NL,electricity,electricity_central,dem,d204,7.693042214875
NO,NO,electricity,electricity_central,dem,d204,7.8642159410416665
PL,PL,electricity,electricity_central,dem,d204,15.53700611
PT,PT,electricity,electricity_central,dem,d204,5.11572081525
RO,RO,electricity,electricity_central,dem,d204,5.1010271605
SE,SE,electricity,electricity_central,dem,d204,8.759823784166667
SI,SI,electricity,electricity_central,dem,d204,0.8689227795416669
SK,SK,electricity,electricity_central,dem,d204,1.8487290263333331
UK,UK,electricity,electricity_central,dem,d204,30.748563918749994
EE,EE,electricity,electricity_central,dem,d204,0.5841293836666668
LT,LT,electricity,electricity_central,dem,d204,0.4455456442916667
LV,LV,electricity,electricity_central,dem,d204,0.5418470555833333
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d204,4.604580349666667
TR,TR,electricity,electricity_central,dem,d204,26.608478634583335
AT,AT,electricity,electricity_central,dem,d205,4.302033174125
BE,BE,electricity,electricity_central,dem,d205,4.651328246125
BG,BG,electricity,electricity_central,dem,d205,3.29376957575
CH,CH,electricity,electricity_central,dem,d205,7.004963815333334
CZ,CZ,electricity,electricity_central,dem,d205,4.468985556083335
DK,DK,electricity,electricity_central,dem,d205,3.6809563488333334
ES,ES,electricity,electricity_central,dem,d205,29.50194045874999
FI,FI,electricity,electricity_central,dem,d205,1.7024049340416665
FR,FR,electricity,electricity_central,dem,d205,47.68619234958334
GR,GR,electricity,electricity_central,dem,d205,6.749580519291666
HR,HR,electricity,electricity_central,dem,d205,2.196158256458333
HU,HU,electricity,electricity_central,dem,d205,3.417439274000001
IE,IE,electricity,electricity_central,dem,d205,2.452465924041667
IT,IT,electricity,electricity_central,dem,d205,17.20484748708333
LU,LU,electricity,electricity_central,dem,d205,0.729975931625
NL,NL,electricity,electricity_central,dem,d205,7.6380984801666685
NO,NO,electricity,electricity_central,dem,d205,7.748750244874999
PL,PL,electricity,electricity_central,dem,d205,15.631139819583334
PT,PT,electricity,electricity_central,dem,d205,5.232879198875
RO,RO,electricity,electricity_central,dem,d205,5.136831643791666
SE,SE,electricity,electricity_central,dem,d205,8.852251480416667
SI,SI,electricity,electricity_central,dem,d205,0.8750698597083333
SK,SK,electricity,electricity_central,dem,d205,1.831743407583333
UK,UK,electricity,electricity_central,dem,d205,30.03043041208333
EE,EE,electricity,electricity_central,dem,d205,0.5880315343333332
LT,LT,electricity,electricity_central,dem,d205,0.44998213441666673
LV,LV,electricity,electricity_central,dem,d205,0.5477869510416667
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d205,4.686513353416666
TR,TR,electricity,electricity_central,dem,d205,27.621540803750005
AT,AT,electricity,electricity_central,dem,d206,4.316813360333334
BE,BE,electricity,electricity_central,dem,d206,4.661064092958333
BG,BG,electricity,electricity_central,dem,d206,3.3495079724999997
CH,CH,electricity,electricity_central,dem,d206,7.042214444958333
CZ,CZ,electricity,electricity_central,dem,d206,4.492418952291667
DK,DK,electricity,electricity_central,dem,d206,3.78638905725
ES,ES,electricity,electricity_central,dem,d206,29.044701317083334
FI,FI,electricity,electricity_central,dem,d206,1.730646050541667
FR,FR,electricity,electricity_central,dem,d206,48.09591819166666
GR,GR,electricity,electricity_central,dem,d206,7.168647595958333
HR,HR,electricity,electricity_central,dem,d206,2.2021805087916664
HU,HU,electricity,electricity_central,dem,d206,3.371051462916667
IE,IE,electricity,electricity_central,dem,d206,2.4619210377500003
IT,IT,electricity,electricity_central,dem,d206,17.443800989999996
LU,LU,electricity,electricity_central,dem,d206,0.7263375064583334
NL,NL,electricity,electricity_central,dem,d206,7.583880554333333
NO,NO,electricity,electricity_central,dem,d206,7.766540286791667
PL,PL,electricity,electricity_central,dem,d206,15.777877662083332
PT,PT,electricity,electricity_central,dem,d206,5.237748594166665
RO,RO,electricity,electricity_central,dem,d206,5.223621097625
SE,SE,electricity,electricity_central,dem,d206,8.794111478041668
SI,SI,electricity,electricity_central,dem,d206,0.8954161864583333
SK,SK,electricity,electricity_central,dem,d206,1.8364616351250003
UK,UK,electricity,electricity_central,dem,d206,29.934557145416665
EE,EE,electricity,electricity_central,dem,d206,0.5924819210833333
LT,LT,electricity,electricity_central,dem,d206,0.45245601354166665
LV,LV,electricity,electricity_central,dem,d206,0.5531451041666666
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d206,4.699315252666667
TR,TR,electricity,electricity_central,dem,d206,29.336503433333323
AT,AT,electricity,electricity_central,dem,d207,4.182315935666667
BE,BE,electricity,electricity_central,dem,d207,4.607002794458333
BG,BG,electricity,electricity_central,dem,d207,3.355322280583334
CH,CH,electricity,electricity_central,dem,d207,6.945294458083333
CZ,CZ,electricity,electricity_central,dem,d207,4.401653788041668
DK,DK,electricity,electricity_central,dem,d207,3.7010677903749998
ES,ES,electricity,electricity_central,dem,d207,28.866477019166666
FI,FI,electricity,electricity_central,dem,d207,1.7780720604166669
FR,FR,electricity,electricity_central,dem,d207,46.94585847708333
GR,GR,electricity,electricity_central,dem,d207,7.360033675083333
HR,HR,electricity,electricity_central,dem,d207,2.2651959587916672
HU,HU,electricity,electricity_central,dem,d207,3.4116599093333337
IE,IE,electricity,electricity_central,dem,d207,2.4142789920000003
IT,IT,electricity,electricity_central,dem,d207,17.606683884166667
LU,LU,electricity,electricity_central,dem,d207,0.7932216465833335
NL,NL,electricity,electricity_central,dem,d207,7.553711097291665
NO,NO,electricity,electricity_central,dem,d207,7.733735079666666
PL,PL,electricity,electricity_central,dem,d207,15.854529397083335
PT,PT,electricity,electricity_central,dem,d207,5.130914793083334
RO,RO,electricity,electricity_central,dem,d207,5.224119446958334
SE,SE,electricity,electricity_central,dem,d207,8.682367218208334
SI,SI,electricity,electricity_central,dem,d207,0.8923680474166669
SK,SK,electricity,electricity_central,dem,d207,1.828453400333334
UK,UK,electricity,electricity_central,dem,d207,29.041393861666663
EE,EE,electricity,electricity_central,dem,d207,0.5861288327916667
LT,LT,electricity,electricity_central,dem,d207,0.4503119850416666
LV,LV,electricity,electricity_central,dem,d207,0.5495321780000001
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d207,4.753677855375
TR,TR,electricity,electricity_central,dem,d207,30.11971927541666
AT,AT,electricity,electricity_central,dem,d208,3.647413956125
BE,BE,electricity,electricity_central,dem,d208,4.097478883125
BG,BG,electricity,electricity_central,dem,d208,3.1420950973749995
CH,CH,electricity,electricity_central,dem,d208,6.2455294192916675
CZ,CZ,electricity,electricity_central,dem,d208,3.8590036926250004
DK,DK,electricity,electricity_central,dem,d208,3.3169345699999995
ES,ES,electricity,electricity_central,dem,d208,25.33338422
FI,FI,electricity,electricity_central,dem,d208,1.656372189125
FR,FR,electricity,electricity_central,dem,d208,40.837039747083324
GR,GR,electricity,electricity_central,dem,d208,6.999963540166668
HR,HR,electricity,electricity_central,dem,d208,2.1888704586666665
HU,HU,electricity,electricity_central,dem,d208,3.1474603787500004
IE,IE,electricity,electricity_central,dem,d208,2.18548722925
IT,IT,electricity,electricity_central,dem,d208,15.459455066666665
LU,LU,electricity,electricity_central,dem,d208,0.6749503630833334
NL,NL,electricity,electricity_central,dem,d208,6.719127622166667
NO,NO,electricity,electricity_central,dem,d208,7.295674569791667
PL,PL,electricity,electricity_central,dem,d208,14.412226935416664
PT,PT,electricity,electricity_central,dem,d208,4.4647595469166665
RO,RO,electricity,electricity_central,dem,d208,4.694374100041666
SE,SE,electricity,electricity_central,dem,d208,7.972634162249999
SI,SI,electricity,electricity_central,dem,d208,0.796453278625
SK,SK,electricity,electricity_central,dem,d208,1.6810151692916666
UK,UK,electricity,electricity_central,dem,d208,25.946580411666673
EE,EE,electricity,electricity_central,dem,d208,0.5233396809166666
LT,LT,electricity,electricity_central,dem,d208,0.4077777552083333
LV,LV,electricity,electricity_central,dem,d208,0.4858160837083334
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d208,4.7071175768749995
TR,TR,electricity,electricity_central,dem,d208,28.646191863333332
AT,AT,electricity,electricity_central,dem,d209,3.345543976583334
BE,BE,electricity,electricity_central,dem,d209,3.773264239291666
BG,BG,electricity,electricity_central,dem,d209,3.078783743958334
CH,CH,electricity,electricity_central,dem,d209,6.177658088583335
CZ,CZ,electricity,electricity_central,dem,d209,3.71971627075
DK,DK,electricity,electricity_central,dem,d209,3.285290693541667
ES,ES,electricity,electricity_central,dem,d209,22.837689842499998
FI,FI,electricity,electricity_central,dem,d209,1.6150783788333332
FR,FR,electricity,electricity_central,dem,d209,37.30163826708334
GR,GR,electricity,electricity_central,dem,d209,6.451527969625
HR,HR,electricity,electricity_central,dem,d209,2.141652510666667
HU,HU,electricity,electricity_central,dem,d209,3.0520855714166664
IE,IE,electricity,electricity_central,dem,d209,2.0778162058750005
IT,IT,electricity,electricity_central,dem,d209,13.758201177500004
LU,LU,electricity,electricity_central,dem,d209,0.6860902332916665
NL,NL,electricity,electricity_central,dem,d209,6.155270871541667
NO,NO,electricity,electricity_central,dem,d209,7.139264028708332
PL,PL,electricity,electricity_central,dem,d209,13.072720065833332
PT,PT,electricity,electricity_central,dem,d209,4.121375647333333
RO,RO,electricity,electricity_central,dem,d209,4.340546069875
SE,SE,electricity,electricity_central,dem,d209,8.074513969833333
SI,SI,electricity,electricity_central,dem,d209,0.812024187875
SK,SK,electricity,electricity_central,dem,d209,1.6615811729583336
UK,UK,electricity,electricity_central,dem,d209,24.054877216250002
EE,EE,electricity,electricity_central,dem,d209,0.5149226449166667
LT,LT,electricity,electricity_central,dem,d209,0.3975853729166667
LV,LV,electricity,electricity_central,dem,d209,0.47249724595833337
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d209,4.654163499
TR,TR,electricity,electricity_central,dem,d209,26.401810089583336
AT,AT,electricity,electricity_central,dem,d210,4.1638804345
BE,BE,electricity,electricity_central,dem,d210,4.475929852125001
BG,BG,electricity,electricity_central,dem,d210,3.437081499958334
CH,CH,electricity,electricity_central,dem,d210,6.941125121625
CZ,CZ,electricity,electricity_central,dem,d210,4.5906907952500005
DK,DK,electricity,electricity_central,dem,d210,3.7760286175833335
ES,ES,electricity,electricity_central,dem,d210,26.79065089625
FI,FI,electricity,electricity_central,dem,d210,1.8070648069166664
FR,FR,electricity,electricity_central,dem,d210,43.036956671666665
GR,GR,electricity,electricity_central,dem,d210,7.511254636083334
