region_1,region_2,carrier_1,carrier_2,parameter,timestep_2,value
RO,RO,electricity,electricity_central,dem,d051,6.171941554416667
SE,SE,electricity,electricity_central,dem,d051,16.088001554583332
SI,SI,electricity,electricity_central,dem,d051,1.0387549154583335
SK,SK,electricity,electricity_central,dem,d051,2.1998416588749996
UK,UK,electricity,electricity_central,dem,d051,37.98314072000001
EE,EE,electricity,electricity_central,dem,d051,0.9007840747500002
LT,LT,electricity,electricity_central,dem,d051,0.549613496125
LV,LV,electricity,electricity_central,dem,d051,0.7499577205833333
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d051,5.843173732583334
TR,TR,electricity,electricity_central,dem,d051,25.991563369583332
AT,AT,electricity,electricity_central,dem,d052,5.1698412539583325
BE,BE,electricity,electricity_central,dem,d052,5.846583959708333
BG,BG,electricity,electricity_central,dem,d052,4.299931981416668
CH,CH,electricity,electricity_central,dem,d052,11.543867599583336
CZ,CZ,electricity,electricity_central,dem,d052,5.9565638053333325
DK,DK,electricity,electricity_central,dem,d052,4.7622393272500005
ES,ES,electricity,electricity_central,dem,d052,29.526524484999992
FI,FI,electricity,electricity_central,dem,d052,2.577577060083333
FR,FR,electricity,electricity_central,dem,d052,74.17495599916668
GR,GR,electricity,electricity_central,dem,d052,7.215420371458333
HR,HR,electricity,electricity_central,dem,d052,2.414661274583333
HU,HU,electricity,electricity_central,dem,d052,3.578741649374999
IE,IE,electricity,electricity_central,dem,d052,2.971910813666667
IT,IT,electricity,electricity_central,dem,d052,16.00633666375
LU,LU,electricity,electricity_central,dem,d052,0.7873821984166667
NL,NL,electricity,electricity_central,dem,d052,8.500722373
NO,NO,electricity,electricity_central,dem,d052,14.619899534166663
PL,PL,electricity,electricity_central,dem,d052,18.141622575833335
PT,PT,electricity,electricity_central,dem,d052,5.482389943708334
RO,RO,electricity,electricity_central,dem,d052,6.122988315583334
SE,SE,electricity,electricity_central,dem,d052,16.32566824125
SI,SI,electricity,electricity_central,dem,d052,1.0368752299166666
SK,SK,electricity,electricity_central,dem,d052,2.2116244755416665
UK,UK,electricity,electricity_central,dem,d052,38.95179656708334
EE,EE,electricity,electricity_central,dem,d052,0.9019772943749998
LT,LT,electricity,electricity_central,dem,d052,0.5515101369166666
LV,LV,electricity,electricity_central,dem,d052,0.7662465059166669
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d052,5.960751585291667
TR,TR,electricity,electricity_central,dem,d052,29.527913272916667
AT,AT,electricity,electricity_central,dem,d053,5.115806164416666
BE,BE,electricity,electricity_central,dem,d053,5.865946262208333
BG,BG,electricity,electricity_central,dem,d053,4.293794656375
CH,CH,electricity,electricity_central,dem,d053,11.648647810833333
CZ,CZ,electricity,electricity_central,dem,d053,5.9803967965
DK,DK,electricity,electricity_central,dem,d053,4.655775262874999
ES,ES,electricity,electricity_central,dem,d053,29.641645820833336
FI,FI,electricity,electricity_central,dem,d053,2.53295591275
FR,FR,electricity,electricity_central,dem,d053,76.20663713166667
GR,GR,electricity,electricity_central,dem,d053,7.113520853500002
HR,HR,electricity,electricity_central,dem,d053,2.347281874
HU,HU,electricity,electricity_central,dem,d053,3.611736012125
IE,IE,electricity,electricity_central,dem,d053,2.978653995458334
IT,IT,electricity,electricity_central,dem,d053,15.90997079333333
LU,LU,electricity,electricity_central,dem,d053,0.9120319560833333
NL,NL,electricity,electricity_central,dem,d053,8.455794801166665
NO,NO,electricity,electricity_central,dem,d053,14.258024803333335
PL,PL,electricity,electricity_central,dem,d053,17.96652596625
PT,PT,electricity,electricity_central,dem,d053,5.493922721958334
RO,RO,electricity,electricity_central,dem,d053,6.256545938166664
SE,SE,electricity,electricity_central,dem,d053,15.956877293333333
SI,SI,electricity,electricity_central,dem,d053,1.0373324505833332
SK,SK,electricity,electricity_central,dem,d053,2.2287121100416663
UK,UK,electricity,electricity_central,dem,d053,39.35242621374999
EE,EE,electricity,electricity_central,dem,d053,0.894430986416667
LT,LT,electricity,electricity_central,dem,d053,0.5424887241249999
LV,LV,electricity,electricity_central,dem,d053,0.7595717780833335
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d053,5.863696984375
TR,TR,electricity,electricity_central,dem,d053,29.11090636791667
AT,AT,electricity,electricity_central,dem,d054,4.489135347708334
BE,BE,electricity,electricity_central,dem,d054,5.435753095125
BG,BG,electricity,electricity_central,dem,d054,3.957964534583334
CH,CH,electricity,electricity_central,dem,d054,10.499893072166666
CZ,CZ,electricity,electricity_central,dem,d054,5.311503203708333
DK,DK,electricity,electricity_central,dem,d054,4.196868734541666
ES,ES,electricity,electricity_central,dem,d054,27.207193776249998
FI,FI,electricity,electricity_central,dem,d054,2.3598977239583334
FR,FR,electricity,electricity_central,dem,d054,75.37690414833335
GR,GR,electricity,electricity_central,dem,d054,6.3089913583333335
HR,HR,electricity,electricity_central,dem,d054,2.1866884832499998
HU,HU,electricity,electricity_central,dem,d054,3.285675873958334
IE,IE,electricity,electricity_central,dem,d054,2.763275300958334
IT,IT,electricity,electricity_central,dem,d054,13.722070078333337
LU,LU,electricity,electricity_central,dem,d054,0.8066523772083335
NL,NL,electricity,electricity_central,dem,d054,7.557824014458333
NO,NO,electricity,electricity_central,dem,d054,12.798501406666666
PL,PL,electricity,electricity_central,dem,d054,16.158486354166673
PT,PT,electricity,electricity_central,dem,d054,4.874740665166668
RO,RO,electricity,electricity_central,dem,d054,5.727375609916668
SE,SE,electricity,electricity_central,dem,d054,14.260572152499998
SI,SI,electricity,electricity_central,dem,d054,0.9515019410416667
SK,SK,electricity,electricity_central,dem,d054,2.0448542638333334
UK,UK,electricity,electricity_central,dem,d054,35.943391188750006
EE,EE,electricity,electricity_central,dem,d054,0.8013276058333333
LT,LT,electricity,electricity_central,dem,d054,0.48623271112500005
LV,LV,electricity,electricity_central,dem,d054,0.6845576352083333
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d054,5.586469503499999
TR,TR,electricity,electricity_central,dem,d054,25.81850260583333
AT,AT,electricity,electricity_central,dem,d055,4.153141528083334
BE,BE,electricity,electricity_central,dem,d055,5.184502607916667
BG,BG,electricity,electricity_central,dem,d055,3.856788397791666
CH,CH,electricity,electricity_central,dem,d055,10.097244523791664
CZ,CZ,electricity,electricity_central,dem,d055,5.009637676166666
DK,DK,electricity,electricity_central,dem,d055,4.191758834500002
ES,ES,electricity,electricity_central,dem,d055,25.620752095
FI,FI,electricity,electricity_central,dem,d055,2.2481431987083327
FR,FR,electricity,electricity_central,dem,d055,72.59902558833333
GR,GR,electricity,electricity_central,dem,d055,5.683482183083332
HR,HR,electricity,electricity_central,dem,d055,2.0386632710833337
HU,HU,electricity,electricity_central,dem,d055,3.0858138217916657
IE,IE,electricity,electricity_central,dem,d055,2.616647743208334
IT,IT,electricity,electricity_central,dem,d055,12.443745334416663
LU,LU,electricity,electricity_central,dem,d055,0.78302507175
NL,NL,electricity,electricity_central,dem,d055,7.146604878166667
NO,NO,electricity,electricity_central,dem,d055,12.2624569225
PL,PL,electricity,electricity_central,dem,d055,14.538160435000002
PT,PT,electricity,electricity_central,dem,d055,4.6196648971666665
RO,RO,electricity,electricity_central,dem,d055,5.2724976675
SE,SE,electricity,electricity_central,dem,d055,13.897141632083331
SI,SI,electricity,electricity_central,dem,d055,0.9307237946666667
SK,SK,electricity,electricity_central,dem,d055,1.9498011090416665
UK,UK,electricity,electricity_central,dem,d055,34.96923942125
EE,EE,electricity,electricity_central,dem,d055,0.7850417703750002
LT,LT,electricity,electricity_central,dem,d055,0.46802496012499994
LV,LV,electricity,electricity_central,dem,d055,0.6067266347083333
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d055,5.624982757916666
TR,TR,electricity,electricity_central,dem,d055,23.25870986708333
AT,AT,electricity,electricity_central,dem,d056,5.008576026416667
BE,BE,electricity,electricity_central,dem,d056,5.8406330601250005
BG,BG,electricity,electricity_central,dem,d056,4.080782817875
CH,CH,electricity,electricity_central,dem,d056,11.570113914624997
CZ,CZ,electricity,electricity_central,dem,d056,5.730050489625
DK,DK,electricity,electricity_central,dem,d056,4.66566690425
ES,ES,electricity,electricity_central,dem,d056,30.810159049583334
FI,FI,electricity,electricity_central,dem,d056,2.420293931958333
FR,FR,electricity,electricity_central,dem,d056,77.31814197333334
GR,GR,electricity,electricity_central,dem,d056,6.044307478833332
HR,HR,electricity,electricity_central,dem,d056,2.2386631375416663
HU,HU,electricity,electricity_central,dem,d056,3.450127850166666
IE,IE,electricity,electricity_central,dem,d056,2.9225463247083336
IT,IT,electricity,electricity_central,dem,d056,15.487139299375
LU,LU,electricity,electricity_central,dem,d056,0.8909201052916665
NL,NL,electricity,electricity_central,dem,d056,8.36828644
NO,NO,electricity,electricity_central,dem,d056,13.258421776250001
PL,PL,electricity,electricity_central,dem,d056,17.18292215916667
PT,PT,electricity,electricity_central,dem,d056,5.463534766291666
RO,RO,electricity,electricity_central,dem,d056,6.124751705541666
SE,SE,electricity,electricity_central,dem,d056,15.296656809999996
SI,SI,electricity,electricity_central,dem,d056,0.9898830894166668
SK,SK,electricity,electricity_central,dem,d056,2.1331743805
UK,UK,electricity,electricity_central,dem,d056,39.09694228
EE,EE,electricity,electricity_central,dem,d056,0.8810798262083335
LT,LT,electricity,electricity_central,dem,d056,0.5254684351666666
LV,LV,electricity,electricity_central,dem,d056,0.6824449919999999
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d056,5.569377283874999
TR,TR,electricity,electricity_central,dem,d056,24.735327652083328
AT,AT,electricity,electricity_central,dem,d057,5.146047651416667
BE,BE,electricity,electricity_central,dem,d057,5.8133070536249996
BG,BG,electricity,electricity_central,dem,d057,4.1254668514583335
CH,CH,electricity,electricity_central,dem,d057,11.827792582083333
CZ,CZ,electricity,electricity_central,dem,d057,5.732819112416666
DK,DK,electricity,electricity_central,dem,d057,4.573266784958333
ES,ES,electricity,electricity_central,dem,d057,31.45417345583333
FI,FI,electricity,electricity_central,dem,d057,2.3936202385833334
FR,FR,electricity,electricity_central,dem,d057,76.58865165874998
GR,GR,electricity,electricity_central,dem,d057,6.049404814583332
HR,HR,electricity,electricity_central,dem,d057,2.2823462855
HU,HU,electricity,electricity_central,dem,d057,3.4823271679166665
IE,IE,electricity,electricity_central,dem,d057,3.001815359333333
IT,IT,electricity,electricity_central,dem,d057,16.035583320833336
LU,LU,electricity,electricity_central,dem,d057,0.9109089852083333
NL,NL,electricity,electricity_central,dem,d057,8.340512152291668
NO,NO,electricity,electricity_central,dem,d057,13.567604687916665
PL,PL,electricity,electricity_central,dem,d057,17.64706463333334
PT,PT,electricity,electricity_central,dem,d057,5.609580013666668
RO,RO,electricity,electricity_central,dem,d057,6.203529235708332
SE,SE,electricity,electricity_central,dem,d057,15.38848185375
SI,SI,electricity,electricity_central,dem,d057,1.0120582994166667
SK,SK,electricity,electricity_central,dem,d057,2.116086746041667
UK,UK,electricity,electricity_central,dem,d057,39.5382188325
EE,EE,electricity,electricity_central,dem,d057,0.8877876555416667
LT,LT,electricity,electricity_central,dem,d057,0.5247922415416667
LV,LV,electricity,electricity_central,dem,d057,0.6944166367916665
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d057,5.439005437291667
TR,TR,electricity,electricity_central,dem,d057,24.756187654166666
AT,AT,electricity,electricity_central,dem,d058,5.072124016291666
BE,BE,electricity,electricity_central,dem,d058,5.923289307
BG,BG,electricity,electricity_central,dem,d058,4.204821388041666
CH,CH,electricity,electricity_central,dem,d058,11.749873833749996
CZ,CZ,electricity,electricity_central,dem,d058,5.793300679583336
DK,DK,electricity,electricity_central,dem,d058,4.5848929795833335
ES,ES,electricity,electricity_central,dem,d058,31.9093540325
FI,FI,electricity,electricity_central,dem,d058,2.3525097525833334
FR,FR,electricity,electricity_central,dem,d058,75.37545834041666
GR,GR,electricity,electricity_central,dem,d058,6.202608072958333
HR,HR,electricity,electricity_central,dem,d058,2.280426147083333
HU,HU,electricity,electricity_central,dem,d058,3.5196331202499995
IE,IE,electricity,electricity_central,dem,d058,2.9825753022916666
IT,IT,electricity,electricity_central,dem,d058,15.911468119583327
LU,LU,electricity,electricity_central,dem,d058,0.801935899958333
NL,NL,electricity,electricity_central,dem,d058,8.458988360416667
NO,NO,electricity,electricity_central,dem,d058,13.332695972083336
PL,PL,electricity,electricity_central,dem,d058,17.49229773833333
PT,PT,electricity,electricity_central,dem,d058,5.728129653
RO,RO,electricity,electricity_central,dem,d058,6.150589201958333
SE,SE,electricity,electricity_central,dem,d058,14.796107232499999
SI,SI,electricity,electricity_central,dem,d058,1.0192722280000002
SK,SK,electricity,electricity_central,dem,d058,2.1443706067083337
UK,UK,electricity,electricity_central,dem,d058,38.798597806249994
EE,EE,electricity,electricity_central,dem,d058,0.86024685625
LT,LT,electricity,electricity_central,dem,d058,0.5195970952083333
LV,LV,electricity,electricity_central,dem,d058,0.67687251275
NONEU_Balkan,NONEU_Balkan,electricity,electricity_central,dem,d058,5.54154160625
TR,TR,electricity,electricity_central,dem,d058,25.383146623750005
AT,AT,electricity,electricity_central,dem,d059,4.985599761541667
BE,BE,electricity,electricity_central,dem,d059,5.897363512291665
BG,BG,electricity,electricity_central,dem,d059,4.087171378583332
CH,CH,electricity,electricity_central,dem,d059,11.483719793333334
CZ,CZ,electricity,electricity_central,dem,d059,5.716293002458333
DK,DK,electricity,electricity_central,dem,d059,4.549779996791668
ES,ES,electricity,electricity_central,dem,d059,31.67261896166666
FI,FI,electricity,electricity_central,dem,d059,2.3356255797083336
FR,FR,electricity,electricity_central,dem,d059,73.82523117749999
GR,GR,electricity,electricity_central,dem,d059,6.527563228083334
HR,HR,electricity,electricity_central,dem,d059,2.2340809892916673
HU,HU,electricity,electricity_central,dem,d059,3.4775874773333335
IE,IE,electricity,electricity_central,dem,d059,2.9870463250833326
IT,IT,electricity,electricity_central,dem,d059,15.720217429583334
LU,LU,electricity,electricity_central,dem,d059,0.8948280437083335
NL,NL,electricity,electricity_central,dem,d059,8.424657598833333
NO,NO,electricity,electricity_central,dem,d059,13.13746799166667
PL,PL,electricity,electricity_central,dem,d059,17.34037858791667
