carrier_1,region_2,parameter,timestep_2,value
electricity,DE11,dem,d249,0.3720025029583333
electricity,DE11,dem,d250,0.36714380554166665
electricity,DE11,dem,d251,0.36839870087500004
electricity,DE11,dem,d252,0.36951241862500006
electricity,DE11,dem,d253,0.3706463044999999
electricity,DE11,dem,d254,0.37179897316666666
electricity,DE11,dem,d255,0.4015883819166666
electricity,DE11,dem,d256,0.38006132983333335
electricity,DE11,dem,d257,0.37520832866666676
electricity,DE11,dem,d258,0.3611181214583334
electricity,DE11,dem,d259,0.36198119887500013
electricity,DE11,dem,d260,0.3631931403750001
electricity,DE11,dem,d261,0.36442063183333334
electricity,DE11,dem,d262,0.4082813112916667
electricity,DE11,dem,d263,0.377707188625
electricity,DE11,dem,d264,0.3680030339583333
electricity,DE11,dem,d265,0.3694970228749999
electricity,DE11,dem,d266,0.37080688062500006
electricity,DE11,dem,d267,0.37213151808333333
electricity,DE11,dem,d268,0.37347124325000003
electricity,DE11,dem,d269,0.4185109177916666
electricity,DE11,dem,d270,0.38725107520833335
electricity,DE11,dem,d271,0.37737602924999997
electricity,DE11,dem,d272,0.378981020625
electricity,DE11,dem,d273,0.38039479858333336
electricity,DE11,dem,d274,0.3818238182083334
electricity,DE11,dem,d275,0.38326176729166667
electricity,DE11,dem,d276,0.3954898767499999
electricity,DE11,dem,d277,0.39678726383333335
electricity,DE11,dem,d278,0.38745060220833333
electricity,DE11,dem,d279,0.3891527397083334
electricity,DE11,dem,d280,0.39065704374999993
electricity,DE11,dem,d281,0.3921732025
electricity,DE11,dem,d282,0.3936999843749999
electricity,DE11,dem,d283,0.4413017945
electricity,DE11,dem,d284,0.40844712183333326
electricity,DE11,dem,d285,0.39813160779166673
electricity,DE11,dem,d286,0.39991811325000004
electricity,DE11,dem,d287,0.40149847158333324
electricity,DE11,dem,d288,0.40308837520833335
electricity,DE11,dem,d289,0.4046876702083333
electricity,DE11,dem,d290,0.4536473724999999
electricity,DE11,dem,d291,0.41989806129166657
electricity,DE11,dem,d292,0.40931404791666676
electricity,DE11,dem,d293,0.4111704495000001
electricity,DE11,dem,d294,0.4128113126250001
electricity,DE11,dem,d295,0.414458179875
electricity,DE11,dem,d296,0.4161138229583334
electricity,DE11,dem,d297,0.466465595125
electricity,DE11,dem,d298,0.43937257187499995
electricity,DE11,dem,d299,0.4208870747083333
electricity,DE11,dem,d300,0.4227959752083333
electricity,DE11,dem,d301,0.4244794840833333
electricity,DE11,dem,d302,0.4261688433750001
electricity,DE11,dem,d303,0.42786189741666664
electricity,DE11,dem,d304,0.4796211356666668
electricity,DE11,dem,d305,0.43073640999999996
electricity,DE11,dem,d306,0.410427149875
electricity,DE11,dem,d307,0.41211343008333334
electricity,DE11,dem,d308,0.41373366304166664
electricity,DE11,dem,d309,0.4153551275
electricity,DE11,dem,d310,0.41697967141666653
electricity,DE11,dem,d311,0.4719595151666666
electricity,DE11,dem,d312,0.4423888777916667
electricity,DE11,dem,d313,0.4217847922083333
electricity,DE11,dem,d314,0.42347969375000005
electricity,DE11,dem,d315,0.42510469941666673
electricity,DE11,dem,d316,0.4267289352083334
electricity,DE11,dem,d317,0.4283522473333334
electricity,DE11,dem,d318,0.48477896962500006
electricity,DE11,dem,d319,0.45435172108333327
electricity,DE11,dem,d320,0.43313581429166675
electricity,DE11,dem,d321,0.4348205549166666
electricity,DE11,dem,d322,0.4364312424166667
electricity,DE11,dem,d323,0.4380368496666667
electricity,DE11,dem,d324,0.43963814600000006
electricity,DE11,dem,d325,0.4974754132916668
electricity,DE11,dem,d326,0.46617908312500006
electricity,DE11,dem,d327,0.444337807
electricity,DE11,dem,d328,0.4459909864166667
electricity,DE11,dem,d329,0.44756534062500003
electricity,DE11,dem,d330,0.44913091912499997
electricity,DE11,dem,d331,0.45068926191666675
electricity,DE11,dem,d332,0.50988334325
electricity,DE11,dem,d333,0.4777119273333334
electricity,DE11,dem,d334,0.4552389696250001
electricity,DE11,dem,d335,0.4568393422083333
electricity,DE11,dem,d336,0.45835288374999994
electricity,DE11,dem,d337,0.45985595616666664
electricity,DE11,dem,d338,0.4613488674999999
electricity,DE11,dem,d339,0.521822323375
electricity,DE11,dem,d340,0.4887835191666668
electricity,DE11,dem,d341,0.4656784182083333
electricity,DE11,dem,d342,0.467200735125
electricity,DE11,dem,d343,0.46863067854166657
electricity,DE11,dem,d344,0.47004753562499996
electricity,DE11,dem,d345,0.47145053666666664
electricity,DE11,dem,d346,0.5331063745000001
electricity,DE11,dem,d347,0.4992172713749999
electricity,DE11,dem,d348,0.4754872629583333
electricity,DE11,dem,d349,0.4769061215833333
electricity,DE11,dem,d350,0.4782279878333333
electricity,DE11,dem,d351,0.4795336887083333
electricity,DE11,dem,d352,0.4808189134583334
electricity,DE11,dem,d353,0.5435352002499999
electricity,DE11,dem,d354,0.5088252037916666
electricity,DE11,dem,d355,0.48448460566666657
electricity,DE11,dem,d356,0.48577367925
electricity,DE11,dem,d357,0.4869616037916667
electricity,DE11,dem,d358,0.5503459057916666
electricity,DE11,dem,d359,0.51507489375
electricity,DE11,dem,d360,0.515255484
electricity,DE11,dem,d361,0.5164095382083335
electricity,DE11,dem,d362,0.4924861610416667
electricity,DE11,dem,d363,0.4936174297916666
electricity,DE11,dem,d364,0.4946430846666667
electricity,DE11,dem,d365,0.5588173349166666
electricity,DE12,dem,d001,0.34690993712499996
electricity,DE12,dem,d002,0.33288409783333334
electricity,DE12,dem,d003,0.37590555583333335
electricity,DE12,dem,d004,0.3514496515
electricity,DE12,dem,d005,0.33418686308333334
electricity,DE12,dem,d006,0.334605370125
electricity,DE12,dem,d007,0.334934301625
electricity,DE12,dem,d008,0.3352291588333333
electricity,DE12,dem,d009,0.33549004637499996
electricity,DE12,dem,d010,0.37850910033333335
electricity,DE12,dem,d011,0.3536301944583334
electricity,DE12,dem,d012,0.3360215417916666
electricity,DE12,dem,d013,0.33620915945833335
electricity,DE12,dem,d014,0.33631002337500004
electricity,DE12,dem,d015,0.3363802622916667
electricity,DE12,dem,d016,0.3364201897083334
electricity,DE12,dem,d017,0.3793117265416667
electricity,DE12,dem,d018,0.35415437345833345
electricity,DE12,dem,d019,0.3363078284166667
electricity,DE12,dem,d020,0.33628807362499996
electricity,DE12,dem,d021,0.3361845965833334
electricity,DE12,dem,d022,0.3360536302916666
electricity,DE12,dem,d023,0.33589569716666673
electricity,DE12,dem,d024,0.3785004248750001
electricity,DE12,dem,d025,0.353195486375
electricity,DE12,dem,d026,0.33520971762499996
electricity,DE12,dem,d027,0.335003913375
electricity,DE12,dem,d028,0.334718149625
electricity,DE12,dem,d029,0.33440949545833326
electricity,DE12,dem,d030,0.33407512887499996
electricity,DE12,dem,d031,0.37625309225
electricity,DE12,dem,d032,0.3509202463333334
electricity,DE12,dem,d033,0.33288158945833335
electricity,DE12,dem,d034,0.3325134620833334
electricity,DE12,dem,d035,0.33206736112499996
electricity,DE12,dem,d036,0.33160066929166665
electricity,DE12,dem,d037,0.3311128641666667
electricity,DE12,dem,d038,0.3727437581666666
electricity,DE12,dem,d039,0.34748689991666665
electricity,DE12,dem,d040,0.32947552308333333
electricity,DE12,dem,d041,0.3289644093333333
electricity,DE12,dem,d042,0.3283797119583333
electricity,DE12,dem,d043,0.3277760962083333
electricity,DE12,dem,d044,0.3271561747083333
electricity,DE12,dem,d045,0.36813464108333327
electricity,DE12,dem,d046,0.34304899008333334
electricity,DE12,dem,d047,0.32513628241666676
electricity,DE12,dem,d048,0.3245026687083333
electricity,DE12,dem,d049,0.323799025
electricity,DE12,dem,d050,0.32307938920833335
electricity,DE12,dem,d051,0.3223451205
electricity,DE12,dem,d052,0.36258503266666664
electricity,DE12,dem,d053,0.3377551478333334
electricity,DE12,dem,d054,0.32000277720833337
electricity,DE12,dem,d055,0.3192655818333333
electricity,DE12,dem,d056,0.3184615967916667
electricity,DE12,dem,d057,0.3176454871666667
electricity,DE12,dem,d058,0.3168161032083334
electricity,DE12,dem,d059,0.356248581
electricity,DE12,dem,d060,0.3317437602499999
electricity,DE12,dem,d061,0.3142064964583333
electricity,DE12,dem,d062,0.3133839065
electricity,DE12,dem,d063,0.31249839412499997
electricity,DE12,dem,d064,0.31160389275
electricity,DE12,dem,d065,0.3106983120416667
electricity,DE12,dem,d066,0.34926701804166665
electricity,DE12,dem,d067,0.32515028837499993
electricity,DE12,dem,d068,0.30787558445833335
electricity,DE12,dem,d069,0.3069857865833333
electricity,DE12,dem,d070,0.3060358884166667
electricity,DE12,dem,d071,0.30507971912500004
electricity,DE12,dem,d072,0.30411466537500004
electricity,DE12,dem,d073,0.34178029920833336
electricity,DE12,dem,d074,0.31810235383333346
electricity,DE12,dem,d075,0.30112961475
electricity,DE12,dem,d076,0.300188601
electricity,DE12,dem,d077,0.2991915632916667
electricity,DE12,dem,d078,0.29818919495833335
electricity,DE12,dem,d079,0.2971821233333334
electricity,DE12,dem,d080,0.3484459958333333
electricity,DE12,dem,d081,0.32045901674999994
electricity,DE12,dem,d082,0.3100620851666666
electricity,DE12,dem,d083,0.3091511739583333
electricity,DE12,dem,d084,0.308066651125
electricity,DE12,dem,d085,0.30697836554166663
electricity,DE12,dem,d086,0.3058866308333334
electricity,DE12,dem,d087,0.3403118663333333
electricity,DE12,dem,d088,0.3071160214166666
electricity,DE12,dem,d089,0.3024301848333333
electricity,DE12,dem,d090,0.30149491999999994
electricity,DE12,dem,d091,0.30039294187500004
electricity,DE12,dem,d092,0.2992888735416666
electricity,DE12,dem,d093,0.30653498220833336
electricity,DE12,dem,d094,0.33153565658333334
electricity,DE12,dem,d095,0.30467176879166663
electricity,DE12,dem,d096,0.30296220316666667
electricity,DE12,dem,d097,0.29359816020833335
electricity,DE12,dem,d098,0.2926540109583333
electricity,DE12,dem,d099,0.291549524375
electricity,DE12,dem,d100,0.2904458739166667
electricity,DE12,dem,d101,0.32306245675
electricity,DE12,dem,d102,0.2967139681666667
electricity,DE12,dem,d103,0.2869855608333333
electricity,DE12,dem,d104,0.28604601045833333
electricity,DE12,dem,d105,0.2849514535
electricity,DE12,dem,d106,0.2838589872083333
electricity,DE12,dem,d107,0.28276986529166664
electricity,DE12,dem,d108,0.3145104471666667
electricity,DE12,dem,d109,0.2888495059583333
electricity,DE12,dem,d110,0.27936902524999996
electricity,DE12,dem,d111,0.27844713920833336
electricity,DE12,dem,d112,0.277376622375
electricity,DE12,dem,d113,0.27630965937499996
electricity,DE12,dem,d114,0.27524844512499996
electricity,DE12,dem,d115,0.30614480066666666
electricity,DE12,dem,d116,0.28116722583333337
electricity,DE12,dem,d117,0.27194313833333333
electricity,DE12,dem,d118,0.27105239975
electricity,DE12,dem,d119,0.27001742062500006
electricity,DE12,dem,d120,0.26898850366666666
electricity,DE12,dem,d121,0.27547013679166665
electricity,DE12,dem,d122,0.2979129427916667
electricity,DE12,dem,d123,0.2737562857083334
electricity,DE12,dem,d124,0.2647916222083333
electricity,DE12,dem,d125,0.2639418564166666
electricity,DE12,dem,d126,0.2629539122083333
electricity,DE12,dem,d127,0.26197370266666664
electricity,DE12,dem,d128,0.261001436875
electricity,DE12,dem,d129,0.2903410382083333
electricity,DE12,dem,d130,0.26669570379166657
electricity,DE12,dem,d131,0.25799077825
electricity,DE12,dem,d132,0.2571930645833333
electricity,DE12,dem,d133,0.25626198045833337
electricity,DE12,dem,d134,0.2624915059583333
electricity,DE12,dem,d135,0.26520563479166664
electricity,DE12,dem,d136,0.2849396425416667
electricity,DE12,dem,d137,0.26786300829166665
electricity,DE12,dem,d138,0.26266563987499997
electricity,DE12,dem,d139,0.2618678217083334
electricity,DE12,dem,d140,0.26096704891666667
electricity,DE12,dem,d141,0.2600753697916667
electricity,DE12,dem,d142,0.2591940383333333
electricity,DE12,dem,d143,0.27814402462500004
electricity,DE12,dem,d144,0.26152791533333336
electricity,DE12,dem,d145,0.2602693630833333
electricity,DE12,dem,d146,0.25567341570833335
electricity,DE12,dem,d147,0.254961201125
electricity,DE12,dem,d148,0.25414916795833337
electricity,DE12,dem,d149,0.2533488411666666
electricity,DE12,dem,d150,0.2719389574583333
electricity,DE12,dem,d151,0.2557567199583333
electricity,DE12,dem,d152,0.2509134730416666
electricity,DE12,dem,d153,0.2502723335416666
electricity,DE12,dem,d154,0.2495346155833333
electricity,DE12,dem,d155,0.24881006749999998
electricity,DE12,dem,d156,0.24809858454166667
electricity,DE12,dem,d157,0.26638088291666673
electricity,DE12,dem,d158,0.2506057595416667
electricity,DE12,dem,d159,0.24593518329166664
electricity,DE12,dem,d160,0.24538466462499997
electricity,DE12,dem,d161,0.24473976241666662
electricity,DE12,dem,d162,0.24410928425
electricity,DE12,dem,d163,0.24349145333333333
electricity,DE12,dem,d164,0.261524152625
electricity,DE12,dem,d165,0.2461218600416667
electricity,DE12,dem,d166,0.24162040070833332
electricity,DE12,dem,d167,0.24116646058333335
electricity,DE12,dem,d168,0.2406199139166667
electricity,DE12,dem,d169,0.24008831387500004
electricity,DE12,dem,d170,0.23957207841666664
electricity,DE12,dem,d171,0.2574117250833334
electricity,DE12,dem,d172,0.24234588958333333
electricity,DE12,dem,d173,0.23800738058333334
electricity,DE12,dem,d174,0.23765367733333334
electricity,DE12,dem,d175,0.23721175720833335
electricity,DE12,dem,d176,0.23678562008333337
electricity,DE12,dem,d177,0.23637369783333337
electricity,DE12,dem,d178,0.2540825872916667
electricity,DE12,dem,d179,0.23931265420833336
electricity,DE12,dem,d180,0.235129256125
electricity,DE12,dem,d181,0.2348817474166667
electricity,DE12,dem,d182,0.23454832158333336
electricity,DE12,dem,d183,0.23422984229166666
electricity,DE12,dem,d184,0.23392725037500006
electricity,DE12,dem,d185,0.25156579620833336
electricity,DE12,dem,d186,0.23704964320833335
electricity,DE12,dem,d187,0.233013098875
electricity,DE12,dem,d188,0.23287502504166668
electricity,DE12,dem,d189,0.2326521835416667
electricity,DE12,dem,d190,0.23244533412499999
electricity,DE12,dem,d191,0.2322538494583333
electricity,DE12,dem,d192,0.24988476512500005
electricity,DE12,dem,d193,0.23557776116666665
electricity,DE12,dem,d194,0.231677200125
electricity,DE12,dem,d195,0.23165201025
electricity,DE12,dem,d196,0.2315420528333333
electricity,DE12,dem,d197,0.2314478784166666
electricity,DE12,dem,d198,0.23137021841666663
electricity,DE12,dem,d199,0.24905600825000004
electricity,DE12,dem,d200,0.2349110137083333
electricity,DE12,dem,d201,0.23113514783333333
electricity,DE12,dem,d202,0.23122346920833337
electricity,DE12,dem,d203,0.2312281726666666
electricity,DE12,dem,d204,0.23124918166666666
electricity,DE12,dem,d205,0.23128513720833335
electricity,DE12,dem,d206,0.24908882829166665
electricity,DE12,dem,d207,0.23505713579166668
electricity,DE12,dem,d208,0.2313933177916667
electricity,DE12,dem,d209,0.23159692712500002
electricity,DE12,dem,d210,0.23171576887500003
electricity,DE12,dem,d211,0.23184987095833334
electricity,DE12,dem,d212,0.2320019508333333
electricity,DE12,dem,d213,0.2499818662083333
electricity,DE12,dem,d214,0.2360167545
electricity,DE12,dem,d215,0.23245181454166666
electricity,DE12,dem,d216,0.23276883054166667
electricity,DE12,dem,d217,0.23300107883333335
electricity,DE12,dem,d218,0.2332494236666667
electricity,DE12,dem,d219,0.2335145965833333
electricity,DE12,dem,d220,0.25173282287499993
electricity,DE12,dem,d221,0.23778307587500003
electricity,DE12,dem,d222,0.234301962625
electricity,DE12,dem,d223,0.2347324896666667
electricity,DE12,dem,d224,0.23507689045833335
electricity,DE12,dem,d225,0.23543728316666665
electricity,DE12,dem,d226,0.23581335429166672
electricity,DE12,dem,d227,0.25432748279166667
electricity,DE12,dem,d228,0.24034292999999998
electricity,DE12,dem,d229,0.236931742125
electricity,DE12,dem,d230,0.2374727492916667
electricity,DE12,dem,d231,0.23792700295833333
electricity,DE12,dem,d232,0.238396307875
electricity,DE12,dem,d233,0.23888014116666664
electricity,DE12,dem,d234,0.2577468234166666
electricity,DE12,dem,d235,0.24367739841666666
electricity,DE12,dem,d236,0.2403205622083333
electricity,DE12,dem,d237,0.2409692271666666
electricity,DE12,dem,d238,0.24152852574999997
electricity,DE12,dem,d239,0.24210287533333333
electricity,DE12,dem,d240,0.2426927988333333
electricity,DE12,dem,d241,0.26196272779166674
electricity,DE12,dem,d242,0.24775972341666666
electricity,DE12,dem,d243,0.244439783625
electricity,DE12,dem,d244,0.24519286633333334
electricity,DE12,dem,d245,0.245854074
electricity,DE12,dem,d246,0.24652813800000004
electricity,DE12,dem,d247,0.24721735754166674
