timestep_4,technology_1,region_1,parameter,value
h4262,pumpedHydro,IT,stInflow,15.102
h4262,pumpedHydro,NO,stInflow,24.7
h4262,pumpedHydro,SE,stInflow,4.98
h4263,pumpedHydro,AT,stInflow,7.846
h4263,pumpedHydro,CH,stInflow,10.39
h4263,pumpedHydro,FR,stInflow,12.716
h4263,pumpedHydro,IT,stInflow,15.102
h4263,pumpedHydro,NO,stInflow,24.7
h4263,pumpedHydro,SE,stInflow,4.98
h4264,pumpedHydro,AT,stInflow,7.846
h4264,pumpedHydro,CH,stInflow,10.39
h4264,pumpedHydro,FR,stInflow,12.716
h4264,pumpedHydro,IT,stInflow,15.102
h4264,pumpedHydro,NO,stInflow,24.7
h4264,pumpedHydro,SE,stInflow,4.98
h4265,pumpedHydro,AT,stInflow,7.846
h4265,pumpedHydro,CH,stInflow,10.39
h4265,pumpedHydro,FR,stInflow,12.716
h4265,pumpedHydro,IT,stInflow,15.102
h4265,pumpedHydro,NO,stInflow,24.7
h4265,pumpedHydro,SE,stInflow,4.98
h4266,pumpedHydro,AT,stInflow,7.846
h4266,pumpedHydro,CH,stInflow,10.39
h4266,pumpedHydro,FR,stInflow,12.716
h4266,pumpedHydro,IT,stInflow,15.102
h4266,pumpedHydro,NO,stInflow,24.7
h4266,pumpedHydro,SE,stInflow,4.98
h4267,pumpedHydro,AT,stInflow,7.846
h4267,pumpedHydro,CH,stInflow,10.39
h4267,pumpedHydro,FR,stInflow,12.716
h4267,pumpedHydro,IT,stInflow,15.102
h4267,pumpedHydro,NO,stInflow,24.7
h4267,pumpedHydro,SE,stInflow,4.98
h4268,pumpedHydro,AT,stInflow,7.846
h4268,pumpedHydro,CH,stInflow,10.39
h4268,pumpedHydro,FR,stInflow,12.716
h4268,pumpedHydro,IT,stInflow,15.102
h4268,pumpedHydro,NO,stInflow,24.7
h4268,pumpedHydro,SE,stInflow,4.98
h4269,pumpedHydro,AT,stInflow,7.846
h4269,pumpedHydro,CH,stInflow,10.39
h4269,pumpedHydro,FR,stInflow,12.716
h4269,pumpedHydro,IT,stInflow,15.102
h4269,pumpedHydro,NO,stInflow,24.7
h4269,pumpedHydro,SE,stInflow,4.98
h4270,pumpedHydro,AT,stInflow,7.846
h4270,pumpedHydro,CH,stInflow,10.39
h4270,pumpedHydro,FR,stInflow,12.716
h4270,pumpedHydro,IT,stInflow,15.102
h4270,pumpedHydro,NO,stInflow,24.7
h4270,pumpedHydro,SE,stInflow,4.98
h4271,pumpedHydro,AT,stInflow,7.846
h4271,pumpedHydro,CH,stInflow,10.39
h4271,pumpedHydro,FR,stInflow,12.716
h4271,pumpedHydro,IT,stInflow,15.102
h4271,pumpedHydro,NO,stInflow,24.7
h4271,pumpedHydro,SE,stInflow,4.98
h4272,pumpedHydro,AT,stInflow,7.846
h4272,pumpedHydro,CH,stInflow,10.39
h4272,pumpedHydro,FR,stInflow,12.716
h4272,pumpedHydro,IT,stInflow,15.102
h4272,pumpedHydro,NO,stInflow,24.7
h4272,pumpedHydro,SE,stInflow,4.98
h4273,pumpedHydro,AT,stInflow,7.846
h4273,pumpedHydro,CH,stInflow,10.39
h4273,pumpedHydro,FR,stInflow,12.716
h4273,pumpedHydro,IT,stInflow,15.102
h4273,pumpedHydro,NO,stInflow,24.7
h4273,pumpedHydro,SE,stInflow,4.98
h4274,pumpedHydro,AT,stInflow,7.846
h4274,pumpedHydro,CH,stInflow,10.39
h4274,pumpedHydro,FR,stInflow,12.716
h4274,pumpedHydro,IT,stInflow,15.102
h4274,pumpedHydro,NO,stInflow,24.7
h4274,pumpedHydro,SE,stInflow,4.98
h4275,pumpedHydro,AT,stInflow,7.846
h4275,pumpedHydro,CH,stInflow,10.39
h4275,pumpedHydro,FR,stInflow,12.716
h4275,pumpedHydro,IT,stInflow,15.102
h4275,pumpedHydro,NO,stInflow,24.7
h4275,pumpedHydro,SE,stInflow,4.98
h4276,pumpedHydro,AT,stInflow,7.846
h4276,pumpedHydro,CH,stInflow,10.39
h4276,pumpedHydro,FR,stInflow,12.716
h4276,pumpedHydro,IT,stInflow,15.102
h4276,pumpedHydro,NO,stInflow,24.7
h4276,pumpedHydro,SE,stInflow,4.98
h4277,pumpedHydro,AT,stInflow,7.846
h4277,pumpedHydro,CH,stInflow,10.39
h4277,pumpedHydro,FR,stInflow,12.716
h4277,pumpedHydro,IT,stInflow,15.102
h4277,pumpedHydro,NO,stInflow,24.7
h4277,pumpedHydro,SE,stInflow,4.98
h4278,pumpedHydro,AT,stInflow,7.846
h4278,pumpedHydro,CH,stInflow,10.39
h4278,pumpedHydro,FR,stInflow,12.716
h4278,pumpedHydro,IT,stInflow,15.102
h4278,pumpedHydro,NO,stInflow,24.7
h4278,pumpedHydro,SE,stInflow,4.98
h4279,pumpedHydro,AT,stInflow,7.846
h4279,pumpedHydro,CH,stInflow,10.39
h4279,pumpedHydro,FR,stInflow,12.716
h4279,pumpedHydro,IT,stInflow,15.102
h4279,pumpedHydro,NO,stInflow,24.7
h4279,pumpedHydro,SE,stInflow,4.98
h4280,pumpedHydro,AT,stInflow,7.846
h4280,pumpedHydro,CH,stInflow,10.39
h4280,pumpedHydro,FR,stInflow,12.716
h4280,pumpedHydro,IT,stInflow,15.102
h4280,pumpedHydro,NO,stInflow,24.7
h4280,pumpedHydro,SE,stInflow,4.98
h4281,pumpedHydro,AT,stInflow,7.846
h4281,pumpedHydro,CH,stInflow,10.39
h4281,pumpedHydro,FR,stInflow,12.716
h4281,pumpedHydro,IT,stInflow,15.102
h4281,pumpedHydro,NO,stInflow,24.7
h4281,pumpedHydro,SE,stInflow,4.98
h4282,pumpedHydro,AT,stInflow,7.846
h4282,pumpedHydro,CH,stInflow,10.39
h4282,pumpedHydro,FR,stInflow,12.716
h4282,pumpedHydro,IT,stInflow,15.102
h4282,pumpedHydro,NO,stInflow,24.7
h4282,pumpedHydro,SE,stInflow,4.98
h4283,pumpedHydro,AT,stInflow,7.846
h4283,pumpedHydro,CH,stInflow,10.39
h4283,pumpedHydro,FR,stInflow,12.716
h4283,pumpedHydro,IT,stInflow,15.102
h4283,pumpedHydro,NO,stInflow,24.7
h4283,pumpedHydro,SE,stInflow,4.98
h4284,pumpedHydro,AT,stInflow,7.846
h4284,pumpedHydro,CH,stInflow,10.39
h4284,pumpedHydro,FR,stInflow,12.716
h4284,pumpedHydro,IT,stInflow,15.102
h4284,pumpedHydro,NO,stInflow,24.7
h4284,pumpedHydro,SE,stInflow,4.98
h4285,pumpedHydro,AT,stInflow,7.846
h4285,pumpedHydro,CH,stInflow,10.39
h4285,pumpedHydro,FR,stInflow,12.716
h4285,pumpedHydro,IT,stInflow,15.102
h4285,pumpedHydro,NO,stInflow,24.7
h4285,pumpedHydro,SE,stInflow,4.98
h4286,pumpedHydro,AT,stInflow,7.846
h4286,pumpedHydro,CH,stInflow,10.39
h4286,pumpedHydro,FR,stInflow,12.716
h4286,pumpedHydro,IT,stInflow,15.102
h4286,pumpedHydro,NO,stInflow,24.7
h4286,pumpedHydro,SE,stInflow,4.98
h4287,pumpedHydro,AT,stInflow,7.846
h4287,pumpedHydro,CH,stInflow,10.39
h4287,pumpedHydro,FR,stInflow,12.716
h4287,pumpedHydro,IT,stInflow,15.102
h4287,pumpedHydro,NO,stInflow,24.7
h4287,pumpedHydro,SE,stInflow,4.98
h4288,pumpedHydro,AT,stInflow,7.846
h4288,pumpedHydro,CH,stInflow,10.39
h4288,pumpedHydro,FR,stInflow,12.716
h4288,pumpedHydro,IT,stInflow,15.102
h4288,pumpedHydro,NO,stInflow,24.7
h4288,pumpedHydro,SE,stInflow,4.98
h4289,pumpedHydro,AT,stInflow,7.846
h4289,pumpedHydro,CH,stInflow,10.39
h4289,pumpedHydro,FR,stInflow,12.716
h4289,pumpedHydro,IT,stInflow,15.102
h4289,pumpedHydro,NO,stInflow,24.7
h4289,pumpedHydro,SE,stInflow,4.98
h4290,pumpedHydro,AT,stInflow,7.846
h4290,pumpedHydro,CH,stInflow,10.39
h4290,pumpedHydro,FR,stInflow,12.716
h4290,pumpedHydro,IT,stInflow,15.102
h4290,pumpedHydro,NO,stInflow,24.7
h4290,pumpedHydro,SE,stInflow,4.98
h4291,pumpedHydro,AT,stInflow,7.846
h4291,pumpedHydro,CH,stInflow,10.39
h4291,pumpedHydro,FR,stInflow,12.716
h4291,pumpedHydro,IT,stInflow,15.102
h4291,pumpedHydro,NO,stInflow,24.7
h4291,pumpedHydro,SE,stInflow,4.98
h4292,pumpedHydro,AT,stInflow,7.846
h4292,pumpedHydro,CH,stInflow,10.39
h4292,pumpedHydro,FR,stInflow,12.716
h4292,pumpedHydro,IT,stInflow,15.102
h4292,pumpedHydro,NO,stInflow,24.7
h4292,pumpedHydro,SE,stInflow,4.98
h4293,pumpedHydro,AT,stInflow,7.846
h4293,pumpedHydro,CH,stInflow,10.39
h4293,pumpedHydro,FR,stInflow,12.716
h4293,pumpedHydro,IT,stInflow,15.102
h4293,pumpedHydro,NO,stInflow,24.7
h4293,pumpedHydro,SE,stInflow,4.98
h4294,pumpedHydro,AT,stInflow,7.846
h4294,pumpedHydro,CH,stInflow,10.39
h4294,pumpedHydro,FR,stInflow,12.716
h4294,pumpedHydro,IT,stInflow,15.102
h4294,pumpedHydro,NO,stInflow,24.7
h4294,pumpedHydro,SE,stInflow,4.98
h4295,pumpedHydro,AT,stInflow,7.846
h4295,pumpedHydro,CH,stInflow,10.39
h4295,pumpedHydro,FR,stInflow,12.716
h4295,pumpedHydro,IT,stInflow,15.102
h4295,pumpedHydro,NO,stInflow,24.7
h4295,pumpedHydro,SE,stInflow,4.98
h4296,pumpedHydro,AT,stInflow,7.846
h4296,pumpedHydro,CH,stInflow,10.39
h4296,pumpedHydro,FR,stInflow,12.716
h4296,pumpedHydro,IT,stInflow,15.102
h4296,pumpedHydro,NO,stInflow,24.7
h4296,pumpedHydro,SE,stInflow,4.98
h4297,pumpedHydro,AT,stInflow,7.846
h4297,pumpedHydro,CH,stInflow,10.39
h4297,pumpedHydro,FR,stInflow,12.716
h4297,pumpedHydro,IT,stInflow,15.102
h4297,pumpedHydro,NO,stInflow,24.7
h4297,pumpedHydro,SE,stInflow,4.98
h4298,pumpedHydro,AT,stInflow,7.846
h4298,pumpedHydro,CH,stInflow,10.39
h4298,pumpedHydro,FR,stInflow,12.716
h4298,pumpedHydro,IT,stInflow,15.102
h4298,pumpedHydro,NO,stInflow,24.7
h4298,pumpedHydro,SE,stInflow,4.98
h4299,pumpedHydro,AT,stInflow,7.846
h4299,pumpedHydro,CH,stInflow,10.39
h4299,pumpedHydro,FR,stInflow,12.716
h4299,pumpedHydro,IT,stInflow,15.102
h4299,pumpedHydro,NO,stInflow,24.7
h4299,pumpedHydro,SE,stInflow,4.98
h4300,pumpedHydro,AT,stInflow,7.846
h4300,pumpedHydro,CH,stInflow,10.39
h4300,pumpedHydro,FR,stInflow,12.716
h4300,pumpedHydro,IT,stInflow,15.102
h4300,pumpedHydro,NO,stInflow,24.7
h4300,pumpedHydro,SE,stInflow,4.98
h4301,pumpedHydro,AT,stInflow,7.846
h4301,pumpedHydro,CH,stInflow,10.39
h4301,pumpedHydro,FR,stInflow,12.716
h4301,pumpedHydro,IT,stInflow,15.102
h4301,pumpedHydro,NO,stInflow,24.7
h4301,pumpedHydro,SE,stInflow,4.98
h4302,pumpedHydro,AT,stInflow,7.846
h4302,pumpedHydro,CH,stInflow,10.39
h4302,pumpedHydro,FR,stInflow,12.716
h4302,pumpedHydro,IT,stInflow,15.102
h4302,pumpedHydro,NO,stInflow,24.7
h4302,pumpedHydro,SE,stInflow,4.98
h4303,pumpedHydro,AT,stInflow,7.846
h4303,pumpedHydro,CH,stInflow,10.39
h4303,pumpedHydro,FR,stInflow,12.716
h4303,pumpedHydro,IT,stInflow,15.102
h4303,pumpedHydro,NO,stInflow,24.7
h4303,pumpedHydro,SE,stInflow,4.98
h4304,pumpedHydro,AT,stInflow,7.846
h4304,pumpedHydro,CH,stInflow,10.39
h4304,pumpedHydro,FR,stInflow,12.716
h4304,pumpedHydro,IT,stInflow,15.102
h4304,pumpedHydro,NO,stInflow,24.7
h4304,pumpedHydro,SE,stInflow,4.98
h4305,pumpedHydro,AT,stInflow,7.846
h4305,pumpedHydro,CH,stInflow,10.39
h4305,pumpedHydro,FR,stInflow,12.716
h4305,pumpedHydro,IT,stInflow,15.102
h4305,pumpedHydro,NO,stInflow,24.7
h4305,pumpedHydro,SE,stInflow,4.98
h4306,pumpedHydro,AT,stInflow,7.846
h4306,pumpedHydro,CH,stInflow,10.39
h4306,pumpedHydro,FR,stInflow,12.716
h4306,pumpedHydro,IT,stInflow,15.102
h4306,pumpedHydro,NO,stInflow,24.7
h4306,pumpedHydro,SE,stInflow,4.98
h4307,pumpedHydro,AT,stInflow,7.846
h4307,pumpedHydro,CH,stInflow,10.39
h4307,pumpedHydro,FR,stInflow,12.716
h4307,pumpedHydro,IT,stInflow,15.102
h4307,pumpedHydro,NO,stInflow,24.7
h4307,pumpedHydro,SE,stInflow,4.98
h4308,pumpedHydro,AT,stInflow,7.846
h4308,pumpedHydro,CH,stInflow,10.39
h4308,pumpedHydro,FR,stInflow,12.716
h4308,pumpedHydro,IT,stInflow,15.102
h4308,pumpedHydro,NO,stInflow,24.7
h4308,pumpedHydro,SE,stInflow,4.98
h4309,pumpedHydro,AT,stInflow,7.846
h4309,pumpedHydro,CH,stInflow,10.39
h4309,pumpedHydro,FR,stInflow,12.716
h4309,pumpedHydro,IT,stInflow,15.102
h4309,pumpedHydro,NO,stInflow,24.7
h4309,pumpedHydro,SE,stInflow,4.98
h4310,pumpedHydro,AT,stInflow,7.846
h4310,pumpedHydro,CH,stInflow,10.39
h4310,pumpedHydro,FR,stInflow,12.716
h4310,pumpedHydro,IT,stInflow,15.102
h4310,pumpedHydro,NO,stInflow,24.7
h4310,pumpedHydro,SE,stInflow,4.98
h4311,pumpedHydro,AT,stInflow,7.846
h4311,pumpedHydro,CH,stInflow,10.39
h4311,pumpedHydro,FR,stInflow,12.716
h4311,pumpedHydro,IT,stInflow,15.102
h4311,pumpedHydro,NO,stInflow,24.7
h4311,pumpedHydro,SE,stInflow,4.98
h4312,pumpedHydro,AT,stInflow,7.846
h4312,pumpedHydro,CH,stInflow,10.39
h4312,pumpedHydro,FR,stInflow,12.716
h4312,pumpedHydro,IT,stInflow,15.102
h4312,pumpedHydro,NO,stInflow,24.7
h4312,pumpedHydro,SE,stInflow,4.98
h4313,pumpedHydro,AT,stInflow,7.846
h4313,pumpedHydro,CH,stInflow,10.39
h4313,pumpedHydro,FR,stInflow,12.716
h4313,pumpedHydro,IT,stInflow,15.102
h4313,pumpedHydro,NO,stInflow,24.7
h4313,pumpedHydro,SE,stInflow,4.98
h4314,pumpedHydro,AT,stInflow,7.846
h4314,pumpedHydro,CH,stInflow,10.39
h4314,pumpedHydro,FR,stInflow,12.716
h4314,pumpedHydro,IT,stInflow,15.102
h4314,pumpedHydro,NO,stInflow,24.7
h4314,pumpedHydro,SE,stInflow,4.98
h4315,pumpedHydro,AT,stInflow,7.846
h4315,pumpedHydro,CH,stInflow,10.39
h4315,pumpedHydro,FR,stInflow,12.716
h4315,pumpedHydro,IT,stInflow,15.102
h4315,pumpedHydro,NO,stInflow,24.7
h4315,pumpedHydro,SE,stInflow,4.98
h4316,pumpedHydro,AT,stInflow,7.846
h4316,pumpedHydro,CH,stInflow,10.39
h4316,pumpedHydro,FR,stInflow,12.716
h4316,pumpedHydro,IT,stInflow,15.102
h4316,pumpedHydro,NO,stInflow,24.7
h4316,pumpedHydro,SE,stInflow,4.98
h4317,pumpedHydro,AT,stInflow,7.846
h4317,pumpedHydro,CH,stInflow,10.39
h4317,pumpedHydro,FR,stInflow,12.716
h4317,pumpedHydro,IT,stInflow,15.102
h4317,pumpedHydro,NO,stInflow,24.7
h4317,pumpedHydro,SE,stInflow,4.98
h4318,pumpedHydro,AT,stInflow,7.846
h4318,pumpedHydro,CH,stInflow,10.39
h4318,pumpedHydro,FR,stInflow,12.716
h4318,pumpedHydro,IT,stInflow,15.102
h4318,pumpedHydro,NO,stInflow,24.7
h4318,pumpedHydro,SE,stInflow,4.98
h4319,pumpedHydro,AT,stInflow,7.846
h4319,pumpedHydro,CH,stInflow,10.39
h4319,pumpedHydro,FR,stInflow,12.716
h4319,pumpedHydro,IT,stInflow,15.102
h4319,pumpedHydro,NO,stInflow,24.7
h4319,pumpedHydro,SE,stInflow,4.98
h4320,pumpedHydro,AT,stInflow,7.846
h4320,pumpedHydro,CH,stInflow,10.39
h4320,pumpedHydro,FR,stInflow,12.716
h4320,pumpedHydro,IT,stInflow,15.102
h4320,pumpedHydro,NO,stInflow,24.7
h4320,pumpedHydro,SE,stInflow,4.98
h4321,pumpedHydro,AT,stInflow,7.846
h4321,pumpedHydro,CH,stInflow,10.39
h4321,pumpedHydro,FR,stInflow,12.716
h4321,pumpedHydro,IT,stInflow,15.102
h4321,pumpedHydro,NO,stInflow,24.7
h4321,pumpedHydro,SE,stInflow,4.98
h4322,pumpedHydro,AT,stInflow,7.846
h4322,pumpedHydro,CH,stInflow,10.39
h4322,pumpedHydro,FR,stInflow,12.716
h4322,pumpedHydro,IT,stInflow,15.102
h4322,pumpedHydro,NO,stInflow,24.7
h4322,pumpedHydro,SE,stInflow,4.98
h4323,pumpedHydro,AT,stInflow,7.846
h4323,pumpedHydro,CH,stInflow,10.39
h4323,pumpedHydro,FR,stInflow,12.716
h4323,pumpedHydro,IT,stInflow,15.102
h4323,pumpedHydro,NO,stInflow,24.7
h4323,pumpedHydro,SE,stInflow,4.98
h4324,pumpedHydro,AT,stInflow,7.846
h4324,pumpedHydro,CH,stInflow,10.39
h4324,pumpedHydro,FR,stInflow,12.716
h4324,pumpedHydro,IT,stInflow,15.102
h4324,pumpedHydro,NO,stInflow,24.7
h4324,pumpedHydro,SE,stInflow,4.98
h4325,pumpedHydro,AT,stInflow,7.846
h4325,pumpedHydro,CH,stInflow,10.39
h4325,pumpedHydro,FR,stInflow,12.716
h4325,pumpedHydro,IT,stInflow,15.102
h4325,pumpedHydro,NO,stInflow,24.7
h4325,pumpedHydro,SE,stInflow,4.98
h4326,pumpedHydro,AT,stInflow,7.846
h4326,pumpedHydro,CH,stInflow,10.39
h4326,pumpedHydro,FR,stInflow,12.716
h4326,pumpedHydro,IT,stInflow,15.102
h4326,pumpedHydro,NO,stInflow,24.7
h4326,pumpedHydro,SE,stInflow,4.98
h4327,pumpedHydro,AT,stInflow,7.846
h4327,pumpedHydro,CH,stInflow,10.39
h4327,pumpedHydro,FR,stInflow,12.716
h4327,pumpedHydro,IT,stInflow,15.102
h4327,pumpedHydro,NO,stInflow,24.7
h4327,pumpedHydro,SE,stInflow,4.98
h4328,pumpedHydro,AT,stInflow,7.846
h4328,pumpedHydro,CH,stInflow,10.39
h4328,pumpedHydro,FR,stInflow,12.716
h4328,pumpedHydro,IT,stInflow,15.102
h4328,pumpedHydro,NO,stInflow,24.7
h4328,pumpedHydro,SE,stInflow,4.98
h4329,pumpedHydro,AT,stInflow,7.846
h4329,pumpedHydro,CH,stInflow,10.39
h4329,pumpedHydro,FR,stInflow,12.716
h4329,pumpedHydro,IT,stInflow,15.102
h4329,pumpedHydro,NO,stInflow,24.7
h4329,pumpedHydro,SE,stInflow,4.98
h4330,pumpedHydro,AT,stInflow,7.846
h4330,pumpedHydro,CH,stInflow,10.39
h4330,pumpedHydro,FR,stInflow,12.716
h4330,pumpedHydro,IT,stInflow,15.102
h4330,pumpedHydro,NO,stInflow,24.7
h4330,pumpedHydro,SE,stInflow,4.98
h4331,pumpedHydro,AT,stInflow,7.846
h4331,pumpedHydro,CH,stInflow,10.39
h4331,pumpedHydro,FR,stInflow,12.716
h4331,pumpedHydro,IT,stInflow,15.102
h4331,pumpedHydro,NO,stInflow,24.7
h4331,pumpedHydro,SE,stInflow,4.98
h4332,pumpedHydro,AT,stInflow,7.846
h4332,pumpedHydro,CH,stInflow,10.39
h4332,pumpedHydro,FR,stInflow,12.716
h4332,pumpedHydro,IT,stInflow,15.102
h4332,pumpedHydro,NO,stInflow,24.7
h4332,pumpedHydro,SE,stInflow,4.98
h4333,pumpedHydro,AT,stInflow,7.846
h4333,pumpedHydro,CH,stInflow,10.39
h4333,pumpedHydro,FR,stInflow,12.716
h4333,pumpedHydro,IT,stInflow,15.102
h4333,pumpedHydro,NO,stInflow,24.7
h4333,pumpedHydro,SE,stInflow,4.98
h4334,pumpedHydro,AT,stInflow,7.846
h4334,pumpedHydro,CH,stInflow,10.39
h4334,pumpedHydro,FR,stInflow,12.716
h4334,pumpedHydro,IT,stInflow,15.102
h4334,pumpedHydro,NO,stInflow,24.7
h4334,pumpedHydro,SE,stInflow,4.98
h4335,pumpedHydro,AT,stInflow,7.846
h4335,pumpedHydro,CH,stInflow,10.39
h4335,pumpedHydro,FR,stInflow,12.716
h4335,pumpedHydro,IT,stInflow,15.102
h4335,pumpedHydro,NO,stInflow,24.7
h4335,pumpedHydro,SE,stInflow,4.98
h4336,pumpedHydro,AT,stInflow,7.846
h4336,pumpedHydro,CH,stInflow,10.39
h4336,pumpedHydro,FR,stInflow,12.716
h4336,pumpedHydro,IT,stInflow,15.102
h4336,pumpedHydro,NO,stInflow,24.7
h4336,pumpedHydro,SE,stInflow,4.98
h4337,pumpedHydro,AT,stInflow,7.846
h4337,pumpedHydro,CH,stInflow,10.39
h4337,pumpedHydro,FR,stInflow,12.716
h4337,pumpedHydro,IT,stInflow,15.102
h4337,pumpedHydro,NO,stInflow,24.7
h4337,pumpedHydro,SE,stInflow,4.98
h4338,pumpedHydro,AT,stInflow,7.846
h4338,pumpedHydro,CH,stInflow,10.39
h4338,pumpedHydro,FR,stInflow,12.716
h4338,pumpedHydro,IT,stInflow,15.102
h4338,pumpedHydro,NO,stInflow,24.7
h4338,pumpedHydro,SE,stInflow,4.98
h4339,pumpedHydro,AT,stInflow,7.846
h4339,pumpedHydro,CH,stInflow,10.39
h4339,pumpedHydro,FR,stInflow,12.716
h4339,pumpedHydro,IT,stInflow,15.102
h4339,pumpedHydro,NO,stInflow,24.7
h4339,pumpedHydro,SE,stInflow,4.98
h4340,pumpedHydro,AT,stInflow,7.846
h4340,pumpedHydro,CH,stInflow,10.39
h4340,pumpedHydro,FR,stInflow,12.716
h4340,pumpedHydro,IT,stInflow,15.102
h4340,pumpedHydro,NO,stInflow,24.7
h4340,pumpedHydro,SE,stInflow,4.98
h4341,pumpedHydro,AT,stInflow,7.846
h4341,pumpedHydro,CH,stInflow,10.39
h4341,pumpedHydro,FR,stInflow,12.716
h4341,pumpedHydro,IT,stInflow,15.102
h4341,pumpedHydro,NO,stInflow,24.7
h4341,pumpedHydro,SE,stInflow,4.98
h4342,pumpedHydro,AT,stInflow,7.846
h4342,pumpedHydro,CH,stInflow,10.39
h4342,pumpedHydro,FR,stInflow,12.716
h4342,pumpedHydro,IT,stInflow,15.102
h4342,pumpedHydro,NO,stInflow,24.7
h4342,pumpedHydro,SE,stInflow,4.98
h4343,pumpedHydro,AT,stInflow,7.846
h4343,pumpedHydro,CH,stInflow,10.39
h4343,pumpedHydro,FR,stInflow,12.716
h4343,pumpedHydro,IT,stInflow,15.102
h4343,pumpedHydro,NO,stInflow,24.7
h4343,pumpedHydro,SE,stInflow,4.98
h4344,pumpedHydro,AT,stInflow,7.846
h4344,pumpedHydro,CH,stInflow,10.39
h4344,pumpedHydro,FR,stInflow,12.716
h4344,pumpedHydro,IT,stInflow,15.102
h4344,pumpedHydro,NO,stInflow,24.7
h4344,pumpedHydro,SE,stInflow,4.98
h4345,pumpedHydro,AT,stInflow,7.846
h4345,pumpedHydro,CH,stInflow,10.39
h4345,pumpedHydro,FR,stInflow,12.716
h4345,pumpedHydro,IT,stInflow,15.102
h4345,pumpedHydro,NO,stInflow,24.7
h4345,pumpedHydro,SE,stInflow,4.98
h4346,pumpedHydro,AT,stInflow,7.846
h4346,pumpedHydro,CH,stInflow,10.39
h4346,pumpedHydro,FR,stInflow,12.716
h4346,pumpedHydro,IT,stInflow,15.102
h4346,pumpedHydro,NO,stInflow,24.7
h4346,pumpedHydro,SE,stInflow,4.98
h4347,pumpedHydro,AT,stInflow,7.846
h4347,pumpedHydro,CH,stInflow,10.39
h4347,pumpedHydro,FR,stInflow,12.716
h4347,pumpedHydro,IT,stInflow,15.102
h4347,pumpedHydro,NO,stInflow,24.7
h4347,pumpedHydro,SE,stInflow,4.98
h4348,pumpedHydro,AT,stInflow,7.846
h4348,pumpedHydro,CH,stInflow,10.39
h4348,pumpedHydro,FR,stInflow,12.716
h4348,pumpedHydro,IT,stInflow,15.102
h4348,pumpedHydro,NO,stInflow,24.7
h4348,pumpedHydro,SE,stInflow,4.98
h4349,pumpedHydro,AT,stInflow,7.846
h4349,pumpedHydro,CH,stInflow,10.39
h4349,pumpedHydro,FR,stInflow,12.716
h4349,pumpedHydro,IT,stInflow,15.102
h4349,pumpedHydro,NO,stInflow,24.7
h4349,pumpedHydro,SE,stInflow,4.98
h4350,pumpedHydro,AT,stInflow,7.846
h4350,pumpedHydro,CH,stInflow,10.39
h4350,pumpedHydro,FR,stInflow,12.716
h4350,pumpedHydro,IT,stInflow,15.102
h4350,pumpedHydro,NO,stInflow,24.7
h4350,pumpedHydro,SE,stInflow,4.98
h4351,pumpedHydro,AT,stInflow,7.846
h4351,pumpedHydro,CH,stInflow,10.39
h4351,pumpedHydro,FR,stInflow,12.716
h4351,pumpedHydro,IT,stInflow,15.102
h4351,pumpedHydro,NO,stInflow,24.7
h4351,pumpedHydro,SE,stInflow,4.98
h4352,pumpedHydro,AT,stInflow,7.846
h4352,pumpedHydro,CH,stInflow,10.39
h4352,pumpedHydro,FR,stInflow,12.716
h4352,pumpedHydro,IT,stInflow,15.102
h4352,pumpedHydro,NO,stInflow,24.7
h4352,pumpedHydro,SE,stInflow,4.98
h4353,pumpedHydro,AT,stInflow,7.846
h4353,pumpedHydro,CH,stInflow,10.39
h4353,pumpedHydro,FR,stInflow,12.716
h4353,pumpedHydro,IT,stInflow,15.102
h4353,pumpedHydro,NO,stInflow,24.7
h4353,pumpedHydro,SE,stInflow,4.98
h4354,pumpedHydro,AT,stInflow,7.846
h4354,pumpedHydro,CH,stInflow,10.39
h4354,pumpedHydro,FR,stInflow,12.716
h4354,pumpedHydro,IT,stInflow,15.102
h4354,pumpedHydro,NO,stInflow,24.7
h4354,pumpedHydro,SE,stInflow,4.98
h4355,pumpedHydro,AT,stInflow,7.846
h4355,pumpedHydro,CH,stInflow,10.39
h4355,pumpedHydro,FR,stInflow,12.716
h4355,pumpedHydro,IT,stInflow,15.102
h4355,pumpedHydro,NO,stInflow,24.7
h4355,pumpedHydro,SE,stInflow,4.98
h4356,pumpedHydro,AT,stInflow,7.846
h4356,pumpedHydro,CH,stInflow,10.39
h4356,pumpedHydro,FR,stInflow,12.716
h4356,pumpedHydro,IT,stInflow,15.102
h4356,pumpedHydro,NO,stInflow,24.7
h4356,pumpedHydro,SE,stInflow,4.98
h4357,pumpedHydro,AT,stInflow,7.846
h4357,pumpedHydro,CH,stInflow,10.39
h4357,pumpedHydro,FR,stInflow,12.716
h4357,pumpedHydro,IT,stInflow,15.102
h4357,pumpedHydro,NO,stInflow,24.7
h4357,pumpedHydro,SE,stInflow,4.98
h4358,pumpedHydro,AT,stInflow,7.846
h4358,pumpedHydro,CH,stInflow,10.39
h4358,pumpedHydro,FR,stInflow,12.716
h4358,pumpedHydro,IT,stInflow,15.102
h4358,pumpedHydro,NO,stInflow,24.7
h4358,pumpedHydro,SE,stInflow,4.98
h4359,pumpedHydro,AT,stInflow,7.846
h4359,pumpedHydro,CH,stInflow,10.39
h4359,pumpedHydro,FR,stInflow,12.716
