region_2,technology_1,technology_2,parameter,timestep_2,value
DE11,wind_onshore,onshore_a,avaConv,d206,0.2461429369751881
DE11,wind_onshore,onshore_a,avaConv,d207,0.1203907494227871
DE11,wind_onshore,onshore_a,avaConv,d208,0.3108021106857067
DE11,wind_onshore,onshore_a,avaConv,d209,0.2050924642883162
DE11,wind_onshore,onshore_a,avaConv,d210,0.383094335126112
DE11,wind_onshore,onshore_a,avaConv,d211,0.30651758534920526
DE11,wind_onshore,onshore_a,avaConv,d212,0.3455158109429926
DE11,wind_onshore,onshore_a,avaConv,d213,0.18581560752600376
DE11,wind_onshore,onshore_a,avaConv,d214,0.41937958845365203
DE11,wind_onshore,onshore_a,avaConv,d215,0.37872853063414996
DE11,wind_onshore,onshore_a,avaConv,d216,0.3200136096859262
DE11,wind_onshore,onshore_a,avaConv,d217,0.3124473215864256
DE11,wind_onshore,onshore_a,avaConv,d218,0.20366227047967786
DE11,wind_onshore,onshore_a,avaConv,d219,0.11207553001921051
DE11,wind_onshore,onshore_a,avaConv,d220,0.44073867003532147
DE11,wind_onshore,onshore_a,avaConv,d221,0.29922798019985214
DE11,wind_onshore,onshore_a,avaConv,d222,0.338088036751852
DE11,wind_onshore,onshore_a,avaConv,d223,0.26473826722796734
DE11,wind_onshore,onshore_a,avaConv,d224,0.40325029258180994
DE11,wind_onshore,onshore_a,avaConv,d225,0.2615088055511183
DE11,wind_onshore,onshore_a,avaConv,d226,0.21306965160137611
DE11,wind_onshore,onshore_a,avaConv,d227,0.26741860143578017
DE11,wind_onshore,onshore_a,avaConv,d228,0.2566291091997612
DE11,wind_onshore,onshore_a,avaConv,d229,0.24379588608089944
DE11,wind_onshore,onshore_a,avaConv,d230,0.15191029708525075
DE11,wind_onshore,onshore_a,avaConv,d231,0.1947819008608026
DE11,wind_onshore,onshore_a,avaConv,d232,0.28491670474848446
DE11,wind_onshore,onshore_a,avaConv,d233,0.4655535000455023
DE11,wind_onshore,onshore_a,avaConv,d234,0.2850888929306676
DE11,wind_onshore,onshore_a,avaConv,d235,0.14141499374147645
DE11,wind_onshore,onshore_a,avaConv,d236,0.48886740187775585
DE11,wind_onshore,onshore_a,avaConv,d237,0.4934180593537912
DE11,wind_onshore,onshore_a,avaConv,d238,0.15859374706160803
DE11,wind_onshore,onshore_a,avaConv,d239,0.2556704317434281
DE11,wind_onshore,onshore_a,avaConv,d240,0.42716332542716134
DE11,wind_onshore,onshore_a,avaConv,d241,0.3551876632867328
DE11,wind_onshore,onshore_a,avaConv,d242,0.3801446085778222
DE11,wind_onshore,onshore_a,avaConv,d243,0.19784370131749707
DE11,wind_onshore,onshore_a,avaConv,d244,0.18616204839780626
DE11,wind_onshore,onshore_a,avaConv,d245,0.0901975919484217
DE11,wind_onshore,onshore_a,avaConv,d246,0.2912183155695354
DE11,wind_onshore,onshore_a,avaConv,d247,0.530749095746275
DE11,wind_onshore,onshore_a,avaConv,d248,0.4737164308955735
DE11,wind_onshore,onshore_a,avaConv,d249,0.29862901280814386
DE11,wind_onshore,onshore_a,avaConv,d250,0.47356775709360543
DE11,wind_onshore,onshore_a,avaConv,d251,0.32582607663094104
DE11,wind_onshore,onshore_a,avaConv,d252,0.13739604526732427
DE11,wind_onshore,onshore_a,avaConv,d253,0.0627254051463416
DE11,wind_onshore,onshore_a,avaConv,d254,0.12204892216303226
DE11,wind_onshore,onshore_a,avaConv,d255,0.28666616726424987
DE11,wind_onshore,onshore_a,avaConv,d256,0.30367533581772493
DE11,wind_onshore,onshore_a,avaConv,d257,0.39571483243408184
DE11,wind_onshore,onshore_a,avaConv,d258,0.40241471725430317
DE11,wind_onshore,onshore_a,avaConv,d259,0.28373003418948517
DE11,wind_onshore,onshore_a,avaConv,d260,0.4103158793346104
DE11,wind_onshore,onshore_a,avaConv,d261,0.381693849971469
DE11,wind_onshore,onshore_a,avaConv,d262,0.30474529432822334
DE11,wind_onshore,onshore_a,avaConv,d263,0.210286087566025
DE11,wind_onshore,onshore_a,avaConv,d264,0.24426980326991907
DE11,wind_onshore,onshore_a,avaConv,d265,0.17817141953226256
DE11,wind_onshore,onshore_a,avaConv,d266,0.13538620163284062
DE11,wind_onshore,onshore_a,avaConv,d267,0.23794645708252507
DE11,wind_onshore,onshore_a,avaConv,d268,0.15955889036100931
DE11,wind_onshore,onshore_a,avaConv,d269,0.19654987581194797
DE11,wind_onshore,onshore_a,avaConv,d270,0.07342741073363242
DE11,wind_onshore,onshore_a,avaConv,d271,0.439886558920123
DE11,wind_onshore,onshore_a,avaConv,d272,0.5530697784553112
DE11,wind_onshore,onshore_a,avaConv,d273,0.3930290710611993
DE11,wind_onshore,onshore_a,avaConv,d274,0.48043036732564337
DE11,wind_onshore,onshore_a,avaConv,d275,0.505165654301928
DE11,wind_onshore,onshore_a,avaConv,d276,0.4670060929360876
DE11,wind_onshore,onshore_a,avaConv,d277,0.3827943790929347
DE11,wind_onshore,onshore_a,avaConv,d278,0.4955303459548512
DE11,wind_onshore,onshore_a,avaConv,d279,0.32855978644649814
DE11,wind_onshore,onshore_a,avaConv,d280,0.2606249024665556
DE11,wind_onshore,onshore_a,avaConv,d281,0.19624037194709218
DE11,wind_onshore,onshore_a,avaConv,d282,0.1419770217402178
DE11,wind_onshore,onshore_a,avaConv,d283,0.17460505673940407
DE11,wind_onshore,onshore_a,avaConv,d284,0.29452906885581737
DE11,wind_onshore,onshore_a,avaConv,d285,0.2305104359076203
DE11,wind_onshore,onshore_a,avaConv,d286,0.5677562800770456
DE11,wind_onshore,onshore_a,avaConv,d287,0.48953675815437186
DE11,wind_onshore,onshore_a,avaConv,d288,0.2793538573067969
DE11,wind_onshore,onshore_a,avaConv,d289,0.16625705886674944
DE11,wind_onshore,onshore_a,avaConv,d290,0.22436684294717102
DE11,wind_onshore,onshore_a,avaConv,d291,0.3100986984284044
DE11,wind_onshore,onshore_a,avaConv,d292,0.5488915718959866
DE11,wind_onshore,onshore_a,avaConv,d293,0.4240938926415129
DE11,wind_onshore,onshore_a,avaConv,d294,0.23462343127294763
DE11,wind_onshore,onshore_a,avaConv,d295,0.30789302771722754
DE11,wind_onshore,onshore_a,avaConv,d296,0.33509485691331337
DE11,wind_onshore,onshore_a,avaConv,d297,0.36231655247537636
DE11,wind_onshore,onshore_a,avaConv,d298,0.3142208723786391
DE11,wind_onshore,onshore_a,avaConv,d299,0.14678560415561284
DE11,wind_onshore,onshore_a,avaConv,d300,0.1190493601349674
DE11,wind_onshore,onshore_a,avaConv,d301,0.291434883370694
DE11,wind_onshore,onshore_a,avaConv,d302,0.2619208364659978
DE11,wind_onshore,onshore_a,avaConv,d303,0.17537440725312511
DE11,wind_onshore,onshore_a,avaConv,d304,0.28176502674523796
DE11,wind_onshore,onshore_a,avaConv,d305,0.2857653370892646
DE11,wind_onshore,onshore_a,avaConv,d306,0.44851204411209195
DE11,wind_onshore,onshore_a,avaConv,d307,0.1860004265641189
DE11,wind_onshore,onshore_a,avaConv,d308,0.336214930328179
DE11,wind_onshore,onshore_a,avaConv,d309,0.44585506471835085
DE11,wind_onshore,onshore_a,avaConv,d310,0.3257857470387737
DE11,wind_onshore,onshore_a,avaConv,d311,0.29765587742425054
DE11,wind_onshore,onshore_a,avaConv,d312,0.32861033202852735
DE11,wind_onshore,onshore_a,avaConv,d313,0.415840439191752
DE11,wind_onshore,onshore_a,avaConv,d314,0.5762396880710087
DE11,wind_onshore,onshore_a,avaConv,d315,0.4123209609448208
DE11,wind_onshore,onshore_a,avaConv,d316,0.2093030229436772
DE11,wind_onshore,onshore_a,avaConv,d317,0.4021907128544299
DE11,wind_onshore,onshore_a,avaConv,d318,0.3719889766657858
DE11,wind_onshore,onshore_a,avaConv,d319,0.4312336972441784
DE11,wind_onshore,onshore_a,avaConv,d320,0.5772979450941259
DE11,wind_onshore,onshore_a,avaConv,d321,0.6596017345573085
DE11,wind_onshore,onshore_a,avaConv,d322,0.6960726416495682
